year,today,day,SowYear,SowDate,cropCycle,currentCrop,sugarStatus,ratoon_no,sugarDAS,sugarPlantYear,sugarPlantDate,sugarPlantingDAY,sugarPlantDelay,sugarHarvDelay,sugarLastHarvDAY,sugarHarvYear,realDelayForKill,totCycle,biomass,green_biomass,cane_wt,canefw,sucrose_wt,residue_wt,burntDM,burntOrgC,burntOrgN,ccs,totalNGCane,totalInitTAW,totalInitPAW,totalInitInorgN,totalInitOrgN,totalInitSoilN,totalInitSoilC,meanInitOC2,irrigNum,totalIrrig,totalRain,totalDrain,totalRunoff,totalEffRain,totalTransp,totalEvap,totalEvapTr,totalSediment,totalSoilOrgN,totalSoilInorgN,totalSoilN,totalSoilC,totalFert,totalNUptake,totalNit,totalDeNit,totalNO3Leach,totalNO3Runoff,totalN2O,totalCO2,CO2,surfaceom_cover,surfaceom_wt,surfaceom_n,surfaceom_c,surfaceom_no3,surfaceom_nh4,meanTMin,meanTMax,meanRadn,maxRain,Region,WStation,Soil,StartYear,IrrigSys,Fallow,DryOff,Fert,FertAmt,IrrigAmt,IrrigFreq,MillMudAmt,NRunOffModel,Planting,Tillage,totalWater,totalWaterEff,totalWaterLoss,totalWaterLossWithEvap,totalNLoss,totalNPol,GPWUI,CWUE,GPWUI_450,NUE,sucroseTH,IrrigAlloc
1994,15/05/1994,135,0,15-May,6,none,out,-1,0,1988,0.000,135,0,0,348,-1,21,2039,0,0,0,0,0,0,16065.13,6426.051,74.7,0,0,77.746,13.706,4.08,6847.874,6851.954,82542.153,0.863,0,0,256.4,9.142,14.582,240.021,0,148.256,148.256,0.034,6923.062,29.233,6952.295,84426.508,0,0,43.397,0.25,0.054,0.011,0.094,4292.88,356.507,0.603,1321.1,6.1,528.5,0,0,21.403,31.292,20.384,46.8,Burdekin,AyrDPI,Kala,1958,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,256.4,240.021,23.724,171.98,0.315,0.065,0,0,0,,0,999
1995,15/08/1995,227,1994,15-May,7,sugar,alive,0,457,1994,15/5/1994,135,0,0,348,1995,21,2039,9131.73,8143.14,7261.71,223.695,3906.42,18700.2,0,0,0,18.58,186.6,162.167,162.167,29.233,6923.062,6952.295,84426.508,0.861,20,2800,496.1,800.358,717.927,366.375,1541.473,289.148,1830.62,4.175,6767.069,2.03,6769.099,81438.323,200,386.002,422.791,12.889,28.03,7.505,2.996,7445.026,358.569,0.987,6215.3,22.8,2486.1,0,0,17.467,28.725,19.877,55.2,Burdekin,AyrDPI,Kala,1958,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3296.1,3166.375,1518.285,1807.433,48.424,35.535,7.0647033279381,0.122196305076968,6.88292307692308,1.118475,39.064,999
1996,14/09/1996,258,1995,15-May,7,sugar,alive,1,396,1994,15/8/1995,135,0,0,348,1996,21,2039,7401.83,6540.64,5896.76,180.691,3413.05,15050.7,21178.215,8471.288,96.999,20.333,103.2,109.362,45.322,2.03,6767.069,6769.099,81438.323,0.852,18,2520,564.9,666.207,895.018,367.034,1305.858,261.587,1567.445,3.397,6759.491,2.581,6762.072,81546.352,200,272.275,327.713,8.745,6.203,10.839,2.096,7467.008,360.388,0.959,4548.6,16.7,1819.4,0,0,19.055,29.44,20.405,107,Burdekin,AyrDPI,Kala,1958,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3084.9,2887.034,1561.225,1822.812,25.787,17.042,6.25870703289258,0.115277410052665,6.08387205387205,0.903455,34.131,999
1997,14/10/1997,287,1996,15-May,7,sugar,alive,2,395,1994,14/9/1996,135,0,0,348,1997,21,2039,7795.08,6914.92,6200.37,190.673,3537.93,15947.1,16659.433,6663.773,68.766,19.923,100.3,65.593,1.553,2.581,6759.491,6762.072,81546.352,0.853,17,2380,962.4,963.107,948.242,404.823,1176.263,256.249,1432.512,4.989,6754.587,2.704,6757.292,81610.33,200,273.617,325.492,9.335,9.133,3.91,2.159,7449.074,362.245,0.963,4726.1,17.3,1890.4,0,0,19.379,28.509,20.519,116.8,Burdekin,AyrDPI,Kala,1958,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3342.4,2784.823,1911.349,2167.598,22.378,13.043,6.84686243973136,0.133103946075146,6.73756183745583,0.953365,35.379,999
1998,14/11/1998,318,1997,15-May,7,sugar,alive,3,396,1994,14/10/1997,135,0,0,348,1998,21,2039,8402.1,7461.95,6608.74,203.64,3752.61,17933.7,17572.225,7028.891,76.342,19.766,100.8,64.132,0.092,2.704,6754.587,6757.292,81610.33,0.851,17,2380,1241.5,934.342,1123.56,700.008,1227.663,239.269,1466.932,4.113,6737.592,1.148,6738.74,81342.355,200,274.37,348.303,12.473,23.398,4.024,2.754,8126.81,364.136,0.953,4354,16,1741.6,0,0,20.755,29.053,19.326,189.6,Burdekin,AyrDPI,Kala,1958,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3621.5,3080.008,2057.902,2297.171,39.895,27.422,6.61167113851652,0.138820340683822,7.19575971731449,1.0182,37.526,999
1999,14/12/1999,348,1998,15-May,7,sugar,alive,4,395,1994,14/11/1998,135,0,0,348,1999,21,2039,7648.66,6773.63,6081.74,187.796,3671.3,15669.2,18944.543,7577.817,74.559,21.146,90.7,160.799,96.759,1.148,6737.592,6738.74,81342.355,0.848,18,2520,892.6,1022.298,1035.918,556.049,1139.64,302.055,1441.695,5.918,6730.454,3.317,6733.771,81278.762,200,255.602,328.513,22.7,12.419,9.487,4.577,8008.096,366.062,0.925,3700.5,13.6,1480.2,0,0,19.683,28.745,19.69,98.7,Burdekin,AyrDPI,Kala,1958,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3412.6,3076.049,2058.216,2360.271,44.606,21.906,6.10510430750616,0.13026056135313,6.32309764309764,0.93898,36.713,999
2000,14/05/2000,135,0,15-May,7,none,out,-1,0,1994,0.000,135,0,0,348,-1,21,2039,0,0,0,0,0,0,16464.215,6585.686,68.471,0,0,73.486,9.446,3.317,6730.454,6733.771,81278.762,0.845,0,0,1369.5,710.296,347.557,520.977,0,206.631,206.631,0.693,6827.275,12.139,6839.414,83470.785,0,0,31.837,0.979,2.856,0.285,0.115,4601.381,366.812,0.49,960.8,4,384.3,0,0,22.566,30.024,19.304,136,Burdekin,AyrDPI,Kala,1958,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,1369.5,520.977,1057.853,1264.484,4.12,3.141,0,0,0,,0,999
2001,14/08/2001,226,2000,15-May,8,sugar,alive,0,457,2000,14/5/2000,135,0,0,348,2001,21,2039,8958.91,7886.94,7133.37,218.534,3770.75,18255.4,0,0,0,18.323,176.9,178.502,178.502,12.139,6827.275,6839.414,83470.785,0.847,19,2660,602.8,747.308,851.184,483.873,1488.387,288.636,1777.023,6.803,6665.157,4.191,6669.348,80220.954,200,373.914,423.817,12.757,24.813,8.213,2.977,7601.446,369.092,0.987,6209.3,22.8,2483.7,0,0,17.084,28.268,19.108,52,Burdekin,AyrDPI,Kala,1958,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3262.8,3143.873,1598.492,1887.128,45.783,33.026,6.95110775785154,0.122977586671641,7.02681672025723,1.09267,37.708,999
2002,14/09/2002,257,2001,15-May,8,sugar,alive,1,396,2000,14/8/2001,135,0,0,348,2002,21,2039,7370.03,6467.76,5807.43,176.962,3457.24,15625.9,20795,8317.998,97.748,21.13,103.1,65.787,1.747,4.191,6665.157,6669.348,80220.954,0.837,17,2380,810.4,665.646,883.331,328.913,1400.458,242.909,1643.367,2.988,6647.8,2.701,6650.502,80200.402,200,285.964,341.665,8.122,10.736,3.18,1.984,7429.7,371.106,0.97,4989.1,18.3,1995.7,0,0,18.187,30.127,20.983,206,Burdekin,AyrDPI,Kala,1958,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3190.4,2708.913,1548.977,1791.886,22.038,13.916,6.53258336461895,0.107682580945096,6.253074204947,0.88481,34.572,999
2003,14/10/2003,287,2002,15-May,8,sugar,alive,2,395,2000,14/9/2002,135,0,0,348,2003,21,2039,7520.76,6623.38,5959.27,182.218,3408.52,15615,17522.797,7009.119,78.919,20.108,105,63.842,0,2.701,6647.8,6650.502,80200.402,0.838,18,2520,462,669.867,686.066,291.3,1380.229,241.367,1621.596,2.221,6636.032,3.097,6639.129,80121.907,200,282.711,334.09,8.724,7.972,3.416,2.069,7500.15,373.156,0.973,5152.3,18.9,2060.9,0,0,18.19,29.917,21.248,51,Burdekin,AyrDPI,Kala,1958,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,2982,2811.3,1355.933,1597.3,20.112,11.388,6.48162771671469,0.112369542105432,6.1352861952862,0.91109,34.085,999
2004,13/11/2004,318,2003,15-May,8,sugar,alive,3,396,2000,14/10/2003,135,0,0,348,2004,21,2039,7651.97,6772.5,6104.58,187.382,3461.86,15474,17652.196,7060.879,80.306,19.824,103.9,68.314,4.274,3.097,6636.032,6639.129,80121.907,0.835,18,2520,725.2,728.968,896.072,400.984,1377.435,256.616,1634.051,4.847,6622.298,2.8,6625.098,79985.576,200,280.307,340.758,11.101,11.828,5.033,2.512,7720.327,375.235,0.97,5015.6,18.4,2006.2,0,0,18.512,29.868,20.87,173.2,Burdekin,AyrDPI,Kala,1958,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3245.2,2920.984,1625.04,1881.656,27.962,16.861,6.41503000358783,0.114673287431053,6.30915824915825,0.93691,34.619,999
2005,13/12/2005,347,2004,15-May,8,sugar,alive,4,395,2000,13/11/2004,135,0,0,348,2005,21,2039,6977.89,6079.74,5616.37,171.953,3318.58,13615.1,17416.099,6966.44,80.301,20.838,91,54.422,0,2.8,6622.298,6625.098,79985.576,0.832,19,2660,749.3,852.443,1017.228,291.451,1258.403,281.8,1540.203,4.272,6603.268,3.758,6607.026,79657.619,200,248.328,340.64,18.532,40.87,2.5,3.88,7689.793,377.355,0.947,4185.9,15.4,1674.3,0,0,19.044,30.031,20.58,143.4,Burdekin,AyrDPI,Kala,1958,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3409.3,2951.451,1869.671,2151.471,61.902,43.37,5.82604962779325,0.111643075620551,5.52903536977492,0.859765,33.186,999
2006,15/05/2006,135,0,15-May,8,none,out,-1,0,2000,0.000,135,0,0,348,-1,21,2039,0,0,0,0,0,0,15130.834,6052.334,70.491,0,0,53.849,0,3.758,6603.268,6607.026,79657.619,0.829,0,0,800.6,298.856,209.908,412.715,0,167.578,167.578,0.307,6696.513,11.526,6708.039,81424.662,0,0,27.957,0.816,1.431,0.114,0.092,4338.616,378.19,0.531,1081.9,5,432.8,0,0,22.548,31.314,19.25,178.4,Burdekin,AyrDPI,Kala,1958,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,800.6,412.715,508.764,676.342,2.361,1.545,0,0,0,,0,999
2007,15/08/2007,227,2006,15-May,9,sugar,alive,0,457,2006,15/5/2006,135,0,0,348,2007,21,2039,9208.17,8285.35,7320.46,226.853,3992.92,18877.2,0,0,0,18.75,174,178.107,178.107,11.526,6696.513,6708.039,81424.662,0.831,19,2660,1012,961.233,943.303,550.486,1550.918,317.789,1868.707,7.501,6538.506,2.183,6540.689,78750.162,200,364.531,415.183,13.452,30.336,8.443,3.105,6952.062,380.697,0.983,5797.4,21.3,2319,0,0,16.903,27.983,18.891,130.2,Burdekin,AyrDPI,Kala,1958,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3672,3210.486,1904.536,2222.325,52.231,38.779,7.0660018452035,0.121395703018183,7.29430868167203,1.134265,39.929,999
2008,14/09/2008,258,2007,15-May,9,sugar,alive,1,396,2006,15/8/2007,135,0,0,348,2008,21,2039,7299.48,6541.13,5758.3,177.612,3328.61,15411.8,20973.404,8389.361,94.673,20.151,90.7,76.864,12.824,2.183,6538.506,6540.689,78750.162,0.821,16,2240,1334.1,1117.396,949.957,546.542,1259.94,253.051,1512.992,4.417,6546.121,1.701,6547.822,79024.673,200,259.646,311.332,9.335,8.571,3.633,2.168,7165.861,382.903,0.945,4139.6,15.2,1655.8,0,0,17.841,28.663,19.218,108.2,Burdekin,AyrDPI,Kala,1958,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3574.1,2786.542,2067.353,2320.404,21.539,12.204,6.37392151275667,0.117391235379962,6.60267657992565,0.88806,33.286,999
2009,14/10/2009,287,2008,15-May,9,sugar,alive,2,395,2006,14/9/2008,135,0,0,348,2009,21,2039,6528.92,5699.61,5145.89,156.193,2658.74,13830.2,16618.632,6647.453,68.381,18.037,97.4,70.62,6.58,1.701,6546.121,6547.822,79024.673,0.825,13,1820,1789.1,1152.089,1096.633,578.602,1143.674,240.554,1384.228,7.254,6538.544,3.143,6541.687,78929.86,200,271.766,320.157,8.261,8.047,3.885,1.964,7161.978,385.15,0.971,5066,18.6,2026.4,0,0,18.502,29.563,19.422,197.2,Burdekin,AyrDPI,Kala,1958,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3609.1,2398.602,2248.722,2489.276,20.193,11.932,6.51183481044375,0.112837625015532,6.88074889867841,0.780965,26.587,999
2010,24/11/2010,328,2009,15-May,9,sugar,alive,3,406,2006,14/10/2009,135,0,10,348,2010,14,2039,8096.47,7197.81,6265.26,192.581,3291.06,18312,16061.836,6424.735,77.999,18.12,113.3,46.77,0,3.143,6538.544,6541.687,78929.86,0.822,17,2380,1501.1,1114.021,1087.103,784.059,1289.658,244.945,1534.603,4.997,6516.81,0.887,6517.697,78632.645,200,285.214,344.99,11.545,16.886,3.946,2.591,7749.304,387.493,0.949,4250.1,15.6,1700,0,0,19.477,29.171,18.163,135.2,Burdekin,AyrDPI,Kala,1958,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3881.1,3164.059,2201.124,2446.069,32.377,20.832,6.08651735002413,0.125492391191728,6.80498233215548,0.962905,32.911,999
2011,24/12/2011,358,2010,15-May,9,sugar,alive,4,395,2006,24/11/2010,135,0,10,358,2011,14,2049,5807.09,5077.28,4692.52,144.773,2931.89,11145.7,19177.795,7671.118,79.553,22.009,73.2,192.143,128.103,0.887,6516.81,6517.697,78632.645,0.819,16,2240,1102.3,1216.528,906.645,576.84,981.417,365.619,1347.037,6.521,6508.051,4.075,6512.125,78413.422,200,204.115,324.538,28.508,49.268,9.023,5.605,7243.155,389.814,0.841,2626.9,9.6,1050.8,0,0,18.182,28.996,18.965,75.6,Burdekin,AyrDPI,Kala,1958,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3342.3,2816.84,2123.173,2488.792,86.799,58.291,5.13955354226722,0.107475147304788,5.38189591078067,0.723865,29.319,999
2012,14/05/2012,135,0,15-May,9,none,out,-1,0,2006,0.000,135,0,10,358,-1,14,2049,0,0,0,0,0,0,11706.743,4682.698,54.346,0,0,64.233,0.193,4.075,6508.051,6512.125,78413.422,0.817,0,0,896,410.133,193.818,373.05,0,183.88,183.88,0.693,6588.122,19.11,6607.232,79975.646,0,0,29.846,0.28,1.539,0.078,0.068,3860.193,390.656,0.441,831.8,3.9,332.7,0,0,21.416,30.813,19.135,197.4,Burdekin,AyrDPI,Kala,1958,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,896,373.05,603.951,787.831,1.897,1.617,0,0,0,,0,999
2013,14/08/2013,226,2012,15-May,10,sugar,alive,0,457,2012,14/5/2012,135,0,0,348,2013,21,2039,8716.78,7695.94,6943.63,213.228,3591.41,17731.5,0,0,0,17.817,162,172.402,172.402,19.11,6588.122,6607.232,79975.646,0.817,20,2800,719,835.715,1012.074,461.489,1458.318,322.118,1780.436,9.744,6436.401,3.067,6439.468,77517.908,200,345.072,405.305,15.027,45.323,9.194,3.397,6490.669,393.396,0.987,6213.6,22.8,2485.4,0,0,17.168,28.188,18.968,178.6,Burdekin,AyrDPI,Kala,1958,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3519,3261.489,1847.789,2169.907,69.544,54.517,6.5377500889931,0.119761676353433,6.56086153846154,1.06614,35.914,999
2014,14/09/2014,257,2013,15-May,10,sugar,alive,1,396,2012,14/8/2013,135,0,0,348,2014,21,2039,7224.15,6409.15,5693.8,174.596,3218.6,15303.5,20353.347,8141.339,93.094,19.775,90.3,63.177,0,3.067,6436.401,6439.468,77517.908,0.808,17,2380,729,805.576,838.561,407.262,1229.698,231.53,1461.227,2.121,6443.661,1.926,6445.586,77783.477,200,260.901,311.714,7.391,8.642,2.315,1.815,6907.194,395.81,0.963,4719.7,17.4,1887.9,0,0,17.98,29.12,19.93,86.2,Burdekin,AyrDPI,Kala,1958,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3109,2787.262,1644.137,1875.667,18.348,10.957,6.264068465756,0.119485884123411,6.16946996466431,0.87298,32.186,999
2015,14/10/2015,287,2014,15-May,10,sugar,alive,2,395,2012,14/9/2014,135,0,0,348,2015,21,2039,7278.61,6394.99,5768.61,175.909,3371.47,15100,17019.745,6807.899,71.369,20.674,100.5,66.813,2.773,1.926,6443.661,6445.586,77783.477,0.811,18,2520,372,618.888,686.268,232.538,1358.609,242.786,1601.395,1.768,6436.595,2.208,6438.803,77754.715,200,276.513,328.595,7.835,7.69,3.134,1.903,7350.002,398.262,0.974,5196.6,19.1,2078.6,0,0,18.394,30.097,20.846,83.4,Burdekin,AyrDPI,Kala,1958,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,2892,2752.538,1305.156,1547.942,18.659,10.824,6.39079278832844,0.109847351840114,5.92286195286195,0.879545,33.715,999
2016,13/11/2016,318,2015,15-May,10,sugar,alive,3,396,2012,14/10/2015,135,0,0,348,2016,21,2039,7214.12,6353.56,5670.93,173.404,3049.7,15431.9,17252.127,6900.85,76.847,18.732,102.8,52.262,0,2.208,6436.595,6438.803,77754.715,0.81,18,2520,588.4,758.832,798.278,473.773,1279.318,257.322,1536.64,3.605,6424.674,2.939,6427.613,77526.035,200,270.686,340.772,13.218,17.803,2.751,2.904,7827.94,400.745,0.943,4084.5,15,1633.8,0,0,19.711,30.246,19.211,43.6,Burdekin,AyrDPI,Kala,1958,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3108.4,2993.773,1557.11,1814.432,33.772,20.554,5.79215591830109,0.112846209912536,5.83851851851852,0.86702,30.497,999
2017,13/12/2017,347,2016,15-May,10,sugar,alive,4,395,2012,13/11/2016,135,0,0,348,2017,21,2039,6862.06,5999.23,5353.54,163.801,2874.09,15085.2,16588.961,6635.584,72.921,18.682,94.1,66.913,2.873,2.939,6424.674,6427.613,77526.035,0.807,16,2240,910,743.087,928.115,616.178,1216.377,264.672,1481.049,5.091,6406.16,3.019,6409.179,77270.602,200,254.175,340.802,19.653,23.427,9.949,4.108,7395.292,403.272,0.926,3725,13.7,1490,0,0,18.942,30.06,18.314,107.8,Burdekin,AyrDPI,Kala,1958,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3150,2856.178,1671.202,1935.874,53.029,33.376,5.73497169994307,0.110597961309855,6.08925650557621,0.819005,28.741,999
2018,15/05/2018,135,0,15-May,10,none,out,-1,0,2012,0.000,135,0,0,348,-1,21,2039,0,0,0,0,0,0,15988.633,6395.453,74.032,0,0,64.662,0.622,3.019,6406.16,6409.179,77270.602,0.804,0,0,580.7,212.796,111.716,320.156,0,151.35,151.35,0.224,6494.022,15.888,6509.91,79262.485,0,0,29.428,0.228,0.803,0.101,0.067,3972.551,404.267,0.608,1338,6.2,535.2,0,0,21.345,31.19,17.856,130.4,Burdekin,AyrDPI,Kala,1958,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,580.7,320.156,324.512,475.862,1.132,0.904,0,0,0,,0,999
2019,15/08/2019,227,2018,15-May,11,sugar,alive,0,457,2018,15/5/2018,135,0,0,348,2019,21,2039,7284.47,6411.86,5742.44,175.067,2807.35,15420.3,0,0,0,16.824,162.2,169.5,169.5,15.888,6494.022,6509.91,79262.485,0.805,17,2380,1216.6,1246.118,923.592,475.132,1261.632,269.037,1530.669,5.871,6347.177,3.288,6350.465,76325.076,200,350.714,403.874,12.277,34.937,7.369,2.89,6972.298,407.247,0.979,5504.5,20.2,2201.8,0,0,17.501,28.959,16.641,92.8,Burdekin,AyrDPI,Kala,1958,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3596.6,2855.132,2169.71,2438.747,54.583,42.306,6.1316604626336,0.114372865720806,6.18611307420495,0.875335,28.073,999
2020,14/09/2020,258,2019,15-May,11,sugar,alive,1,396,2018,15/8/2019,135,0,0,348,2020,21,2039,7091.31,6240.7,5536.09,168.853,2859.37,15552.2,17786.104,7114.442,95.829,17.929,100.5,65.721,1.681,3.288,6347.177,6350.465,76325.076,0.797,16,2240,1063.1,834.239,953.049,400.104,1279.933,239.48,1519.412,7.001,6337.206,1.562,6338.768,76418.323,200,267.522,321.964,8.888,15.346,3.287,2.117,6545.959,409.864,0.959,4558.8,16.8,1823.5,0,0,18.062,29.688,18.83,327.8,Burdekin,AyrDPI,Kala,1958,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3303.1,2640.104,1787.288,2026.768,27.521,18.633,6.39569501807505,0.111130489952692,6.27706319702602,0.844265,28.594,999
2021,14/10/2021,287,2020,15-May,11,sugar,alive,2,395,2018,14/9/2020,135,0,0,348,2021,21,2039,6781.1,5972.71,5201.7,158.515,2572.8,15794,17094.324,6837.729,77.588,17.064,90.6,62.12,0,1.562,6337.206,6338.768,76418.323,0.799,17,2380,1075.7,1058.475,1041.981,497.137,1130.151,223.013,1353.164,4.107,6336.813,1.78,6338.593,76437.638,200,260.485,316.687,9.134,12.546,2.823,2.137,6955.402,412.526,0.947,4200,15.4,1680,0,0,19.13,29.427,17.353,132.4,Burdekin,AyrDPI,Kala,1958,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3455.7,2877.137,2100.456,2323.469,24.503,15.369,5.50947000438283,0.117143967767396,5.60123674911661,0.792575,25.728,999
1959,15/05/1959,135,0,15-May,0,none,out,-1,0,-1,0.000,135,0,0,348,-1,21,2039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.165,0,0,684.7,184.909,153.274,435.108,0,214.113,214.113,7.045,8910.861,243.405,9154.266,105190.277,0,0,290.18,34.492,23.271,1.919,6.427,3060.821,350,0.011,16.5,0.1,6.6,0,0,20.794,29.659,18.306,162.8,Burdekin,AyrDPI,Kala,1959,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,684.7,435.108,338.183,552.296,59.682,25.19,0,0,0,,0,999
1960,14/08/1960,227,1959,15-May,1,sugar,alive,0,457,1959,15/5/1959,135,0,0,348,1960,21,2039,7958.26,7018.17,6305.84,193.141,2986.92,16524.1,0,0,0,16.122,241.5,169.604,169.604,243.405,8910.861,9154.266,105190.277,1.13,18,2520,1156.1,965.833,1147.204,550.92,1355.838,312.469,1668.306,19.992,8576.51,9.382,8585.892,102867.438,200,467.38,589.509,68.666,261.399,14.862,13.474,6165.429,350,0.97,5019.4,18.4,2007.8,0,0,16.62,27.834,19.017,210.1,Burdekin,AyrDPI,Kala,1959,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3676.1,3070.92,2113.037,2425.506,344.927,276.261,6.28935302775715,0.115770727912026,6.50306397306397,0.965705,29.869,999
1961,14/09/1961,257,1960,15-May,1,sugar,alive,1,396,1959,14/8/1960,135,0,0,348,1961,21,2039,7213.13,6366.7,5571.23,170.341,3033.02,16419.1,18312.04,7324.816,101.094,19.001,147.1,64.36,0.32,9.382,8576.51,8585.892,102867.438,1.092,18,2520,490.9,748.003,676.462,257.698,1334.771,255.505,1590.277,3.085,8503.168,5.877,8509.045,102215.556,200,331.497,401.833,15.876,16.547,4.166,3.477,7580.16,350,0.945,4152.1,15.3,1660.8,0,0,16.81,28.924,20.946,63.2,Burdekin,AyrDPI,Kala,1959,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3010.9,2777.698,1424.465,1679.97,36.589,20.713,6.132452124025,0.10711404365403,5.73538720538721,0.851705,30.33,999
1962,14/10/1962,287,1961,15-May,1,sugar,alive,2,395,1959,14/9/1961,135,0,0,348,1962,21,2039,6942.31,6094.27,5383.07,164.131,2693.12,15592.4,17485.482,6994.192,93.316,17.282,134.6,60.518,0,5.877,8503.168,8509.045,102215.556,1.082,16,2240,938.4,818.089,820.566,521.799,1286.478,258.751,1545.229,6.068,8433.001,6.407,8439.408,101402.733,200,318.667,396.426,19.291,21.176,3.167,4.04,7959.017,350,0.956,4470.4,16.4,1788.2,0,0,17.583,29.38,20.364,102.1,Burdekin,AyrDPI,Kala,1959,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3178.4,2761.799,1638.655,1897.406,43.634,24.343,5.942901710081,0.10621791333194,6.10152416356877,0.820655,26.931,999
1963,14/11/1963,318,1962,15-May,1,sugar,alive,3,396,1959,14/10/1962,135,0,0,348,1963,21,2039,6146.21,5372.13,4791.2,145.585,2360.2,13550.1,17053.346,6821.339,88.411,17.041,131.4,55.035,0,6.407,8433.001,8439.408,101402.733,1.071,15,2100,1160.5,1054.217,827.806,601.76,1119.131,268.419,1387.55,5.326,8356.602,7.588,8364.189,100410.995,200,309.862,392.291,22.801,28.356,3.062,4.621,7759.996,350,0.961,4630.5,17,1852.2,0,0,17.404,29.102,19.769,91.9,Burdekin,AyrDPI,Kala,1959,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3260.5,2701.76,1882.023,2150.442,54.219,31.418,5.38852451735165,0.104922345140716,5.70921568627451,0.727925,23.602,999
1964,13/12/1964,348,1963,15-May,1,sugar,alive,4,395,1959,14/11/1963,135,0,0,348,1964,21,2039,6766.67,5926.88,5194.46,158.987,2783.35,15722.1,15453.545,6181.419,90.514,18.633,146.6,45.962,0,7.588,8356.602,8364.189,100410.995,1.06,18,2520,773.7,703.141,903.611,598.517,1299.565,285.399,1584.964,5.76,8253.553,2.227,8255.78,99018.732,200,312.035,425.332,32.409,51.075,3.409,6.484,8210.136,350,0.868,2894.3,10.6,1157.7,0,0,18.392,30.105,19.376,99.6,Burdekin,AyrDPI,Kala,1959,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3293.7,3118.517,1606.752,1892.151,86.893,54.484,5.09816043972183,0.100309533844302,5.35309764309764,0.794935,27.834,999
