year,today,day,SowYear,SowDate,cropCycle,currentCrop,sugarStatus,ratoon_no,sugarDAS,sugarPlantYear,sugarPlantDate,sugarPlantingDAY,sugarPlantDelay,sugarHarvDelay,sugarLastHarvDAY,sugarHarvYear,realDelayForKill,totCycle,biomass,green_biomass,cane_wt,canefw,sucrose_wt,residue_wt,burntDM,burntOrgC,burntOrgN,ccs,totalNGCane,totalInitTAW,totalInitPAW,totalInitInorgN,totalInitOrgN,totalInitSoilN,totalInitSoilC,meanInitOC2,irrigNum,totalIrrig,totalRain,totalDrain,totalRunoff,totalEffRain,totalTransp,totalEvap,totalEvapTr,totalSediment,totalSoilOrgN,totalSoilInorgN,totalSoilN,totalSoilC,totalFert,totalNUptake,totalNit,totalDeNit,totalNO3Leach,totalNO3Runoff,totalN2O,totalCO2,CO2,surfaceom_cover,surfaceom_wt,surfaceom_n,surfaceom_c,surfaceom_no3,surfaceom_nh4,meanTMin,meanTMax,meanRadn,maxRain,Region,WStation,Soil,StartYear,IrrigSys,Fallow,DryOff,Fert,FertAmt,IrrigAmt,IrrigFreq,MillMudAmt,NRunOffModel,Planting,Tillage,totalWater,totalWaterEff,totalWaterLoss,totalWaterLossWithEvap,totalNLoss,totalNPol,GPWUI,CWUE,GPWUI_450,NUE,sucroseTH,IrrigAlloc
1957,15/05/1957,135,0,15-May,0,none,out,-1,0,-1,0.000,135,0,0,348,-1,21,2039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.165,0,0,537.2,141.437,85.913,361.549,0,181.995,181.995,3.95,8901.216,256.605,9157.821,105113.672,0,0,300.202,29.79,25.054,1.266,5.779,3135.951,350,0.014,20.2,0.1,8.1,0,0,20.372,30.209,18.444,77.7,Burdekin,AyrDPI,Kala,1957,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,537.2,361.549,227.35,409.345,56.11,26.32,0,0,0,,0,999
1958,15/08/1958,227,1957,15-May,1,sugar,alive,0,457,1957,15/5/1957,135,0,0,348,1958,21,2039,7794.85,6896.97,6133.85,188.051,3144.58,16610,0,0,0,17.668,244.3,165.055,165.055,256.605,8901.216,9157.821,105113.672,1.129,18,2520,1058.9,892.852,1044.637,501.957,1407.205,333.23,1740.435,18.672,8557.285,7.156,8564.441,102568.981,200,470.717,599.178,71.732,277.488,16.553,14.194,6328.179,350,0.963,4705.9,17.2,1882.4,0,0,17.154,28.626,18.937,136.1,Burdekin,AyrDPI,Kala,1957,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3578.9,3021.957,1937.489,2270.719,365.773,294.041,6.22282183366607,0.1080482752875,6.3316835016835,0.940255,31.446,999
1959,15/09/1959,258,1958,15-May,1,sugar,alive,1,396,1957,15/8/1958,135,0,0,348,1959,21,2039,6688.32,5842.08,5197.15,157.871,2386.48,14911.7,18118.521,7247.41,99.692,15.693,138.5,66.032,1.992,7.156,8557.285,8564.441,102568.981,1.09,15,2100,875.3,807.412,778.031,526.067,1156.942,243.755,1400.698,3.636,8495.095,5.561,8500.655,102132.905,200,314.247,382.473,15.434,19.464,3.35,3.368,7064.144,350,0.961,4625.8,17,1850.3,0,0,16.929,28.362,19.656,162.8,Burdekin,AyrDPI,Kala,1957,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,2975.3,2626.067,1585.443,1829.198,38.248,22.814,6.01168972459576,0.112708806609276,6.19101960784314,0.789355,23.865,999
1960,14/10/1960,288,1959,15-May,1,sugar,alive,2,395,1957,15/9/1959,135,0,0,348,1960,21,2039,6642.04,5809.92,5195.48,157.901,2494.98,14465.6,16606.92,6642.77,93.34,16.535,127.1,55.191,0,5.561,8495.095,8500.655,102132.905,1.081,16,2240,1112.7,968.832,1033.541,507.994,1101.685,254.687,1356.372,9.856,8429.34,6.858,8436.198,101350.854,200,309.354,384.444,17.811,23.134,3.36,3.755,7558.959,350,0.968,4900.2,18,1960.1,0,0,17.818,28.654,20.431,210.1,Burdekin,AyrDPI,Kala,1957,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3352.7,2747.994,2002.373,2257.06,44.305,26.494,5.74604602484576,0.116414228544971,5.86992565055762,0.789505,24.95,999
1961,14/11/1961,318,1960,15-May,1,sugar,alive,3,396,1957,14/10/1960,135,0,0,348,1961,21,2039,6804.93,6009.64,5353.51,164.46,2905.76,14514.1,16460.925,6584.37,91.168,18.832,133.5,49.145,0,6.858,8429.34,8436.198,101350.854,1.071,19,2660,502.8,829.749,769.676,277.495,1276.93,273.886,1550.817,4.788,8346.124,7.463,8353.587,100304.968,200,307.718,396.49,22.406,37.276,3.535,4.61,7710.818,350,0.953,4356.1,16,1742.4,0,0,16.991,29.225,21.175,63.2,Burdekin,AyrDPI,Kala,1957,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3162.8,2937.495,1599.425,1873.311,63.217,40.811,5.59864782748567,0.106047328601634,5.28810289389068,0.8223,29.058,999
1962,14/12/1962,348,1961,15-May,1,sugar,alive,4,395,1957,14/11/1961,135,0,0,348,1962,21,2039,7049.51,6123.41,5503.71,168.036,2948.13,15458,16039.701,6415.881,86.4,18.68,131.2,61.704,0,7.463,8346.124,8353.587,100304.968,1.059,16,2240,1004.6,879.868,770.747,592.996,1285.049,295.102,1580.151,5.643,8260.882,7.085,8267.967,99173.211,200,305.596,396.996,28.342,36.643,3.588,5.638,7975.335,350,0.938,3981.9,14.6,1592.8,0,0,18.116,29.723,20.509,102.1,Burdekin,AyrDPI,Kala,1957,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3244.6,2832.996,1650.615,1945.717,68.573,40.231,5.9313885370823,0.10634173569488,6.24669144981413,0.84018,29.481,999
1963,15/05/1963,135,0,15-May,1,none,out,-1,0,1957,0.000,135,0,0,348,-1,21,2039,0,0,0,0,0,0,16523.901,6609.56,86.066,0,0,75.537,11.497,7.085,8260.882,8267.967,99173.211,1.047,0,0,1011,541.848,159.716,426.616,0,215.488,215.488,0.588,8336.404,36.041,8372.445,100367.896,0,0,59.869,2.787,3.782,0.139,0.278,4944.171,350,0.421,779.9,4.1,312,0,0,21.056,30.393,17.379,91.9,Burdekin,AyrDPI,Kala,1957,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,1011,426.616,701.564,917.052,6.708,3.921,0,0,0,,0,999
1964,14/08/1964,227,1963,15-May,2,sugar,alive,0,457,1963,15/5/1963,135,0,0,348,1964,21,2039,7752.71,6832.66,6116.37,186.952,3065.49,16363.4,0,0,0,17.269,203.9,169.486,169.486,36.041,8336.404,8372.445,100367.896,1.046,18,2520,617,705.513,804.207,490.322,1442.191,291.274,1733.466,7.87,8101.236,6.683,8107.919,97130.404,200,415.931,493.594,20.97,63.283,11.109,4.626,7318.949,350,0.974,5216.7,19.1,2086.7,0,0,16.45,28.736,19.049,92.7,Burdekin,AyrDPI,Kala,1957,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3137,3010.322,1509.72,1800.994,95.362,74.392,6.21036553564702,0.107848668505757,6.29468013468014,0.93476,30.655,999
1965,14/09/1965,257,1964,15-May,2,sugar,alive,1,396,1963,14/8/1964,135,0,0,348,1965,21,2039,6456.2,5656.33,5006.55,152.626,2571.79,14496.4,18343.1,7337.24,101.488,17.826,127.5,63.3,0,6.683,8101.236,8107.919,97130.404,1.027,16,2240,831.2,815.691,778.937,451.341,1209.522,276.39,1485.911,4.451,8029.782,4.549,8034.331,96518.863,200,303.18,378.852,18.044,31.675,3.674,3.837,6960.399,350,0.952,4324.4,15.9,1729.8,0,0,17.287,29.163,19.689,107.4,Burdekin,AyrDPI,Kala,1957,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3071.2,2691.341,1594.628,1871.018,53.393,35.349,5.67100192803513,0.102715438542416,5.67382899628253,0.76313,25.718,999
1966,14/10/1966,287,1965,15-May,2,sugar,alive,2,395,1963,14/9/1965,135,0,0,348,1966,21,2039,6753.4,5901.81,5234.68,159.087,2624.29,15187.1,15997.699,6399.08,87.496,17.39,120.1,53.961,0,4.549,8029.782,8034.331,96518.863,1.02,18,2520,392.1,697.576,761.599,281.217,1211.027,242.898,1453.924,4.139,7974.585,5.461,7980.046,95897.299,200,296.115,371.678,17.313,25.104,3.235,3.688,7358.338,350,0.959,4559.9,16.8,1824,0,0,17.785,28.871,19.833,102.9,Burdekin,AyrDPI,Kala,1957,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,2912.1,2801.217,1459.175,1702.073,45.652,28.339,5.67921014330557,0.109419061794152,5.35646464646465,0.795435,26.243,999
1967,14/11/1967,318,1966,15-May,2,sugar,alive,3,396,1963,14/10/1966,135,0,0,348,1967,21,2039,6512.04,5711.71,5088.04,155.183,2512.52,14239.9,16785.01,6714.005,86.506,17.015,121,52.961,0,5.461,7974.585,7980.046,95897.299,1.012,17,2380,821.8,885.547,889.073,424.372,1154.951,270.099,1425.051,5.398,7915.01,6.093,7921.103,95193.434,200,294.671,373.23,23.53,25.303,2.259,4.836,7402.796,350,0.962,4662.6,17.1,1865.1,0,0,18.229,28.885,20.191,154.9,Burdekin,AyrDPI,Kala,1957,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3201.8,2804.372,1774.62,2044.719,51.092,27.562,5.53360966376786,0.108896453530435,5.48349823321555,0.775915,25.125,999
1968,13/12/1968,348,1967,15-May,2,sugar,alive,4,395,1963,14/11/1967,135,0,0,348,1968,21,2039,6630.44,5829.76,5250.19,161.481,2920.07,13802.5,16067.165,6426.867,85.107,19.342,99.5,55.091,0,6.093,7915.01,7921.103,95193.434,1.003,18,2520,1470.5,1341.389,1204.621,472.233,1114.124,321.244,1435.368,7.521,7849.127,7.328,7856.455,94326.063,200,247.678,377.284,26.773,72.653,3.592,5.393,7427.791,350,0.925,3704.6,13.6,1481.8,0,0,18.169,29.151,20.572,187.9,Burdekin,AyrDPI,Kala,1957,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3990.5,2992.233,2546.01,2867.254,103.018,76.245,5.39667198376597,0.112501463039444,5.43707070707071,0.807405,29.201,999
1969,15/05/1969,135,0,15-May,2,none,out,-1,0,1963,0.000,135,0,0,348,-1,21,2039,0,0,0,0,0,0,14881.04,5952.417,73.902,0,0,64.212,0.172,7.328,7849.127,7856.455,94326.063,0.994,0,0,130.4,0,0,130.4,0,101.699,101.699,0,7929.184,20.712,7949.896,96206.628,0,0,26.189,0.063,0,0,0.053,3491.319,350,0.703,1733.2,8.6,693.3,0,0,20.795,31.584,20.044,46.5,Burdekin,AyrDPI,Kala,1957,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,130.4,130.4,0,101.699,0.063,0,0,0,0,,0,999
1970,15/08/1970,227,1969,15-May,3,sugar,alive,0,457,1969,15/5/1969,135,0,0,348,1970,21,2039,7950.62,7055.73,6309.15,193.773,3375.56,16414.7,0,0,0,18.527,206.2,92.913,92.913,20.712,7929.184,7949.896,96206.628,0.995,18,2520,710.8,617.625,814.475,520.809,1471.378,321.621,1792.999,5.413,7731.506,4.661,7736.167,92789.243,200,413.096,464.856,15.295,28.56,8.392,3.495,7865.114,350,0.973,5182.4,19,2073,0,0,17.109,28.782,19.488,133.6,Burdekin,AyrDPI,Kala,1957,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3230.8,3040.809,1432.1,1753.721,52.247,36.952,6.37241602481445,0.108072006732854,6.52434343434343,0.968865,33.756,999
1971,15/09/1971,258,1970,15-May,3,sugar,alive,1,396,1969,15/8/1970,135,0,0,348,1971,21,2039,7223.69,6467.83,5565.04,171.125,2896.91,16586.4,18357.525,7343.011,97.713,17.922,120.9,98.614,34.574,4.661,7731.506,7736.167,92789.243,0.98,14,1960,1226,700.329,954.201,840.458,1283.709,255.095,1538.805,4.425,7680.998,2.023,7683.02,92369.203,200,294.85,361.439,12.22,25.263,8.196,2.77,7275.246,350,0.941,4041.7,14.9,1616.7,0,0,17.459,28.701,19.598,220,Burdekin,AyrDPI,Kala,1957,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3186,2800.458,1654.53,1909.625,45.679,33.459,6.11060762203897,0.111206423166028,7.100622406639,0.855625,28.969,999
1972,14/10/1972,288,1971,15-May,3,sugar,alive,2,395,1969,15/9/1971,135,0,0,348,1972,21,2039,6420.61,5632.67,4998.07,152.155,2511.43,14225.4,17533.901,7013.56,82.749,17.402,112,91.279,27.239,2.023,7680.998,7683.02,92369.203,0.976,16,2240,1328.3,1146.091,995.402,423.251,1201.213,261.782,1462.996,4.445,7638.818,4.51,7643.329,91960.291,200,290.966,356.273,14.691,15.943,5.225,3.16,7367.649,350,0.956,4452.1,16.4,1780.8,0,0,16.795,28.832,20.11,206.2,Burdekin,AyrDPI,Kala,1957,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3568.3,2663.251,2141.493,2403.275,35.859,21.168,5.71313030578042,0.104002334934614,5.65631970260223,0.760775,25.114,999
1973,16/11/1973,320,1972,15-May,3,sugar,alive,3,398,1969,14/10/1972,135,0,2,348,1973,19,2039,7351.97,6531.34,5624.92,172.637,2842.91,17270.5,15875.935,6350.374,84.749,17.355,127.4,55.091,0,4.51,7638.818,7643.329,91960.291,0.969,17,2380,1238.1,998.935,1027.61,722.58,1248.596,262.645,1511.24,6.087,7580.737,2.089,7582.826,91161.451,200,302.428,380.566,17.99,28.698,3.411,3.823,7969.026,350,0.921,3628.2,13.3,1451.3,0,0,18.855,29.246,19.775,108.5,Burdekin,AyrDPI,Kala,1957,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3618.1,3102.58,2026.545,2289.19,50.099,32.109,5.56430454653869,0.114235329927741,6.10024734982332,0.863185,28.429,999
1974,16/12/1974,350,1973,15-May,3,sugar,alive,4,395,1969,16/11/1973,135,0,2,350,1974,19,2041,5310.64,4703.87,4197.49,130.717,2614.97,11131.5,17763.938,7105.575,82.511,21.706,81.8,135.405,71.365,2.089,7580.737,7582.826,91161.451,0.961,15,2100,1871.5,1675.085,1089.921,622.149,888.324,393.636,1281.959,10.097,7521.539,6.052,7527.591,90365.331,200,195.51,363.983,30.989,100.731,8.944,6.105,7121.535,350,0.704,1739.7,6.4,695.9,0,0,17.935,28.577,19.049,152.9,Burdekin,AyrDPI,Kala,1957,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3971.5,2722.149,2765.006,3158.642,140.664,109.675,4.80197814300393,0.101966599555836,5.1261568627451,0.653585,26.15,999
1975,15/05/1975,135,0,15-May,3,none,out,-1,0,1969,0.000,135,0,2,350,-1,19,2041,0,0,0,0,0,0,10940.531,4376.213,51.079,0,0,59.94,0,6.052,7521.539,7527.591,90365.331,0.952,0,0,601.9,221.692,40.714,414.187,0,230.198,230.198,0.155,7574.678,43.908,7618.586,91140.2,0,0,53.01,1.662,0.981,0.064,0.245,4310.925,350,0.345,604.4,2.8,241.8,0,0,21.392,30.394,19.401,65,Burdekin,AyrDPI,Kala,1957,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,601.9,414.187,262.406,492.604,2.707,1.045,0,0,0,,0,999
1976,14/08/1976,227,1975,15-May,4,sugar,alive,0,457,1975,15/5/1975,135,0,0,348,1976,21,2039,7697.24,6749.06,6104.07,186.233,2990.28,15931.6,0,0,0,16.85,156.5,169.236,169.236,43.908,7574.678,7618.586,91140.2,0.949,14,1960,2001.1,1476.785,1043.083,753.199,1248.22,301.565,1549.785,12.315,7394.134,5.144,7399.279,88842.933,200,343.582,429.986,22.119,84.496,12.524,4.792,6037.087,350,0.984,5932.3,21.8,2372.9,0,0,17.186,27.847,18.378,179.8,Burdekin,AyrDPI,Kala,1957,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3961.1,2713.199,2519.868,2821.433,119.139,97.02,6.86396390386404,0.12016699090519,7.72751037344398,0.931165,29.903,999
1977,14/09/1977,257,1976,15-May,4,sugar,alive,1,396,1975,14/8/1976,135,0,0,348,1977,21,2039,6623.83,5815.11,5171.72,157.411,2581.2,14521.1,18584.291,7433.717,97.563,17.269,103.4,60.683,0,5.144,7394.134,7399.279,88842.933,0.936,15,2100,1380,1021.384,1110.045,499.899,1097.78,250.232,1348.012,6.66,7366.853,3.315,7370.169,88700.888,200,276.518,337.908,11.467,19.244,2.939,2.593,6661.479,350,0.963,4705.6,17.3,1882.3,0,0,17.722,28.369,19.544,170.6,Burdekin,AyrDPI,Kala,1957,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3480,2599.899,2131.429,2381.661,33.65,22.183,6.05450442497959,0.116772699352825,6.17298039215686,0.787055,25.812,999
1978,14/10/1978,287,1977,15-May,4,sugar,alive,2,395,1975,14/9/1977,135,0,0,348,1978,21,2039,7656.04,6839.4,5998.51,184.744,3282.74,16575.2,16342.688,6537.075,78.814,18.956,110.3,61.243,0,3.315,7366.853,7370.169,88700.888,0.935,16,2240,953.7,784.165,881.207,611.333,1269.007,252.506,1521.514,5.12,7337.843,2.604,7340.447,88434.067,200,284.419,347.143,13.011,17.036,2.975,2.865,7330.302,350,0.955,4441.9,16.3,1776.8,0,0,17.755,28.363,20.718,150.6,Burdekin,AyrDPI,Kala,1957,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3193.7,2851.333,1665.372,1917.878,33.022,20.011,6.47921516006724,0.12142116339383,6.86780669144981,0.92372,32.827,999
1979,14/11/1979,318,1978,15-May,4,sugar,alive,3,396,1975,14/10/1978,135,0,0,348,1979,21,2039,6371.15,5603.61,4961.61,151.799,2635.41,14095.3,17864.604,7145.842,79.269,18.454,95.2,68.058,4.018,2.604,7337.843,7340.447,88434.067,0.93,16,2240,1489.5,1213.087,1189.394,500.44,1048.976,289.778,1338.754,6.551,7310.68,4.805,7315.485,88037.635,200,260.204,346.14,22.11,26.257,3.722,4.51,7478.883,350,0.934,3885.4,14.3,1554.2,0,0,18.32,28.53,19.539,350.7,Burdekin,AyrDPI,Kala,1957,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3729.5,2740.44,2402.481,2692.259,52.089,29.979,5.5392199792734,0.113388269988362,5.64308550185874,0.758995,26.354,999
1980,13/12/1980,348,1979,15-May,4,sugar,alive,4,395,1975,14/11/1979,135,0,0,348,1980,21,2039,7067.95,6197.98,5607.2,172.057,3129.58,14607.5,15283.649,6113.46,74.364,19.473,97.9,56.323,0,4.805,7310.68,7315.485,88037.635,0.925,18,2520,785.3,966.445,869.112,382.591,1179.961,280.783,1460.744,5.886,7259.058,5.304,7264.362,87398.165,200,255.27,365.129,20.114,59.404,2.881,4.207,7400.183,350,0.947,4184.2,15.4,1673.7,0,0,18.758,29.148,20.955,86.4,Burdekin,AyrDPI,Kala,1957,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3305.3,2902.591,1835.557,2116.34,82.399,62.285,5.92770390316789,0.11778723718872,5.79316498316498,0.860285,31.296,999
1981,15/05/1981,135,0,15-May,4,none,out,-1,0,1975,0.000,135,0,0,348,-1,21,2039,0,0,0,0,0,0,15972.958,6389.184,76.849,0,0,65.321,1.281,5.304,7259.058,7264.362,87398.165,0.917,0,0,908.6,511.486,75.738,426.718,0,217.465,217.465,0.132,7333.397,27.607,7361.004,89011.021,0,0,39.972,0.692,1.567,0.058,0.118,4369.203,350,0.529,1075,5.2,430,0,0,21.174,29.897,18.261,102.2,Burdekin,AyrDPI,Kala,1957,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,908.6,426.718,587.224,804.689,2.317,1.625,0,0,0,,0,999
1982,15/08/1982,227,1981,15-May,5,sugar,alive,0,457,1981,15/5/1981,135,0,0,348,1982,21,2039,8077.83,7111.27,6409.51,196.12,3370.27,16683.1,0,0,0,18.237,177.6,169.232,169.232,27.607,7333.397,7361.004,89011.021,0.917,18,2520,772.8,808.283,800.305,552.189,1466.449,325.292,1791.741,6.198,7154.14,4.423,7158.563,86000.235,200,373.265,439.652,18.443,47.634,10.15,4.053,7088.886,350,0.983,5785.2,21.2,2314.1,0,0,16.915,28.432,18.854,104.8,Burdekin,AyrDPI,Kala,1957,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3292.8,3072.189,1608.588,1933.88,76.227,57.784,6.38372183482201,0.10945778435611,6.603367003367,0.9806,33.703,999
1983,15/09/1983,258,1982,15-May,5,sugar,alive,1,396,1981,15/8/1982,135,0,0,348,1983,21,2039,6790.89,5945.36,5316.04,161.756,2652.1,14748.5,19098.051,7639.22,97.513,17.267,108.7,61.704,0,4.423,7154.14,7158.563,86000.235,0.904,16,2240,637.3,735.212,723.475,410.748,1167.366,252.207,1419.573,2.372,7129.245,3.042,7132.287,85871.7,200,278.184,337.083,11.951,17.874,2.543,2.679,6882.728,350,0.965,4770.5,17.6,1908.2,0,0,17.927,28.652,19.859,95.4,Burdekin,AyrDPI,Kala,1957,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,2877.3,2650.748,1458.687,1710.894,32.368,20.417,6.10227754580971,0.113946940382777,6.01323420074349,0.80878,26.521,999
1984,14/10/1984,288,1983,15-May,5,sugar,alive,2,395,1981,15/9/1983,135,0,0,348,1984,21,2039,7070.92,6296.98,5421.78,166.551,2866.07,16491.5,16591.164,6636.466,76.825,18.266,108.6,60.744,0,3.042,7129.245,7132.287,85871.7,0.903,18,2520,624.6,791.759,870.868,506.368,1206.655,260.843,1467.497,6.547,7099.573,3.454,7103.026,85525.922,200,282.523,345.301,14.386,15.525,3.166,3.107,7330.633,350,0.932,3844.6,14.1,1537.8,0,0,17.806,28.714,19.475,75.6,Burdekin,AyrDPI,Kala,1957,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3144.6,3026.368,1662.627,1923.47,33.077,18.691,5.50332940343012,0.11349324734565,5.60777777777778,0.832755,28.661,999
1985,14/11/1985,318,1984,15-May,5,sugar,alive,3,396,1981,14/10/1984,135,0,0,348,1985,21,2039,7113.09,6382.15,5539.79,171.229,2949.79,15733,17285.666,6914.266,80.105,18.289,97.4,75.22,11.18,3.454,7099.573,7103.026,85525.922,0.898,18,2520,872.5,939.129,943.762,612.086,1221.93,269.012,1490.942,4.657,7069.032,2.156,7071.187,85191.752,200,259.006,346.716,19.551,35.041,6.225,4.083,7352.873,350,0.938,3967.6,14.6,1587.1,0,0,17.771,28.767,19.562,111.4,Burdekin,AyrDPI,Kala,1957,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3392.5,3132.086,1882.891,2151.903,60.817,41.266,5.46693162320575,0.114846184492757,5.7652861952862,0.856145,29.498,999
1986,14/12/1986,348,1985,15-May,5,sugar,alive,4,395,1981,14/11/1985,135,0,0,348,1986,21,2039,7026.42,6213.33,5424.57,166.94,2860.52,16018.5,16745.513,6698.205,75.311,18.176,105.1,93.885,29.845,2.156,7069.032,7071.187,85191.752,0.893,18,2520,781.7,847.419,940.366,560.953,1239.588,294.105,1533.693,5.871,7023.791,4.105,7027.896,84560.371,200,268.173,360.754,24.008,32.047,6.79,4.858,7766.335,350,0.894,3209.9,11.8,1283.9,0,0,18.899,29.584,19.222,117.8,Burdekin,AyrDPI,Kala,1957,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3301.7,3080.953,1787.785,2081.89,62.845,38.837,5.4184533162304,0.108848380999326,5.62087542087542,0.8347,28.605,999
1987,15/05/1987,135,0,15-May,5,none,out,-1,0,1981,0.000,135,0,0,348,-1,21,2039,0,0,0,0,0,0,16344.117,6537.646,72.819,0,0,74.107,10.067,4.105,7023.791,7027.896,84560.371,0.887,0,0,211.2,0,6.671,204.529,0,147.748,147.748,0.01,7112.462,17.389,7129.851,86697.872,0,0,25.922,0.102,0,0.003,0.061,3783.025,350,0.701,1723,7.7,689.2,0,0,21.8,31.911,20.116,44,Burdekin,AyrDPI,Kala,1957,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,211.2,204.529,6.671,154.419,0.105,0.003,0,0,0,,0,999
1988,14/08/1988,227,1987,15-May,6,sugar,alive,0,457,1987,15/5/1987,135,0,0,348,1988,21,2039,8048.33,7115.44,6348.74,194.169,3488.22,16996,0,0,0,19.197,176.8,130.888,130.888,17.389,7112.462,7129.851,86697.872,0.888,18,2520,987.5,763.639,1078.239,491.6,1437.16,293.906,1731.066,6.036,6949.224,4.421,6953.645,83472.239,200,373.46,430.536,14.048,31.092,8.332,3.224,7699.144,350,0.982,5704.3,20.9,2281.7,0,0,17.507,28.835,18.912,254,Burdekin,AyrDPI,Kala,1957,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3507.5,3011.6,1841.878,2135.784,53.472,39.424,6.4473701686811,0.112167300380228,6.53767676767677,0.970845,34.882,999
1989,14/09/1989,257,1988,15-May,6,sugar,alive,1,396,1987,14/8/1988,135,0,0,348,1989,21,2039,6852.98,6014.54,5320.53,161.951,2628.22,15324.5,19295.22,7718.089,97.411,17.061,104.1,65.444,1.404,4.421,6949.224,6953.645,83472.239,0.877,13,1820,1393,941.092,838.572,728.291,1184.131,247.376,1431.507,4.038,6925.773,2.534,6928.307,83447.588,200,280.889,332.404,10.655,15.092,3.273,2.446,6837.348,350,0.959,4563.7,16.8,1825.5,0,0,17.953,28.513,19.014,134.8,Burdekin,AyrDPI,Kala,1957,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3213,2548.291,1779.664,2027.04,29.02,18.365,6.35527889083311,0.113133222541001,7.13440528634361,0.809755,26.282,999
1990,14/10/1990,287,1989,15-May,6,sugar,alive,2,395,1987,14/9/1989,135,0,0,348,1990,21,2039,6679.22,5893.93,5293.82,162.242,2823.31,13854,16905.016,6762.006,82.943,18.504,102.5,67.273,3.233,2.534,6925.773,6928.307,83447.588,0.877,15,2100,1277.8,1079.427,876.716,536.556,1176.273,263.986,1440.26,4.305,6902.322,2.893,6905.215,83237.298,200,267.677,333.653,13.315,22.652,4.12,2.895,6922.333,350.839,0.958,4536.7,16.7,1814.7,0,0,17.407,28.757,20.276,103,Burdekin,AyrDPI,Kala,1957,Furrow,BareFallow,77,Surf1,200,140,LowFreq,0,P2R,15MayV1R4,T2,3377.8,2636.556,1956.143,2220.129,40.087,26.772,6.15355789901675,0.112647716384542,6.36243137254902,0.81121,28.233,999
