year,today,day,SowYear,SowDate,cropCycle,currentCrop,sugarStatus,ratoon_no,sugarDAS,sugarPlantYear,sugarPlantDate,sugarPlantingDAY,sugarPlantDelay,sugarHarvDelay,sugarLastHarvDAY,sugarHarvYear,realDelayForKill,totCycle,biomass,green_biomass,cane_wt,canefw,sucrose_wt,residue_wt,burntDM,burntOrgC,burntOrgN,ccs,totalInitTAW,totalInitPAW,totalInitInorgN,totalInitOrgN,totalInitSoilN,totalInitSoilC,meanInitOC2,irrigNum,totalIrrig,totalRain,totalDrain,totalRunoff,totalEffRain,totalTransp,totalEvap,totalEvapTr,totalSediment,totalSoilOrgN,totalSoilInorgN,totalSoilN,totalSoilC,totalFert,totalNUptake,totalNit,totalDeNit,totalNO3Leach,totalNO3Runoff,totalN2O,totalCO2,CO2,surfaceom_cover,surfaceom_wt,surfaceom_n,surfaceom_c,surfaceom_no3,surfaceom_nh4,meanTMin,meanTMax,meanRadn,maxRain,Region,WStation,Soil,StartYear,IrrigSys,Fallow,DryOff,Fert,FertAmt,IrrigAmt,IrrigFreq,MillMudAmt,NRunOffModel,Planting,Tillage,totalWater,totalWaterEff,totalWaterLoss,totalWaterLossWithEvap,totalNLoss,totalNPol,GPWUI,CWUE,GPWUI_450,NUE,sucroseTH,IrrigAlloc
1989,15/07/1989,196,1988,15-Apr,6,sugar,alive,0,457,1988,14/4/1988,105,0,1,318,1989,20,2039,8889.45,7950.21,7019.11,217.105,3892.32,,0,0,0,19.152,150.047,150.047,11.652,9027.433,9039.085,136676.545,0.707,39,7800,1506.2,624.019,6767.442,725.418,1533.553,396.852,1930.405,127.958,8857.234,1.891,8859.125,132721.007,200,319.863,400.511,45.23,3.319,52.152,8.738,7397.238,350,0.985,5961.8,21.8,2384.7,0,0,17.973,28.508,18.206,134.8,Burdekin,AyrDPI,Mulg,1958,Furrow,BareFallow,35,Surf1,200,200,HighFreq,0,P2R,15AprV1R4,T4,9306.2,8525.418,7391.461,7788.313,100.701,55.471,2.54656135335534,0.112466036919714,2.63157575757576,1.085525,38.923,999
1990,15/08/1990,227,1989,15-Apr,6,sugar,alive,1,396,1988,15/7/1989,105,0,1,319,1990,20,2040,6277.38,5581.7,4915.43,151.234,2918.06,,20965.392,8386.158,85.325,20.833,134.381,134.381,1.891,8857.234,8859.125,132721.007,0.695,34,6800,1294.8,662.833,5952.335,479.194,1169.476,362.993,1532.469,77.323,8849.263,1.236,8850.499,132752.55,200,234.953,299.057,19.474,1.067,31.008,3.786,6687.375,350.589,0.932,3837.2,14.1,1534.9,0,0,17.211,28.376,19.602,103,Burdekin,AyrDPI,Mulg,1958,Furrow,BareFallow,35,Surf1,200,200,HighFreq,0,P2R,15AprV1R4,T4,8094.8,7279.194,6615.168,6978.161,51.549,32.075,2.07762013211902,0.0986864987154716,2.08598620689655,0.75617,29.181,999
1991,15/09/1991,258,1990,15-Apr,6,sugar,alive,2,396,1988,15/8/1990,105,0,1,319,1991,20,2040,6256.11,5590.84,4914.1,151.359,2787.38,,14838.171,5935.269,59.093,19.751,81.544,81.544,1.236,8849.263,8850.499,132752.55,0.695,38,7600,1680.4,1164.494,6609.035,293.576,1159.723,338.77,1498.493,68.27,8849.171,1.398,8850.57,132674.159,200,217.41,296.84,39.682,1.017,21.057,7.447,6609.748,352.258,0.922,3639.6,13.3,1455.9,0,0,16.971,28.6,19.402,204.4,Burdekin,AyrDPI,Mulg,1958,Furrow,BareFallow,35,Surf1,200,200,HighFreq,0,P2R,15AprV1R4,T4,9280.4,7893.576,7773.529,8112.299,61.756,22.074,1.91749594860428,0.101007478847082,1.88023602484472,0.756795,27.874,999
1992,14/10/1992,288,1991,15-Apr,6,sugar,alive,3,395,1988,15/9/1991,105,0,1,319,1992,20,2040,7491.73,6669.71,5969.13,183.865,3649.57,,14500.78,5800.312,56.9,21.514,89.922,89.922,1.398,8849.171,8850.57,132674.159,0.692,40,8000,654.1,674.351,6280.791,291.386,1389.284,325.875,1715.159,52.909,8832.984,1.498,8834.482,132457.622,200,241.095,314.049,35.966,0.592,21.127,6.759,7019.425,353.955,0.964,4753.2,17.4,1901.3,0,0,18.264,29.527,20.819,122.8,Burdekin,AyrDPI,Mulg,1958,Furrow,BareFallow,35,Surf1,200,200,HighFreq,0,P2R,15AprV1R4,T4,8654.1,8291.386,6955.142,7281.017,57.685,21.719,2.2175423988221,0.107199973879973,2.17591715976331,0.919325,36.496,999
1993,14/11/1993,318,1992,15-Apr,6,sugar,alive,4,396,1988,14/10/1992,105,0,1,319,1993,20,2040,7322.39,6503.04,5806.69,179.062,3707.62,,16982.389,6792.957,66.298,22.568,73.721,73.721,1.498,8832.984,8834.482,132457.622,0.687,42,8400,548.9,590.919,6710.207,356.623,1311.885,332.632,1644.517,54.17,8827.618,1.656,8829.274,132361.103,200,235.917,310.911,37.077,0.4,17.699,6.946,7259.141,355.691,0.948,4218.5,15.5,1687.4,0,0,18.209,29.114,20.539,72,Burdekin,AyrDPI,Mulg,1958,Furrow,BareFallow,35,Surf1,200,200,HighFreq,0,P2R,15AprV1R4,T4,8948.9,8756.623,7301.126,7633.758,55.176,18.099,2.04487506199593,0.108884249904379,2.02329943502825,0.89531,37.076,999
1994,15/04/1994,105,0,15-Apr,6,none,out,-1,0,1988,0.000,105,0,1,319,-1,20,2040,0,0,0,0,0,,16469.259,6587.703,64.507,0,76.978,76.978,1.656,8827.618,8829.274,132361.103,0.684,0,0,309.7,0.608,75.959,233.692,0,206.261,206.261,3.596,8923.173,6.451,8929.624,135066.23,0,0,8.033,0.072,0,0.074,0.019,4000.697,356.371,0,0.7,0,0.3,0,0,21.939,31.774,22.373,46.8,Burdekin,AyrDPI,Mulg,1958,Furrow,BareFallow,35,Surf1,200,200,HighFreq,0,P2R,15AprV1R4,T4,309.7,233.692,76.567,282.828,0.146,0.074,0,0,0,,0,999
1995,15/07/1995,196,1994,15-Apr,7,sugar,alive,0,456,1994,15/4/1994,105,0,0,318,1995,21,2039,9934.16,8907.03,8013.24,249.008,4583.56,,0,0,0,19.741,103.851,103.851,6.451,8923.173,8929.624,135066.23,0.686,44,8800,419.6,345.906,6805.374,266.348,1700.951,391.538,2092.489,144.69,8767.493,1.897,8769.39,131207.446,200,337.002,398.6,26.962,1.837,39.749,5.387,7707.461,358.43,0.986,6064.5,22.2,2425.8,0,0,17.873,28.981,19.784,55.2,Burdekin,AyrDPI,Mulg,1958,Furrow,BareFallow,35,Surf1,200,200,HighFreq,0,P2R,15AprV1R4,T4,9219.6,9066.348,7151.28,7542.818,68.548,41.586,2.74650829639454,0.119000864520674,2.69197837837838,1.24504,45.836,999
1996,14/08/1996,227,1995,15-Apr,7,sugar,alive,1,396,1994,15/7/1995,105,0,0,318,1996,21,2039,6284.72,5559.6,4981.14,152.964,2938.98,,21482.62,8593.049,83.244,20.733,79.682,79.682,1.897,8767.493,8769.39,131207.446,0.676,39,7800,632.9,453.552,6443.537,344.127,1143.417,394.01,1537.426,88.05,8767.313,1.258,8768.571,131446.806,200,242.96,303.965,25.636,0.358,13.761,5.033,6979.564,360.246,0.927,3730.8,13.7,1492.3,0,0,18.911,29.224,19.946,107,Burdekin,AyrDPI,Mulg,1958,Furrow,BareFallow,35,Surf1,200,200,HighFreq,0,P2R,15AprV1R4,T4,8432.9,8144.127,6897.089,7291.099,39.755,14.119,1.87821236088288,0.0994935691213756,1.85410909090909,0.76482,29.39,999
1997,14/09/1997,257,1996,15-Apr,7,sugar,alive,2,396,1994,14/8/1996,105,0,0,318,1997,21,2039,6870.95,6148.49,5480.64,168.982,3269.06,,14251.582,5700.633,53.844,20.895,78.066,78.066,1.258,8767.313,8768.571,131446.806,0.677,39,7800,964.3,1072.297,6200.633,380.149,1100.202,362.551,1462.753,57.485,8775.445,1.502,8776.947,131631.092,200,214.707,291.027,38.494,0.45,20.707,7.247,6607.476,362.101,0.95,4273.4,15.7,1709.4,0,0,18.946,28.468,20.444,116.8,Burdekin,AyrDPI,Mulg,1958,Furrow,BareFallow,35,Surf1,200,200,HighFreq,0,P2R,15AprV1R4,T4,8764.3,8180.149,7272.93,7635.481,59.651,21.157,2.06575699293497,0.115523263326071,2.04826666666667,0.84491,32.691,999
1998,14/10/1998,287,1997,15-Apr,7,sugar,alive,3,395,1994,14/9/1997,105,0,0,318,1998,21,2039,6994.49,6178.22,5500.43,168.325,3404.63,,15450.062,6180.026,58.622,21.979,106.682,106.682,1.502,8775.445,8776.947,131631.092,0.674,39,7800,959.5,826.669,6568.507,481.619,1060.517,315.194,1375.711,45.321,8771.528,1.588,8773.116,131525.16,200,228.251,301.191,28.79,0.322,29.413,5.415,7033.571,363.989,0.96,4611.8,16.9,1844.7,0,0,20.543,28.902,19.59,189.6,Burdekin,AyrDPI,Mulg,1958,Furrow,BareFallow,35,Surf1,200,200,HighFreq,0,P2R,15AprV1R4,T4,8759.5,8281.619,7395.176,7710.37,58.525,29.735,2.03251320786431,0.122354913204881,2.04030303030303,0.841625,34.046,999
1999,14/11/1999,318,1998,15-Apr,7,sugar,alive,4,396,1994,14/10/1998,105,0,0,318,1999,21,2039,7276.99,6497.95,5780.09,178.942,3569.8,,16619.539,6647.815,62.168,21.638,95.296,95.296,1.588,8771.528,8773.116,131525.16,0.671,37,7400,1137.3,633.911,6414.906,581.482,1131.314,364.394,1495.708,56.071,8765.496,2.017,8767.513,131381.633,200,224.131,302.484,52.241,0.209,12.514,9.646,7089.423,365.913,0.935,3910.1,14.3,1564,0,0,19.787,28.829,19.555,112,Burdekin,AyrDPI,Mulg,1958,Furrow,BareFallow,35,Surf1,200,200,HighFreq,0,P2R,15AprV1R4,T4,8537.3,7981.482,7048.817,7413.211,64.964,12.723,2.24196458752898,0.11963698796824,2.27951592356688,0.89471,35.698,999
2000,14/04/2000,105,0,15-Apr,7,none,out,-1,0,1994,0.000,105,0,0,318,-1,21,2039,0,0,0,0,0,,16047.233,6418.893,61.832,0,88.07,88.07,2.017,8765.496,8767.513,131381.633,0.668,0,0,1336.8,102.575,860.074,453.096,0,279.144,279.144,40.854,8857.046,5.938,8862.983,134007.229,0,0,13.299,0.909,0.089,1.518,0.066,3975.671,366.661,0,0.5,0,0.2,0,0,22.776,30.122,20.568,136,Burdekin,AyrDPI,Mulg,1958,Furrow,BareFallow,35,Surf1,200,200,HighFreq,0,P2R,15AprV1R4,T4,1336.8,453.096,962.649,1241.793,2.516,1.607,0,0,0,,0,999
2001,14/07/2001,195,2000,15-Apr,8,sugar,alive,0,456,2000,14/4/2000,105,0,0,318,2001,21,2039,9717.56,8714.42,7836.39,243.475,4391.37,,0,0,0,19.285,183.077,183.077,5.938,8857.046,8862.983,134007.229,0.67,42,8400,673.5,398.988,6752.511,460.809,1634.171,391.825,2025.996,132.234,8714.401,2.117,8716.518,130385.356,200,318.036,382.942,30.178,1.322,41.229,5.864,7380.721,368.939,0.985,6011.3,22,2404.5,0,0,17.62,28.396,18.917,52,Burdekin,AyrDPI,Mulg,1958,Furrow,BareFallow,35,Surf1,200,200,HighFreq,0,P2R,15AprV1R4,T4,9073.5,8860.809,7151.499,7543.324,72.729,42.551,2.74777393350878,0.120175459378992,2.75112994350283,1.217375,43.914,999
2002,14/08/2002,226,2001,15-Apr,8,sugar,alive,1,396,2000,14/7/2001,105,0,0,318,2002,21,2039,6687.31,5925.7,5304.71,162.761,3180.06,,21099.597,8439.84,82.293,21.132,79.082,79.082,2.117,8714.401,8716.518,130385.356,0.661,38,7600,787.8,438.866,6236.016,294.608,1342.781,371.85,1714.631,75.7,8707.112,1.227,8708.339,130564.937,200,257.256,311.903,20.672,0.381,12.513,4.023,7136.694,370.95,0.947,4203.7,15.4,1681.5,0,0,18.013,30.094,20.88,206,Burdekin,AyrDPI,Mulg,1958,Furrow,BareFallow,35,Surf1,200,200,HighFreq,0,P2R,15AprV1R4,T4,8387.8,7894.608,6674.882,7046.732,33.566,12.894,2.06167297983636,0.0949247972304245,2.02187577639752,0.813805,31.801,999
2003,14/09/2003,257,2002,15-Apr,8,sugar,alive,2,396,2000,14/8/2002,105,0,0,318,2003,21,2039,6724.58,5958.88,5349.21,164.079,3069.75,,15325.233,6130.094,58.346,20.112,77.368,77.368,1.227,8707.112,8708.339,130564.937,0.661,41,8200,472.6,1142.429,5866.226,191.657,1313.524,355.36,1668.884,49.256,8713.883,1.338,8715.221,130686.16,200,220.549,295.345,39.27,0.465,17.054,7.405,6818.475,372.997,0.955,4426.8,16.2,1770.7,0,0,17.961,29.61,20.889,51,Burdekin,AyrDPI,Mulg,1958,Furrow,BareFallow,35,Surf1,200,200,HighFreq,0,P2R,15AprV1R4,T4,8672.6,8391.657,7008.655,7364.015,56.789,17.519,1.95526342413662,0.0983165995958976,1.89686705202312,0.820395,30.698,999
2004,13/10/2004,287,2003,15-Apr,8,sugar,alive,3,395,2000,14/9/2003,105,0,0,318,2004,21,2039,7235.46,6470.97,5786.61,178.613,3622.46,,15453.41,6181.364,58.81,22.046,72.429,72.429,1.338,8713.883,8715.221,130686.16,0.659,39,7800,740.2,830.1,6025.985,290.289,1353.671,332.408,1686.079,49.144,8706.699,1.473,8708.171,130565.999,200,234.681,308.556,37.113,0.644,18.439,6.954,7057.72,375.073,0.959,4571.9,16.7,1828.7,0,0,18.289,29.817,20.803,173.2,Burdekin,AyrDPI,Mulg,1958,Furrow,BareFallow,35,Surf1,200,200,HighFreq,0,P2R,15AprV1R4,T4,8540.2,8090.289,6856.085,7188.493,56.196,19.083,2.20774560710996,0.105933944969364,2.16500606060606,0.893065,36.225,999
2005,13/11/2005,317,2004,15-Apr,8,sugar,alive,4,396,2000,13/10/2004,105,0,0,318,2005,21,2039,7542.32,6684.92,6003.45,184.902,3783.27,,16201.284,6480.515,63.16,22.267,70.465,70.465,1.473,8706.699,8708.171,130565.999,0.655,42,8400,746.3,603.934,6814.19,246.673,1403.188,323.515,1726.702,55.767,8696.218,1.637,8697.856,130396.025,200,241.306,314.126,35.587,0.256,19.369,6.638,7299.001,377.19,0.96,4600.6,16.9,1840.2,0,0,18.873,29.912,20.558,143.4,Burdekin,AyrDPI,Mulg,1958,Furrow,BareFallow,35,Surf1,200,200,HighFreq,0,P2R,15AprV1R4,T4,9146.3,8646.673,7418.124,7741.639,55.212,19.625,2.13841786314806,0.107083909093752,2.08928813559322,0.92451,37.833,999
2006,15/04/2006,105,0,15-Apr,8,none,out,-1,0,2000,0.000,105,0,0,318,-1,21,2039,0,0,0,0,0,,16990.891,6796.356,67.25,0,71.938,71.938,1.637,8696.218,8697.856,130396.025,0.653,0,0,756,1.601,443.91,311.522,0,201.566,201.566,20.779,8795.805,3.217,8799.021,133467.329,0,0,5.873,0.316,0.002,0.344,0.026,3731.479,378.025,0.001,0.8,0,0.3,0,0,23.05,32.354,21.641,178.4,Burdekin,AyrDPI,Mulg,1958,Furrow,BareFallow,35,Surf1,200,200,HighFreq,0,P2R,15AprV1R4,T4,756,311.522,445.511,647.077,0.662,0.346,0,0,0,,0,999
2007,15/07/2007,196,2006,15-Apr,9,sugar,alive,0,456,2006,15/4/2006,105,0,0,318,2007,21,2039,9420.87,8527.69,7623.97,238.07,4421.13,,0,0,0,19.942,180.862,180.862,3.217,8795.805,8799.021,133467.329,0.654,42,8400,1059.4,484.244,6967.013,511.8,1615.182,422.427,2037.609,148.24,8659.317,1.608,8660.925,129580.465,200,310.183,375.732,25.82,1.763,43.313,4.905,7538.046,380.529,0.978,5428.8,19.9,2171.5,0,0,17.476,28.166,18.606,130.2,Burdekin,AyrDPI,Mulg,1958,Furrow,BareFallow,35,Surf1,200,200,HighFreq,0,P2R,15AprV1R4,T4,9459.4,8911.8,7451.257,7873.684,70.896,45.076,2.67140196144438,0.11683792130875,2.69005649717514,1.19035,44.211,999
2008,14/08/2008,227,2007,15-Apr,9,sugar,alive,1,396,2006,15/7/2007,105,0,0,318,2008,21,2039,6123.92,5484.82,4838.83,149.377,2759.76,,19888.123,7955.25,78.346,19.824,151.397,151.397,1.608,8659.317,8660.925,129580.465,0.648,36,7200,1333.5,703.427,6355.511,508.753,1098.986,378.244,1477.23,92.198,8664.574,1.194,8665.768,129922.05,200,233.359,290.885,19.519,0.387,20.839,3.8,6618.584,382.731,0.904,3344.6,12.3,1337.8,0,0,17.627,28.579,19.221,108.2,Burdekin,AyrDPI,Mulg,1958,Furrow,BareFallow,35,Surf1,200,200,HighFreq,0,P2R,15AprV1R4,T4,8533.5,7708.753,7058.938,7437.182,40.745,21.226,1.93775828593808,0.101119663153334,1.95264052287582,0.746885,27.598,999
2009,14/09/2009,257,2008,15-Apr,9,sugar,alive,2,396,2006,14/8/2008,105,0,0,318,2009,21,2039,6173.97,5510.87,4834.52,148.86,2782.57,,13766.198,5506.479,53.141,20.092,148.729,148.729,1.194,8664.574,8665.768,129922.05,0.649,35,7000,1792.3,1169.8,6227.025,446.574,1122.161,351.207,1473.368,61.879,8663.602,1.601,8665.204,129818.634,200,208.003,292.979,40.911,0.645,28.202,7.593,6439.118,384.976,0.921,3625.3,13.3,1450.1,0,0,18.267,29.263,18.871,197.2,Burdekin,AyrDPI,Mulg,1958,Furrow,BareFallow,35,Surf1,200,200,HighFreq,0,P2R,15AprV1R4,T4,8792.3,7446.574,7396.825,7748.032,69.758,28.847,1.99904009548552,0.101033821828627,1.99812080536913,0.7443,27.826,999
2010,15/10/2010,288,2009,15-Apr,9,sugar,alive,3,396,2006,14/9/2009,105,0,1,318,2010,20,2039,6874.58,6119.58,5401.38,165.988,3038.04,,14466.863,5786.745,56.323,19.612,70.835,70.835,1.601,8663.602,8665.204,129818.634,0.646,39,7800,1233.5,952.876,6512.314,470.585,1181.693,312.489,1494.183,56.986,8656.572,1.669,8658.241,129729.125,200,229.725,302.831,36.871,0.54,20.472,6.946,6755.266,387.263,0.947,4188.5,15.3,1675.4,0,0,19.235,29.315,18.605,135.2,Burdekin,AyrDPI,Mulg,1958,Furrow,BareFallow,35,Surf1,200,200,HighFreq,0,P2R,15AprV1R4,T4,9033.5,8270.585,7465.19,7777.679,57.883,21.012,2.00696806815963,0.111089471637678,2.01197575757576,0.82994,30.38,999
2011,15/11/2011,319,2010,15-Apr,9,sugar,alive,4,396,2006,15/10/2010,105,0,1,319,2011,20,2040,6493.3,5838.79,5163.34,160.938,3306.68,,16082.437,6432.975,61.627,22.372,144.963,144.963,1.669,8656.572,8658.241,129729.125,0.644,34,6800,1310.7,622.163,6076.76,689.982,1101.817,382.762,1484.579,53.757,8651.511,1.741,8653.252,129629.976,200,199.002,292.394,54.243,0.341,29.205,10.111,6526.69,389.58,0.876,2976.4,10.9,1190.6,0,0,17.957,28.627,18.585,81.4,Burdekin,AyrDPI,Mulg,1958,Furrow,BareFallow,35,Surf1,200,200,HighFreq,0,P2R,15AprV1R4,T4,8110.7,7489.982,6698.923,7081.685,83.789,29.546,2.14871010370919,0.108406490998458,2.21983448275862,0.80469,33.067,999
2012,14/04/2012,105,0,15-Apr,9,none,out,-1,0,2006,0.000,105,0,1,319,-1,20,2040,0,0,0,0,0,,13834.646,5533.858,56.125,0,72.161,72.161,1.741,8651.511,8653.252,129629.976,0.642,0,0,941.8,80.44,487.771,433.888,0,264.84,264.84,23.362,8738.5,5.249,8743.749,131980.113,0,0,9.561,0.611,0.072,0.587,0.044,3642.287,390.476,0,0.4,0,0.2,0,0,22.474,31.535,20.384,197.4,Burdekin,AyrDPI,Mulg,1958,Furrow,BareFallow,35,Surf1,200,200,HighFreq,0,P2R,15AprV1R4,T4,941.8,433.888,568.211,833.051,1.27,0.659,0,0,0,,0,999
2013,14/07/2013,195,2012,15-Apr,10,sugar,alive,0,456,2012,14/4/2012,105,0,0,318,2013,21,2039,9276.19,8319.73,7486.37,232.827,4240.34,,0,0,0,19.501,180.91,180.91,5.249,8738.5,8743.749,131980.113,0.643,44,8800,732,466.422,7195.535,380.836,1550.987,423.1,1974.087,149.106,8599.578,1.868,8601.445,128716.291,200,304.424,379.487,33.466,2.53,44.008,6.51,6820.645,393.212,0.982,5704.8,20.9,2281.9,0,0,17.447,28.351,18.992,178.6,Burdekin,AyrDPI,Mulg,1958,Furrow,BareFallow,35,Surf1,200,200,HighFreq,0,P2R,15AprV1R4,T4,9532,9180.836,7661.957,8085.057,80.004,46.538,2.53601088179769,0.117941610476134,2.51704864864865,1.164135,42.403,999
2014,14/08/2014,226,2013,15-Apr,10,sugar,alive,1,396,2012,14/7/2013,105,0,0,318,2014,21,2039,6521.71,5787.37,5163.71,158.518,3007.94,,20062.567,8025.026,78.884,20.44,76.866,76.866,1.868,8599.578,8601.445,128716.291,0.636,38,7600,683.8,567.67,6169.916,325.754,1181.503,340.303,1521.807,76.192,8607.772,1.051,8608.822,129112.831,200,239.276,291.524,20.072,0.341,12.582,3.928,6631.944,395.623,0.945,4155.9,15.2,1662.4,0,0,18.053,29.107,19.596,86.2,Burdekin,AyrDPI,Mulg,1958,Furrow,BareFallow,35,Surf1,200,200,HighFreq,0,P2R,15AprV1R4,T4,8283.8,7925.754,6737.586,7077.889,32.995,12.923,2.00003684192066,0.104164325699645,1.96916770186335,0.79259,30.079,999
2015,14/09/2015,257,2014,15-Apr,10,sugar,alive,2,396,2012,14/8/2014,105,0,0,318,2015,21,2039,6399.61,5668.57,5113.58,156.769,2932.36,,15075.476,6030.19,57.277,20.107,101.273,101.273,1.051,8607.772,8608.822,129112.831,0.637,42,8400,418.6,916.452,6300.84,260.663,1269.002,361.679,1630.681,56.719,8608.472,1.391,8609.863,129074.678,200,220.233,295.417,32.243,0.361,27.393,6.068,6787.357,398.072,0.949,4244.3,15.5,1697.7,0,0,18.088,29.909,20.707,83.4,Burdekin,AyrDPI,Mulg,1958,Furrow,BareFallow,35,Surf1,200,200,HighFreq,0,P2R,15AprV1R4,T4,8818.6,8660.663,7217.292,7578.971,59.997,27.754,1.81012700759746,0.0961371353440679,1.7714011299435,0.783845,29.324,999
2016,13/10/2016,287,2015,15-Apr,10,sugar,alive,3,395,2012,14/9/2015,105,0,0,318,2016,21,2039,6991.97,6175.37,5507.95,168.534,3267.69,,14538.892,5815.557,54.892,20.948,71.901,71.901,1.391,8608.472,8609.863,129074.678,0.635,40,8000,554.6,901.017,6032.275,304.04,1292.522,319.606,1612.128,48.862,8604.396,1.645,8606.041,128997.064,200,229.29,304.315,34.554,0.627,21.367,6.494,6865.37,400.552,0.961,4645.9,17,1858.4,0,0,19.408,30.07,19.21,43.6,Burdekin,AyrDPI,Mulg,1958,Furrow,BareFallow,35,Surf1,200,200,HighFreq,0,P2R,15AprV1R4,T4,8554.6,8304.04,6933.292,7252.898,56.548,21.994,2.02954224690633,0.104541326743286,1.99448520710059,0.84267,32.677,999
2017,13/11/2017,317,2016,15-Apr,10,sugar,alive,4,396,2012,13/10/2016,105,0,0,318,2017,21,2039,7300.9,6504.62,5715.81,176.149,3396.84,,16563.204,6625.281,63.654,20.819,81.08,81.08,1.645,8604.396,8606.041,128997.064,0.632,40,8000,933.4,704.922,6515.597,501.954,1356.402,308.37,1664.771,47.188,8598.808,1.706,8600.514,128879.756,200,230.922,306.716,42.657,0.678,15.275,7.915,7121.593,403.076,0.945,4153,15.2,1661.2,0,0,18.877,30.034,18.44,107.8,Burdekin,AyrDPI,Mulg,1958,Furrow,BareFallow,35,Surf1,200,200,HighFreq,0,P2R,15AprV1R4,T4,8933.4,8501.954,7220.519,7528.889,58.61,15.953,2.0718648912944,0.105809748007384,2.08460355029586,0.880745,33.968,999
2018,16/04/2018,106,0,15-Apr,10,none,out,-1,0,2012,0.000,106,1,0,319,-1,21,2039,0,0,0,0,0,,17003.343,6801.337,65.751,0,129.189,129.189,1.706,8598.808,8600.514,128879.756,0.63,0,0,590.8,55.397,300.282,276.999,0,203.818,203.818,14.121,8694.754,3.9,8698.654,131752.516,0,0,5.43,0.263,0.056,0.163,0.021,3809.4,404.077,0.001,0.8,0,0.3,0,0,22.086,31.595,18.671,130.4,Burdekin,AyrDPI,Mulg,1958,Furrow,BareFallow,35,Surf1,200,200,HighFreq,0,P2R,15AprV1R4,T4,590.8,276.999,355.679,559.497,0.482,0.219,0,0,0,,0,999
2019,16/07/2019,197,2018,15-Apr,11,sugar,alive,0,456,2018,16/4/2018,106,1,0,319,2019,20,2039,8461.19,7581.84,6713.23,207.628,3328.66,,0,0,0,16.819,160.492,160.492,3.9,8694.754,8698.654,131752.516,0.632,40,8000,1216.9,599.383,6839.732,415.349,1479.575,356.627,1836.202,131.901,8553.681,2.055,8555.735,127950.915,200,313.879,379.663,28.134,1.992,40.195,5.494,7324.822,407.053,0.98,5576.6,20.4,2230.7,0,0,17.883,29.192,16.746,92.8,Burdekin,AyrDPI,Mulg,1958,Furrow,BareFallow,35,Surf1,200,200,HighFreq,0,P2R,15AprV1R4,T4,9216.9,8415.349,7439.115,7795.742,70.321,42.187,2.46725358627432,0.113074705288416,2.45713609467456,1.03814,33.287,999
2020,15/08/2020,228,2019,15-Apr,11,sugar,alive,1,396,2018,16/7/2019,106,1,0,319,2020,20,2039,6670.81,5913.83,5260.69,161.485,2955.87,,19597.861,7839.145,79.471,19.614,102.076,102.076,2.055,8553.681,8555.735,127950.915,0.626,38,7600,1063.1,515.08,6538.016,437.291,1257.371,338.291,1595.661,83.316,8551.232,1.294,8552.526,128174.432,200,236.879,299.261,20.863,0.438,24.145,4.082,6600.249,409.668,0.941,4053.6,14.9,1621.4,0,0,17.914,29.554,18.515,327.8,Burdekin,AyrDPI,Mulg,1958,Furrow,BareFallow,35,Surf1,200,200,HighFreq,0,P2R,15AprV1R4,T4,8663.1,8037.291,7053.096,7391.387,45.446,24.583,2.00919687989398,0.101202573729633,2.0060248447205,0.807425,29.559,999
2021,15/09/2021,258,2020,15-Apr,11,sugar,alive,2,396,2018,15/8/2020,106,1,0,319,2021,20,2039,6065.15,5371.97,4719.96,144.585,2704.4,,15431.579,6172.632,60.028,20.107,116.418,116.418,1.294,8551.232,8552.526,128174.432,0.627,39,7800,1075.5,1119.445,6333.208,331.042,1070.188,318.822,1389.01,60.722,8560.154,1.315,8561.469,128324.697,200,203.194,287.502,38.025,0.572,27.996,7.044,6425.75,412.327,0.921,3623.7,13.3,1449.5,0,0,18.813,29.303,17.235,132.4,Burdekin,AyrDPI,Mulg,1958,Furrow,BareFallow,35,Surf1,200,200,HighFreq,0,P2R,15AprV1R4,T4,8875.5,8131.042,7452.653,7771.475,66.593,28.568,1.77818537894651,0.10409212316686,1.75254545454545,0.722925,27.044,999
1959,15/04/1959,105,0,15-Apr,0,none,out,-1,0,-1,0.000,105,0,0,318,-1,21,2039,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.89,0,0,680.2,0,344.03,336.17,0,225.065,225.065,15.793,9503.106,35.83,9538.935,141750.739,0,0,37.752,4.124,0,0.996,0.67,1071.675,350,0.001,0.8,0,0.3,0,0,21.816,30.221,18.76,162.8,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,200,HighFreq,0,P2R,15AprV1R4,T4,680.2,336.17,344.03,569.095,5.12,0.996,0,0,0,,0,999
1960,14/07/1960,196,1959,15-Apr,1,sugar,alive,0,456,1959,15/4/1959,105,0,0,318,1960,21,2039,8437.55,7567.45,6733.91,209,3755.75,,0,0,0,19.203,140.656,140.656,35.83,9503.106,9538.935,141750.739,0.884,42,8400,1153.2,468.75,7254.697,543.785,1455.479,416.522,1872.002,139.7,9422.057,0.728,9422.785,141554.985,200,237.74,309.719,59.35,0.86,55.988,11.765,3364.203,350,0.981,5670.9,20.8,2268.4,0,0,17.069,28.071,18.912,210.1,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,200,HighFreq,0,P2R,15AprV1R4,T4,9553.2,8943.785,7723.447,8139.969,116.198,56.848,2.33681824864976,0.111645179866261,2.36158192090396,1.045,37.557,999
