year,today,day,SowYear,SowDate,cropCycle,currentCrop,sugarStatus,ratoon_no,sugarDAS,sugarPlantYear,sugarPlantDate,sugarPlantingDAY,sugarPlantDelay,sugarHarvDelay,sugarLastHarvDAY,sugarHarvYear,realDelayForKill,totCycle,biomass,green_biomass,cane_wt,canefw,sucrose_wt,residue_wt,burntDM,burntOrgC,burntOrgN,ccs,totalNGCane,totalInitTAW,totalInitPAW,totalInitInorgN,totalInitOrgN,totalInitSoilN,totalInitSoilC,meanInitOC2,irrigNum,totalIrrig,totalRain,totalDrain,totalRunoff,totalEffRain,totalTransp,totalEvap,totalEvapTr,totalSediment,totalSoilOrgN,totalSoilInorgN,totalSoilN,totalSoilC,totalFert,totalNUptake,totalNit,totalDeNit,totalNO3Leach,totalNO3Runoff,totalN2O,totalCO2,CO2,surfaceom_cover,surfaceom_wt,surfaceom_n,surfaceom_c,surfaceom_no3,surfaceom_nh4,meanTMin,meanTMax,meanRadn,maxRain,Region,WStation,Soil,StartYear,IrrigSys,Fallow,DryOff,Fert,FertAmt,IrrigAlloc,IrrigAmt,IrrigFreq,NRunOffModel,Planting,Tillage,totalWater,totalWaterEff,totalWaterLoss,totalWaterLossWithEvap,totalNLoss,totalNPol,GPWUI,CWUE,GPWUI_450,NUE,sucroseTH
1956,14/05/1956,135,0,15-May,0,none,out,-1,0,-1,0.000,135,0,0,348,-1,21,2039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.165,0,0,1107.4,437.763,198.2,623.852,0,313.566,313.566,9.348,8922.433,151.162,9073.595,105291.211,0,0,278.857,58.149,80.237,2.007,10.587,2963.416,350,0.005,7.6,0,3,0,0,21.666,29.912,16.328,67.8,Burdekin,AyrDPI,Kala,1956,Furrow,BareFallow,77,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15MayV1R4,T2,1107.4,623.852,635.963,949.529,140.393,82.244,0,0,0,,0
1957,14/08/1957,226,1956,15-May,1,sugar,alive,0,457,1956,14/5/1956,135,0,0,348,1957,21,2039,7762.73,6905.79,6057.82,186.179,3004.69,17049.1,0,0,0,16.951,245,195.071,195.071,151.162,8922.433,9073.595,105291.211,1.131,15,1650,1015,609.362,487.474,634.091,1342.031,352.238,1694.269,11.266,8580.055,8.474,8588.529,102804.359,200,474.446,599.776,80.645,165.322,7.958,15.646,6288.445,350,0.954,4396,16.1,1758.4,0,0,16.566,27.821,18.379,77.7,Burdekin,AyrDPI,Kala,1956,Furrow,BareFallow,77,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15MayV1R4,T2,2665,2284.091,1096.836,1449.074,253.925,173.28,8.15112007358726,0.10988750900831,8.86566666666667,0.930895,30.047
1958,14/09/1958,257,1957,15-May,1,sugar,alive,1,396,1956,14/8/1957,135,0,0,348,1958,21,2039,6228.87,5387.19,4860.49,146.342,2265.38,13683.8,18228.323,7291.33,102.636,16.14,152.2,68.966,4.926,8.474,8580.055,8588.529,102804.359,1.093,13,1430,1018.3,521.611,530.056,490.015,1148.836,261.205,1410.041,3.976,8500.757,7.5,8508.257,102125.708,200,336.663,403.268,18.258,11.669,3.327,3.924,7377.946,350,0.964,4759.2,17.5,1903.7,0,0,17.747,29.273,19.931,136.1,Burdekin,AyrDPI,Kala,1956,Furrow,BareFallow,77,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15MayV1R4,T2,2448.3,1920.015,1051.667,1312.872,33.254,14.996,7.62191962041963,0.103785634602114,7.78414893617021,0.73171,22.654
1959,14/10/1959,287,1958,15-May,1,sugar,alive,2,395,1956,14/9/1958,135,0,0,348,1959,21,2039,6278.55,5454.6,4894.68,147.96,2338.11,13838.7,15676.554,6270.622,95.343,16.537,139.1,55.558,0,7.5,8500.757,8508.257,102125.708,1.082,11,1210,867.2,413.643,346.439,558.291,1074.723,254.374,1329.097,3.58,8430.659,6.936,8437.595,101302.929,200,322.453,384.346,20.548,13.749,2.395,4.285,7333.231,350,0.969,4983.1,18.3,1993.2,0,0,17.014,28.534,19.945,162.8,Burdekin,AyrDPI,Kala,1956,Furrow,BareFallow,77,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15MayV1R4,T2,2077.2,1768.291,760.082,1014.456,36.692,16.144,8.36740106690584,0.111323703236107,8.91325301204819,0.7398,23.381
1960,13/11/1960,318,1959,15-May,1,sugar,alive,3,396,1956,14/10/1959,135,0,0,348,1960,21,2039,6742.11,5922.05,5299.63,162.02,2653.86,14424.7,15998.478,6399.392,96.404,17.247,140.8,43.579,0,6.936,8430.659,8437.595,101302.929,1.071,11,1210,1117,452.575,519.332,572.902,1079.832,266.945,1346.776,8.346,8352.341,7.67,8360.01,100336.104,200,320.732,393.085,26.796,15.796,3.005,5.4,7520.079,350,0.959,4559.3,16.8,1823.7,0,0,18.319,28.776,20.444,210.1,Burdekin,AyrDPI,Kala,1956,Furrow,BareFallow,77,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15MayV1R4,T2,2327,1782.902,971.907,1238.852,45.597,18.801,9.08743161430073,0.120302114085787,9.76024096385542,0.8101,26.539
1961,13/12/1961,347,1960,15-May,1,sugar,alive,4,395,1956,13/11/1960,135,0,0,348,1961,21,2039,6982.69,6106.95,5463.11,167.659,3125.68,15195.8,16136.402,6454.562,92.79,20.031,134.9,51.895,0,7.67,8352.341,8360.01,100336.104,1.06,16,1760,562.3,398.118,317.31,345.192,1306.06,283.958,1590.017,2.377,8267.773,6.091,8273.863,99260.532,200,309.769,399.375,34.945,29.032,1.571,6.925,7776.519,350,0.923,3671.8,13.5,1468.7,0,0,17.069,29.303,21.213,63.2,Burdekin,AyrDPI,Kala,1956,Furrow,BareFallow,77,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15MayV1R4,T2,2322.3,2105.192,715.428,999.386,65.548,30.603,7.96407168562297,0.105444784552618,7.58638009049774,0.838295,31.257
1962,15/05/1962,135,0,15-May,1,none,out,-1,0,1956,0.000,135,0,0,348,-1,21,2039,0,0,0,0,0,0,16037.473,6414.99,88.035,0,0,68.75,4.71,6.091,8267.773,8273.863,99260.532,1.049,0,0,808.2,347.507,135.837,408.764,0,223.684,223.684,0.352,8333.297,48.379,8381.676,100504.551,0,0,62.51,1.24,1.346,0.062,0.183,4763.208,350,0.456,869.1,4.8,347.6,0,0,20.644,30.729,20.129,102.1,Burdekin,AyrDPI,Kala,1956,Furrow,BareFallow,77,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15MayV1R4,T2,808.2,408.764,483.344,707.028,2.648,1.408,0,0,0,,0
1963,15/08/1963,227,1962,15-May,2,sugar,alive,0,457,1962,15/5/1962,135,0,0,348,1963,21,2039,7171.91,6270.91,5693.31,172.931,2893.78,14785.9,0,0,0,17.682,221.7,169.921,169.921,48.379,8333.297,8381.676,100504.551,1.046,14,1540,1207.6,728.791,449.722,681.105,1319.584,311.968,1631.552,3.921,8109.384,6.047,8115.431,97210.615,200,436.186,483.133,28.739,40.823,6.651,5.985,7258.439,350,0.979,5503.9,20.2,2201.5,0,0,16.691,28.627,18.422,91.9,Burdekin,AyrDPI,Kala,1956,Furrow,BareFallow,77,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15MayV1R4,T2,2747.6,2221.105,1178.513,1490.481,76.213,47.474,7.78580931563344,0.105991718314832,8.69,0.864655,28.938
1964,14/09/1964,258,1963,15-May,2,sugar,alive,1,396,1962,15/8/1963,135,0,0,348,1964,21,2039,6600.28,5757.54,5132.04,155.496,2499.65,14682.3,17246.308,6898.526,98.898,16.873,144.1,107.457,43.417,6.047,8109.384,8115.431,97210.615,1.029,14,1540,554.3,270.462,356.013,449.681,1263.798,253.876,1517.674,1.937,8036.603,4.722,8041.325,96511.034,200,321.113,379.751,15.687,16.746,6.707,3.429,7174.792,350,0.958,4545.1,16.7,1818,0,0,17.311,29.447,19.772,92.7,Burdekin,AyrDPI,Kala,1956,Furrow,BareFallow,77,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15MayV1R4,T2,2094.3,1989.681,626.475,880.351,39.14,23.453,7.81512212259151,0.102456785844654,7.81386934673367,0.77748,24.997
1965,14/10/1965,287,1964,15-May,2,sugar,alive,2,395,1962,14/9/1964,135,0,0,348,1965,21,2039,6471.58,5726.36,5063.41,155.342,2597.54,14081.7,16343.316,6537.327,89.999,17.667,140.4,57.608,0,4.722,8036.603,8041.325,96511.034,1.022,14,1540,829.9,491.46,411.443,428.117,1186.397,285.994,1472.391,4.168,7966.785,5.024,7971.809,95796.301,200,317.572,376.309,23.878,10.709,1.867,4.894,7112.93,350,0.948,4213.4,15.5,1685.3,0,0,17.479,29.124,19.962,107.4,Burdekin,AyrDPI,Kala,1956,Furrow,BareFallow,77,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15MayV1R4,T2,2369.9,1968.117,902.903,1188.897,36.454,12.576,7.89292506492246,0.105503225705672,7.80613065326633,0.77671,25.975
1966,14/11/1966,318,1965,15-May,2,sugar,alive,3,396,1962,14/10/1965,135,0,0,348,1966,21,2039,6411.68,5600.97,4974.85,151.546,2574.77,14368.3,15550.818,6220.327,88.162,17.998,134.1,52.213,0,5.024,7966.785,7971.809,95796.301,1.012,14,1540,438.9,268.129,293.805,341.488,1116.957,271.355,1388.312,2.36,7902.401,5.811,7908.212,94977.879,200,308.702,375.926,25.423,13.587,2.051,5.213,7261.777,350,0.955,4428,16.3,1771.2,0,0,18.164,29.048,19.859,102.9,Burdekin,AyrDPI,Kala,1956,Furrow,BareFallow,77,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15MayV1R4,T2,1978.9,1881.488,561.934,833.289,41.061,15.638,8.0545823305809,0.10915846005797,7.61537688442211,0.75773,25.748
1967,14/12/1967,348,1966,15-May,2,sugar,alive,4,395,1962,14/11/1966,135,0,0,348,1967,21,2039,6818.48,5941.69,5273.82,160.829,2821.83,15446.6,15976.849,6390.741,89.267,18.681,132.1,80.867,16.827,5.811,7902.401,7908.212,94977.879,1.002,14,1540,829.3,450.835,472.654,444.108,1178.821,267.161,1445.982,2.186,7841.524,6.4,7847.924,94197.384,200,311.533,371.954,20.81,8.299,8.248,4.31,7495.407,350,0.935,3902.1,14.4,1560.8,0,0,18.397,29.023,20.288,154.9,Burdekin,AyrDPI,Kala,1956,Furrow,BareFallow,77,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15MayV1R4,T2,2369.3,1984.108,923.489,1190.65,37.357,16.547,8.10585915686041,0.111224759367682,8.08185929648241,0.804145,28.218
1968,14/05/1968,135,0,15-May,2,none,out,-1,0,1962,0.000,135,0,0,348,-1,21,2039,0,0,0,0,0,0,16446.406,6578.562,91.891,0,0,80.696,16.656,6.4,7841.524,7847.924,94197.384,0.994,0,0,1345,652.094,370.33,410.398,0,214.612,214.612,0.639,7907.668,46.794,7954.462,95321.365,0,0,62.936,1.66,2.114,0.163,0.253,4843.939,350,0.44,828.8,4.6,331.5,0,0,21.878,30.539,19.818,187.9,Burdekin,AyrDPI,Kala,1956,Furrow,BareFallow,77,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15MayV1R4,T2,1345,410.398,1022.424,1237.036,3.937,2.277,0,0,0,,0
1969,14/08/1969,226,1968,15-May,3,sugar,alive,0,457,1968,14/5/1968,135,0,0,348,1969,21,2039,7567.98,6660.67,5932.33,181.317,3144.37,16356.5,0,0,0,18.43,222.2,188.66,188.66,46.794,7907.668,7954.462,95321.365,0.992,19,2090,245.1,330.909,405.679,219.538,1423.783,301.836,1725.619,4.446,7694.081,5.648,7699.729,92262.706,200,439.292,471.854,25.088,29.473,7.066,5.328,7017.814,350,0.969,4945.7,18.2,1978.3,0,0,16.71,28.613,19.326,46.5,Burdekin,AyrDPI,Kala,1956,Furrow,BareFallow,77,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15MayV1R4,T2,2335.1,2309.538,736.588,1038.424,61.627,36.539,7.85079093740826,0.105073599676406,7.13846456692913,0.906585,31.444
1970,14/09/1970,257,1969,15-May,3,sugar,alive,1,396,1968,14/8/1969,135,0,0,348,1970,21,2039,7030.99,6203.66,5396.9,164.367,2857.1,16340.9,18106.812,7242.725,100.65,18.48,129.9,61.554,0,5.648,7694.081,7699.729,92262.706,0.976,16,1760,670.4,429.381,415.728,411.051,1309.443,268.737,1578.18,2.268,7642.693,3.023,7645.716,91875.876,200,305.527,369.902,17.585,18.009,2.053,3.762,7203.908,350,0.954,4385.8,16.1,1754.3,0,0,17.523,29.383,20.581,133.6,Burdekin,AyrDPI,Kala,1956,Furrow,BareFallow,77,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15MayV1R4,T2,2430.4,2171.051,845.109,1113.846,37.647,20.062,7.57084932597161,0.104149716762346,7.43742081447964,0.821835,28.571
1971,14/10/1971,287,1970,15-May,3,sugar,alive,2,395,1968,14/9/1970,135,0,0,348,1971,21,2039,7150.58,6380.73,5525.66,169.884,2849.24,16249.2,17617.628,7047.051,88.091,17.729,122.1,68.665,4.625,3.023,7642.693,7645.716,91875.876,0.972,9,990,1222.9,310.956,390.301,874.707,1257.066,258.934,1516,3.237,7603.266,2.933,7606.199,91531.065,200,307.45,358.024,17.435,2.872,1.853,3.68,7464.889,350,0.94,4019.5,14.8,1607.8,0,0,17.746,28.818,19.76,220,Burdekin,AyrDPI,Kala,1956,Furrow,BareFallow,77,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15MayV1R4,T2,2212.9,1864.707,701.257,960.191,22.16,4.725,9.1104929621651,0.112060686015831,11.7975,0.84942,28.492
1972,13/11/1972,318,1971,15-May,3,sugar,alive,3,396,1968,14/10/1971,135,0,0,348,1972,21,2039,6527.19,5797.39,5112.85,157.24,2819.17,14143.4,17228.436,6891.375,89.322,19.153,98.9,64.308,0.268,2.933,7603.266,7606.199,91531.065,0.965,13,1430,1329.1,735.964,586.287,455.417,1181.41,272.029,1453.439,2.448,7559.561,5.017,7564.578,91007.239,200,258.181,358.107,17.227,53.663,2.136,3.639,7447.562,350,0.939,4003,14.7,1601.2,0,0,16.944,28.986,20.231,206.2,Burdekin,AyrDPI,Kala,1956,Furrow,BareFallow,77,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15MayV1R4,T2,2759.1,1885.417,1322.251,1594.28,73.026,55.799,8.33979963053266,0.10818479482111,8.36382978723404,0.7862,28.192
1973,17/12/1973,351,1972,15-May,3,sugar,alive,4,399,1968,13/11/1972,135,0,4,348,1973,17,2039,7584.73,6710.03,5772.98,177.309,3126.84,18117.5,15424.426,6169.772,76.802,18.791,116.6,47.717,0,5.017,7559.561,7564.578,91007.239,0.958,10,1100,1345,522.358,324.465,852.261,1252.098,253.074,1505.172,1.14,7497.371,2.189,7499.561,90175.008,200,288.56,380.736,23.407,41.376,1.371,4.827,7936.169,350,0.912,3465.7,12.7,1386.3,0,0,19.048,29.204,19.415,108.5,Burdekin,AyrDPI,Kala,1956,Furrow,BareFallow,77,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15MayV1R4,T2,2445,1952.261,846.823,1099.897,66.154,42.747,9.08223849167709,0.117799826199265,11.4392903225806,0.886545,31.268
1974,15/05/1974,135,0,15-May,3,none,out,-1,0,1968,0.000,135,0,4,352,-1,17,2043,0,0,0,0,0,0,18345.707,7338.283,80.507,0,0,140.722,76.682,2.189,7497.371,7499.561,90175.008,0.95,0,0,1650.1,1077.061,318.918,438.443,0,214.946,214.946,0.335,7583.354,17.906,7601.26,92367.55,0,0,32.326,0.583,3.102,0.108,0.091,4217.24,350,0.612,1353,5.9,541.2,0,0,21.576,29.697,16.568,152.9,Burdekin,AyrDPI,Kala,1956,Furrow,BareFallow,77,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15MayV1R4,T2,1650.1,438.443,1395.979,1610.925,3.793,3.21,0,0,0,,0
1975,15/08/1975,227,1974,15-May,4,sugar,alive,0,457,1974,15/5/1974,135,0,0,348,1975,21,2039,8191.91,7237.16,6447.75,197.493,3242.16,17441.6,0,0,0,17.292,193.6,179.897,179.897,17.906,7583.354,7601.26,92367.55,0.95,16,1760,755,494.392,416.282,542.108,1396.859,308.535,1705.394,3.403,7404.124,5.148,7409.272,88923.44,200,401.541,441.657,18.073,15.154,6.396,3.957,7758.509,350,0.979,5517.4,20.2,2207,0,0,16.791,28.163,19.218,65,Burdekin,AyrDPI,Kala,1956,Furrow,BareFallow,77,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15MayV1R4,T2,2515,2302.108,910.674,1219.209,39.623,21.55,8.57878952681629,0.115804910771353,8.93633484162896,0.987465,32.422
1976,14/09/1976,258,1975,15-May,4,sugar,alive,1,396,1974,15/8/1975,135,0,0,348,1976,21,2039,6446.86,5666.82,5039.32,154.061,2621.47,14075.4,19515.173,7806.071,101.533,18.029,107.2,78.829,14.789,5.148,7404.124,7409.272,88923.44,0.937,8,880,1963.5,928.896,612.22,805.385,1061.927,267.608,1329.535,4.496,7368.264,3.937,7372.201,88673.414,200,266.824,343.811,16.257,31.398,6.719,3.482,6871.884,350,0.943,4091.3,15,1636.5,0,0,17.532,28.198,19.227,179.8,Burdekin,AyrDPI,Kala,1956,Furrow,BareFallow,77,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15MayV1R4,T2,2843.5,1685.385,1541.116,1808.724,54.374,38.117,9.14099745755421,0.115875851331481,11.5835338345865,0.770305,26.215
1977,14/10/1977,287,1976,15-May,4,sugar,alive,2,395,1974,14/9/1976,135,0,0,348,1977,21,2039,6560.8,5805.75,5141.03,157.298,2489.09,14197.7,15441.643,6176.657,73.245,16.564,114.4,51.679,0,3.937,7368.264,7372.201,88673.414,0.935,11,1210,1378.2,610.757,628.591,599.652,1073.959,271.894,1345.853,5.254,7325.993,3.753,7329.746,88235.993,200,289.618,351.41,19.519,14.313,2.197,4.072,7045.167,350,0.954,4384.4,16.1,1753.8,0,0,17.938,28.404,19.747,170.6,Burdekin,AyrDPI,Kala,1956,Furrow,BareFallow,77,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15MayV1R4,T2,2588.2,1809.652,1239.348,1511.242,36.029,16.51,8.6921684390148,0.116876062987563,9.47578313253012,0.78649,24.891
1978,14/11/1978,318,1977,15-May,4,sugar,alive,3,396,1974,14/10/1977,135,0,0,348,1978,21,2039,7573.71,6753.42,5889.98,181.409,3137.71,16837.3,15794.807,6317.922,84.116,18.374,120.6,54.679,0,3.753,7325.993,7329.746,88235.993,0.929,12,1320,1000.1,357.666,427.376,649.696,1236.23,265.649,1501.878,2.966,7285.058,3.402,7288.46,87763.677,200,300.301,358.837,19.572,8.849,2.077,4.088,7413.543,350,0.954,4385.3,16.1,1754.1,0,0,18.195,28.503,20.521,150.6,Burdekin,AyrDPI,Kala,1956,Furrow,BareFallow,77,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15MayV1R4,T2,2320.1,1969.696,785.042,1050.691,30.498,10.926,9.20999991876919,0.12078810662384,10.2490960451977,0.907045,31.377
1979,14/12/1979,348,1978,15-May,4,sugar,alive,4,395,1974,14/11/1978,135,0,0,348,1979,21,2039,6342.03,5504.18,4981.47,152.272,2780.03,13605.6,18039.27,7215.708,87.859,19.556,86.2,87.859,23.819,3.402,7285.058,7288.46,87763.677,0.922,12,1320,1458.1,820.63,669.13,439.716,1035.086,282.445,1317.531,1.933,7254.191,5.603,7259.794,87306.264,200,239.368,347.357,28.377,44.287,4.445,5.682,7359.609,350,0.923,3663.9,13.5,1465.6,0,0,18.46,28.741,19.932,350.7,Burdekin,AyrDPI,Kala,1956,Furrow,BareFallow,77,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15MayV1R4,T2,2778.1,1759.716,1489.76,1772.205,77.109,48.732,8.65321449597549,0.115573751205854,8.60293785310734,0.76136,27.8
1980,14/05/1980,135,0,15-May,4,none,out,-1,0,1974,0.000,135,0,0,348,-1,21,2039,0,0,0,0,0,0,14679.117,5871.647,73.075,0,0,58.667,0,5.603,7254.191,7259.794,87306.264,0.917,0,0,632.9,255.418,88.183,375.947,0,177.071,177.071,0.169,7321.596,37.113,7358.709,88424.82,0,0,48.871,0.534,1.039,0.038,0.116,4622.674,350,0.491,963.6,4.8,385.4,0,0,21.876,30.996,20.401,86.4,Burdekin,AyrDPI,Kala,1956,Furrow,BareFallow,77,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15MayV1R4,T2,632.9,375.947,343.601,520.672,1.611,1.077,0,0,0,,0
1981,14/08/1981,226,1980,15-May,5,sugar,alive,0,457,1980,14/5/1980,135,0,0,348,1981,21,2039,8562.36,7660.63,6777.19,209.046,3295.18,17851.8,0,0,0,16.488,192.9,170.895,170.895,37.113,7321.596,7358.709,88424.82,0.916,15,1650,1229.6,811.648,468.418,648.495,1409.664,291.127,1700.79,3.793,7145.895,3.699,7149.594,85906.622,200,400.931,435.941,19.867,30.756,6.375,4.319,6720.406,350,0.981,5625.2,20.6,2250.1,0,0,17.252,27.809,18.667,104.8,Burdekin,AyrDPI,Kala,1956,Furrow,BareFallow,77,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15MayV1R4,T2,2879.6,2298.495,1280.066,1571.193,56.998,37.131,9.09490775485698,0.122911117774681,9.95457142857143,1.04523,32.952
1982,14/09/1982,257,1981,15-May,5,sugar,alive,1,396,1980,14/8/1981,135,0,0,348,1982,21,2039,6822.3,5999.7,5318.75,162.26,2860.56,15035.4,19955.446,7982.179,102.954,18.784,103.5,69.638,5.598,3.699,7145.895,7149.594,85906.622,0.904,15,1650,592.4,441.344,305.75,438.154,1246.861,259.462,1506.322,1.231,7122.112,3.01,7125.122,85795.496,200,274.731,339.387,14.441,19.968,2.288,3.118,7055.219,350,0.958,4515.5,16.6,1806.2,0,0,17.498,29.04,19.771,47.4,Burdekin,AyrDPI,Kala,1956,Furrow,BareFallow,77,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15MayV1R4,T2,2242.4,2088.154,747.094,1006.556,36.697,22.256,7.77049968536803,0.107719332254325,7.72666666666667,0.8113,28.606
1983,14/10/1983,287,1982,15-May,5,sugar,alive,2,395,1980,14/9/1982,135,0,0,348,1983,21,2039,6444.17,5607.03,5060.39,153.033,2513.08,13837.9,16618.322,6647.328,78.207,17.299,109,58.622,0,3.01,7122.112,7125.122,85795.496,0.903,13,1430,636.3,399.532,320.28,422.715,1098.481,254.348,1352.829,1.407,7096.992,3.779,7100.771,85526.062,200,286.636,338.365,12.841,9.765,1.845,2.83,7206.468,350,0.973,5139.3,18.9,2055.7,0,0,18.225,28.877,20.095,95.4,Burdekin,AyrDPI,Kala,1956,Furrow,BareFallow,77,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15MayV1R4,T2,2066.3,1852.715,719.812,974.16,24.451,11.61,8.25993204567351,0.113120727009844,8.14005319148936,0.765165,25.131
1984,13/11/1984,318,1983,15-May,5,sugar,alive,3,396,1980,14/10/1983,135,0,0,348,1984,21,2039,6804.65,6005.25,5240.48,160.522,2771.69,15641.7,16130.636,6452.254,83.687,18.338,124,52.281,0,3.779,7096.992,7100.771,85526.062,0.899,11,1210,650.1,166.494,236.031,576.993,1152.755,287.973,1440.728,1.749,7058.919,4.581,7063.5,84988.395,200,303.113,351.192,16.914,4.882,1.17,3.597,7465.232,350,0.92,3601.3,13.2,1440.5,0,0,17.932,28.78,19.555,75.6,Burdekin,AyrDPI,Kala,1956,Furrow,BareFallow,77,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15MayV1R4,T2,1860.1,1786.993,402.525,690.498,22.966,6.052,8.98279959686468,0.111417283484461,9.67,0.80261,27.717
1985,13/12/1985,347,1984,15-May,5,sugar,alive,4,395,1980,13/11/1984,135,0,0,348,1985,21,2039,7797.18,6977.46,5958.41,184.526,3224.81,18387.6,16356.561,6542.625,87.425,18.596,121.2,69.128,5.088,4.581,7058.919,7063.5,84988.395,0.893,11,1210,994.6,299.007,271.931,834.052,1320.722,267.942,1588.664,1.414,7016.71,1.811,7018.521,84479.217,200,300.088,361.724,23.043,8.935,3.329,4.734,7503.751,350,0.906,3375.9,12.4,1350.4,0,0,18.003,28.875,19.505,117.8,Burdekin,AyrDPI,Kala,1956,Furrow,BareFallow,77,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15MayV1R4,T2,2204.6,2044.052,570.938,838.88,35.307,12.264,9.02746114091031,0.116151684686,11.1160240963855,0.92263,32.248
1986,15/05/1986,135,0,15-May,5,none,out,-1,0,1980,0.000,135,0,0,348,-1,21,2039,0,0,0,0,0,0,18499.053,7399.621,88.734,0,0,114.125,50.085,1.811,7016.71,7018.521,84479.217,0.887,0,0,364.4,103.512,14.015,296.841,0,169.71,169.71,0.019,7100.682,23.635,7124.318,86332.733,0,0,40.251,1.704,0.478,0.019,0.342,4699.369,350,0.614,1361.3,6.5,544.5,0,0,21.488,31.323,19.377,46.4,Burdekin,AyrDPI,Kala,1956,Furrow,BareFallow,77,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15MayV1R4,T2,364.4,296.841,117.527,287.237,2.201,0.497,0,0,0,,0
1987,15/08/1987,227,1986,15-May,6,sugar,alive,0,457,1986,15/5/1986,135,0,0,348,1987,21,2039,7744.31,6796.76,6126.38,186.889,3448.99,16179.3,0,0,0,19.799,199.9,191.288,191.288,23.635,7100.682,7124.318,86332.733,0.887,16,1760,504.8,263.72,394.559,464.776,1418.345,312.973,1731.318,3.247,6926.996,4.554,6931.55,83188.74,200,405.002,435.185,19.976,9.976,6.773,4.34,7435.205,350,0.976,5318.4,19.5,2127.4,0,0,17.703,28.98,18.471,44,Burdekin,AyrDPI,Kala,1956,Furrow,BareFallow,77,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15MayV1R4,T2,2264.8,2224.776,658.279,971.252,36.725,16.749,8.40035131626735,0.107946085005759,8.45651583710407,0.934445,34.49
1988,14/09/1988,258,1987,15-May,6,sugar,alive,1,396,1986,15/8/1987,135,0,0,348,1988,21,2039,6816.05,5971.3,5277.75,160.242,2738.43,15383.1,18273.053,7309.222,97.405,18.12,112.8,66.492,2.452,4.554,6926.996,6931.55,83188.74,0.876,14,1540,972.6,392.736,630.168,473.147,1229.659,262.567,1492.226,4.616,6897.92,2.835,6900.755,83045.447,200,287.872,344.812,13.866,12.304,3.163,3.055,6912.007,350,0.958,4520.1,16.6,1808,0,0,18.304,29.273,19.691,254,Burdekin,AyrDPI,Kala,1956,Furrow,BareFallow,77,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15MayV1R4,T2,2512.6,2013.147,1022.904,1285.471,29.333,15.467,7.95977640977037,0.107384538266992,8.05236180904523,0.80121,27.384
1989,14/10/1989,287,1988,15-May,6,sugar,alive,2,395,1986,14/9/1988,135,0,0,348,1989,21,2039,6239.21,5450.89,4876.6,148.003,2388.63,13626.2,16917.662,6767.066,86.261,16.951,101.5,63.961,0,2.835,6897.92,6900.755,83045.447,0.875,8,880,1381.8,557.73,393.943,838.679,1055.912,265.349,1321.26,2.19,6879.445,3.065,6882.51,82915.959,200,272.979,332.295,14.761,13.768,2.09,3.17,6841.395,350,0.961,4620.8,17,1848.3,0,0,17.968,28.729,19.436,134.8,Burdekin,AyrDPI,Kala,1956,Furrow,BareFallow,77,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15MayV1R4,T2,2261.8,1718.679,951.673,1217.022,30.619,15.858,8.61143936709531,0.11201655995035,11.128045112782,0.740015,23.886
