year,today,day,SowYear,SowDate,cropCycle,currentCrop,sugarStatus,ratoon_no,sugarDAS,sugarPlantYear,sugarPlantDate,sugarPlantingDAY,sugarPlantDelay,sugarHarvDelay,sugarLastHarvDAY,sugarHarvYear,realDelayForKill,totCycle,biomass,green_biomass,cane_wt,canefw,sucrose_wt,residue_wt,burntDM,burntOrgC,burntOrgN,ccs,totalNGCane,totalInitTAW,totalInitPAW,totalInitInorgN,totalInitOrgN,totalInitSoilN,totalInitSoilC,meanInitOC2,irrigNum,totalIrrig,totalRain,totalDrain,totalRunoff,totalEffRain,totalTransp,totalEvap,totalEvapTr,totalSediment,totalSoilOrgN,totalSoilInorgN,totalSoilN,totalSoilC,totalFert,totalNUptake,totalNit,totalDeNit,totalNO3Leach,totalNO3Runoff,totalN2O,totalCO2,CO2,surfaceom_cover,surfaceom_wt,surfaceom_n,surfaceom_c,surfaceom_no3,surfaceom_nh4,meanTMin,meanTMax,meanRadn,maxRain,Region,WStation,Soil,StartYear,IrrigSys,Fallow,DryOff,Fert,FertAmt,IrrigAlloc,IrrigAmt,IrrigFreq,NRunOffModel,Planting,Tillage,totalWater,totalWaterEff,totalWaterLoss,totalWaterLossWithEvap,totalNLoss,totalNPol,GPWUI,CWUE,GPWUI_450,NUE,sucroseTH
1989,15/04/1989,105,0,15-Apr,5,none,out,-1,0,1983,0.000,105,0,0,321,-1,18,2039,0,0,0,0,0,0,15784.982,6313.993,78.314,0,0,65.873,65.873,1.704,8899.771,8901.475,142728.896,0.721,0,0,1075.1,25.735,587.788,478.774,0,321.126,321.126,28.035,8991.649,10.791,9002.44,145008.535,0,0,18.258,1.539,0.015,1.943,0.143,3623.286,350,0,0.3,0,0.1,0,0,21.811,31.067,20.611,134.8,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,1075.1,478.774,613.523,934.649,3.497,1.958,0,0,0,,0
1990,15/07/1990,196,1989,15-Apr,6,sugar,alive,0,456,1989,15/4/1989,105,0,0,318,1990,21,2039,6992.89,6270.26,5396.04,166.712,3201.33,15968.5,0,0,0,20.719,161.2,206.324,206.324,10.791,8991.649,9002.44,145008.535,0.722,14,1540,1562.6,286.32,1386.34,749.795,1120.933,422.682,1543.614,24.091,8856.934,1.854,8858.788,141926.686,200,332.38,368.924,27.569,0.071,18.091,5.879,6037.962,350.462,0.951,4298.8,15.7,1719.5,0,0,17.385,28.018,18.506,103,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,3102.6,2289.795,1672.66,2095.342,45.731,18.162,7.28065176140222,0.108001093537633,8.37748743718593,0.83356,32.013
1991,15/08/1991,227,1990,15-Apr,6,sugar,alive,1,396,1989,15/7/1990,105,0,0,318,1991,21,2039,6192.95,5474.54,4704.81,143.604,2509.71,14881.4,17227.221,6890.889,85.957,18.596,96.3,92.651,92.651,1.854,8856.934,8858.788,141926.686,0.711,13,1430,1680.4,247.839,1592.661,472.443,1025.031,285.392,1310.422,29.626,8860.419,1.029,8861.448,141940.558,200,249.288,290.024,13.944,0.018,10.243,3.106,6084.403,352.128,0.93,3800.1,13.9,1520,0,0,16.827,28.484,19.182,204.4,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,3110.4,1902.443,1840.5,2125.892,24.205,10.261,7.54839961039569,0.109586072272901,7.63851063829787,0.71802,25.097
1992,14/09/1992,258,1991,15-Apr,6,sugar,alive,2,396,1989,15/8/1991,105,0,0,318,1992,21,2039,6754.45,5973.59,5221.55,159.434,3128.23,15329,15879.259,6351.704,71.239,21.234,97.9,52.13,52.13,1.029,8860.419,8861.448,141940.558,0.713,12,1320,643.5,8.083,530.723,480.853,1128.34,292.304,1420.644,4.799,8854.996,1.03,8856.025,141845.904,200,260.27,305.998,19.652,0.002,5.902,4.158,6618.997,353.823,0.963,4703.2,17.2,1881.3,0,0,17.978,29.375,20.6,122.8,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,1963.5,1800.853,538.806,831.11,25.556,5.904,8.85324898811841,0.112226567669311,9.00757062146893,0.79717,31.282
1993,14/10/1993,287,1992,15-Apr,6,sugar,alive,3,395,1989,14/9/1992,105,0,0,318,1993,21,2039,6884.35,6143.33,5236.74,160.565,3241.49,16476.1,17027.378,6810.951,74.45,21.931,92.7,56.182,56.182,1.03,8854.996,8856.025,141845.904,0.71,14,1540,531.1,47.081,610.487,396.219,1115.202,295.238,1410.44,5.534,8857.441,1.038,8858.479,141783.724,200,257.029,309.029,20.574,0.015,5.485,4.219,7043.536,355.556,0.942,4068.7,14.9,1627.5,0,0,17.951,29.038,20.484,72,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,2071.1,1936.219,657.568,952.806,26.074,5.5,8.29270862438598,0.113840361872891,8.06859296482412,0.802825,32.415
1994,14/11/1994,318,1993,15-Apr,6,sugar,alive,4,396,1989,14/10/1993,105,0,0,318,1994,21,2039,6850.32,6121.68,5288.54,162.691,3292.28,15617.8,17463.084,6985.234,75.221,21.991,93.7,59.274,59.274,1.038,8857.441,8858.479,141783.724,0.708,15,1650,365.6,26.198,535.273,290.011,1143.015,316.726,1459.742,3.914,8852.898,1.148,8854.046,141571.702,200,255.084,310.608,26.315,0.012,9.389,5.419,7209.264,357.322,0.949,4264.8,15.6,1705.9,0,0,18.061,29.441,20.865,46.8,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,2015.6,1940.011,561.471,878.197,35.716,9.401,8.38608647064372,0.111451886703267,7.74719047619048,0.813455,32.923
1995,15/04/1995,105,0,15-Apr,6,none,out,-1,0,1989,0.000,105,0,0,318,-1,21,2039,0,0,0,0,0,0,16900.197,6760.079,73.657,0,0,53.663,53.663,1.148,8852.898,8854.046,141571.702,0.705,0,0,352.3,0.001,108.393,243.907,0,198.935,198.935,5.076,8951.648,7.924,8959.572,145003.37,0,0,8.481,0.088,0,0.075,0.02,3016.806,358.015,0.001,0.9,0,0.4,0,0,22.668,31.676,22.661,55.2,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,352.3,243.907,108.394,307.329,0.163,0.075,0,0,0,,0
1996,14/07/1996,196,1995,15-Apr,7,sugar,alive,0,456,1995,15/4/1995,105,0,0,318,1996,21,2039,7782.44,6888.1,6123.5,187.886,3762.33,16589.4,0,0,0,21.73,168.7,98.634,98.634,7.924,8951.648,8959.572,145003.37,0.706,17,1870,667.7,0.002,1002.88,446.077,1191.085,382.62,1573.704,21.635,8820.426,2.231,8822.656,139866.319,200,348.653,383.924,13.876,0,15.383,3.307,8690.211,360.105,0.97,5022.1,18.4,2008.9,0,0,18.934,29.127,19.288,107,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,2537.7,2316.077,1002.882,1385.502,29.259,15.383,8.11225188109031,0.119390940100553,8.09853448275862,0.93943,37.623
1997,14/08/1997,226,1996,15-Apr,7,sugar,alive,1,396,1995,14/7/1996,105,0,0,318,1997,21,2039,7389.08,6595.66,5701.73,175.303,3367.44,16873.5,18369.807,7347.923,86.936,20.727,102.3,59.749,59.749,2.231,8820.426,8822.656,139866.319,0.697,13,1430,936,39.502,934.351,509.68,1067.003,320.591,1387.594,10.815,8812.73,1.257,8813.987,139222.001,200,268.838,309.634,13.885,0.011,7.628,3.131,7309.118,361.957,0.955,4427.4,16.2,1771,0,0,18.617,28.449,20.38,116.8,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,2366,1939.68,973.853,1294.444,21.524,7.639,9.03772787263879,0.126335945528735,9.32462765957447,0.876515,33.674
1998,14/09/1998,257,1997,15-Apr,7,sugar,alive,2,396,1995,14/8/1997,105,0,0,318,1998,21,2039,7512.43,6715.91,5828.92,179.436,3485.01,16835.2,18105.819,7242.327,75.288,20.989,100.8,64.304,64.304,1.257,8812.73,8813.987,139222.001,0.698,10,1100,988.6,43.7,684.697,575.422,1051.14,278.487,1329.627,8.869,8815.342,1.573,8816.915,138548.598,200,268.522,312.385,14.752,0.022,3.126,3.185,8151.929,363.843,0.937,3942,14.4,1576.8,0,0,20.231,28.713,19.364,189.6,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,2088.6,1675.422,728.397,1006.884,17.9,3.148,10.7098987598348,0.134952133192241,11.5765161290323,0.89718,34.85
1999,14/10/1999,287,1998,15-Apr,7,sugar,alive,3,395,1995,14/9/1998,105,0,0,318,1999,21,2039,6835.11,6124.93,5286.34,162.948,3153.1,15487.7,17660.615,7064.246,68.974,20.901,93.5,94.881,94.881,1.573,8815.342,8816.915,138548.598,0.698,8,880,1114.4,54.783,702.474,705.349,982.825,298.554,1281.378,3.281,8806.072,1.086,8807.158,137713.87,200,251.996,321.21,32.513,0.059,13.174,6.57,8093.795,365.763,0.938,3961.3,14.5,1584.5,0,0,19.63,28.738,19.443,112,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,1994.4,1585.349,757.257,1055.811,45.746,13.233,10.2783677284939,0.127166222613468,12.2517293233083,0.81474,31.531
2000,23/11/2000,328,1999,15-Apr,7,sugar,alive,4,406,1995,14/10/1999,105,0,10,318,2000,14,2039,7671.82,6875.15,5916.45,182.627,3542.01,17553.7,16531.629,6612.651,68.236,20.956,104.6,50.646,50.646,1.086,8806.072,8807.158,137713.87,0.694,9,990,1679.8,120.1,1052.819,889.464,1092.4,309.126,1401.526,19.06,8799.655,1.627,8801.282,136733.091,200,270.219,320.656,22.632,0.048,3.671,4.738,8334.772,367.764,0.944,4125.2,15.1,1650.1,0,0,19.105,28.464,19.618,136,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,2669.8,1879.464,1172.919,1482.045,26.351,3.719,9.71697249854214,0.130305823794921,12.6824305555556,0.913135,35.42
2001,15/04/2001,105,0,15-Apr,7,none,out,-1,0,1995,0.000,105,0,10,328,-1,14,2049,0,0,0,0,0,0,18427.086,7370.833,75.95,0,0,146.002,146.002,1.627,8799.655,8801.282,136733.091,0.692,0,0,332.9,35.885,77.541,242.485,0,235.072,235.072,3.417,8892.577,17.359,8909.936,139001.009,0,0,20.741,0.287,0.076,0.094,0.053,4700.561,368.485,0,0.7,0,0.3,0,0,21.794,30.767,20.73,39.4,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,332.9,242.485,113.426,348.498,0.457,0.17,0,0,0,,0
2002,15/07/2002,196,2001,15-Apr,8,sugar,alive,0,456,2001,15/4/2001,105,0,0,318,2002,21,2039,7412.25,6575.84,5821.05,178.637,3694.92,15911.9,0,0,0,22.541,187.3,130.404,130.404,17.359,8892.577,8909.936,139001.009,0.693,18,1980,812.3,21.033,1199.324,373.486,1275.958,372.451,1648.409,18.201,8735.331,2.036,8737.366,132927.423,200,374.689,401.311,18.449,0.043,18.419,4.17,9437.709,370.799,0.971,5046.4,18.5,2018.6,0,0,17.741,29.868,20.336,206,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,2792.3,2353.486,1220.357,1592.808,36.911,18.462,7.59031496257042,0.108369342802666,7.35131687242798,0.893185,36.949
2003,15/08/2003,227,2002,15-Apr,8,sugar,alive,1,396,2001,15/7/2002,105,0,0,318,2003,21,2039,6455.95,5687.87,4925.75,150.362,2932.63,15302,17814.609,7125.844,88.141,21.09,115.5,53.939,53.939,2.036,8735.331,8737.366,132927.423,0.682,16,1760,472,24.249,781.871,298.563,1097.263,326.281,1423.544,9.541,8717.654,1.603,8719.257,130805.408,200,273.141,316.354,16.831,0.015,6.954,3.756,8339.483,372.843,0.938,3977.6,14.6,1591.1,0,0,17.729,29.464,20.693,51,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,2232,2058.563,806.12,1132.401,23.8,6.969,7.30422143990735,0.105625115907903,6.80371040723982,0.75181,29.326
2004,14/09/2004,258,2003,15-Apr,8,sugar,alive,2,396,2001,15/8/2003,105,0,0,318,2004,21,2039,6633.32,5866.9,5127.81,156.502,3057.48,15055.1,16387.687,6555.075,74.196,21.13,124.9,56.276,56.276,1.603,8717.654,8719.257,130805.408,0.684,12,1320,741,30.954,630.076,451.961,1109.145,288.821,1397.966,5.979,8675.061,1.357,8676.418,129981.925,200,296.616,347.566,22.651,0.581,5.845,4.702,7464.003,374.917,0.959,4563.5,16.7,1825.4,0,0,18.222,29.742,20.529,173.2,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,2061,1771.961,661.03,949.851,29.077,6.426,8.8321356959888,0.111949789909054,8.8419209039548,0.78251,30.575
2005,14/10/2005,287,2004,15-Apr,8,sugar,alive,3,395,2001,14/9/2004,105,0,0,318,2005,21,2039,6674.14,5933.52,5101.6,155.952,3079.85,15725.4,16675.802,6670.321,78.634,21.391,110.7,58.282,58.282,1.357,8675.061,8676.418,129981.925,0.682,14,1540,728.7,30.077,831.726,321.984,1120.132,286.566,1406.698,13.113,8657.315,1.289,8658.604,129599.673,200,278.234,327.874,20.279,0.104,6.006,4.267,7210.492,377.032,0.954,4396.8,16.1,1758.7,0,0,18.444,29.715,20.552,143.4,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,2268.7,1861.984,861.803,1148.369,26.389,6.11,8.37558217471256,0.110863881231082,7.83678391959799,0.77976,30.799
2006,14/11/2006,318,2005,15-Apr,8,sugar,alive,4,396,2001,14/10/2005,105,0,0,318,2006,21,2039,6853.1,6134,5243.02,161.25,3152.3,16100.8,17103.847,6841.537,81.633,21.145,104.2,58.481,58.481,1.289,8657.315,8658.604,129599.673,0.681,12,1320,923.4,53.229,801.802,499.732,1100.339,291.589,1391.927,6.249,8645.185,1.062,8646.247,129417.684,200,270.16,320.364,25.434,0.092,5.311,5.244,7193.417,379.182,0.932,3839.6,14.1,1535.8,0,0,18.902,29.43,19.985,178.4,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,2243.4,1819.732,855.031,1146.62,30.837,5.403,8.86119494518973,0.115846592529637,9.11016949152542,0.80625,31.523
2007,15/04/2007,105,0,15-Apr,8,none,out,-1,0,2001,0.000,105,0,0,318,-1,21,2039,0,0,0,0,0,0,16949.364,6779.746,79.486,0,0,54.924,54.924,1.062,8645.185,8646.247,129417.684,0.679,0,0,748.4,34.328,411.659,331.366,0,218.432,218.432,19.453,8746.804,7.62,8754.424,132675.254,0,0,9.341,0.251,0.043,0.216,0.029,3161.116,380.024,0,0.5,0,0.2,0,0,21.774,31.068,20.952,130.2,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,748.4,331.366,445.987,664.419,0.51,0.259,0,0,0,,0
2008,14/07/2008,196,2007,15-Apr,9,sugar,alive,0,456,2007,15/4/2007,105,0,0,318,2008,21,2039,7813.67,6983.47,6064.17,187.037,3608.42,17494.9,0,0,0,20.83,166.7,138.906,138.906,7.62,8746.804,8754.424,132675.254,0.68,14,1540,1389.5,193.889,1226.619,694.144,1222.987,350.607,1573.594,19.548,8609.611,2.228,8611.839,128571.547,200,347.785,382.037,20.092,0.919,12.594,4.355,7444.824,382.56,0.967,4857.4,17.8,1943,0,0,17.421,28.372,18.704,108.2,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,2929.5,2234.144,1420.508,1771.115,33.605,13.513,8.37175222367045,0.118859756709799,9.39884422110553,0.935185,36.084
2009,14/08/2009,226,2008,15-Apr,9,sugar,alive,1,396,2007,14/7/2008,105,0,0,318,2009,21,2039,6277.23,5539.48,4755.8,144.845,2620.08,15214.3,18999.455,7599.782,89.754,19.349,96.8,74.305,74.305,2.228,8609.611,8611.839,128571.547,0.673,11,1210,1894.1,300.848,1496.498,659.507,1030.796,293.32,1324.116,18.29,8604.751,1.292,8606.043,128670.689,200,259.421,308.307,18.971,0.227,6.497,3.955,6385.483,384.802,0.938,3963.1,14.5,1585.2,0,0,18.009,28.88,18.524,197.2,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,3104.1,1869.507,1797.346,2090.666,25.695,6.724,7.74776451759742,0.109389962812926,8.72560240963855,0.724225,26.201
2010,14/09/2010,257,2009,15-Apr,9,sugar,alive,2,396,2007,14/8/2009,105,0,0,318,2010,21,2039,6912.14,6177.73,5266.73,161.65,2874.24,16454.1,16300.769,6520.307,73.449,18.97,99.9,56.945,56.945,1.292,8604.751,8606.043,128670.689,0.675,12,1320,1138.9,196.812,851.91,520.047,1108.559,280.042,1388.601,9.339,8602.461,1.491,8603.952,128668.921,200,262.067,309.078,18.546,0.036,6.118,3.93,6905.962,387.08,0.921,3623.1,13.3,1449.2,0,0,18.842,29.312,18.819,135.2,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,2458.9,1840.047,1048.722,1328.764,24.7,6.154,8.78510168490261,0.116412129906287,9.13276836158192,0.80825,28.742
2011,14/10/2011,287,2010,15-Apr,9,sugar,alive,3,395,2007,14/9/2010,105,0,0,318,2011,21,2039,6689.26,5979.61,5158.19,158.869,3114.37,15310.7,17065.592,6826.236,72.962,21.212,84.7,78.524,78.524,1.491,8602.461,8603.952,128668.921,0.674,7,770,1399.5,152.623,679.357,858.253,1032.398,333.641,1366.039,5.014,8599.778,1.062,8600.84,128765.913,200,240.395,302.767,39.89,0.053,6.368,7.774,6664.351,389.395,0.944,4114.7,15.1,1645.9,0,0,17.983,28.537,18.315,81.4,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,2169.5,1628.253,831.98,1165.621,46.311,6.421,9.75702178961132,0.116299022209468,13.0220491803279,0.794345,31.144
2012,13/11/2012,318,2011,15-Apr,9,sugar,alive,4,396,2007,14/10/2011,105,0,0,318,2012,21,2039,6780.09,6061.18,5201.06,160.008,3107.31,15790.2,16511.582,6604.633,73.284,20.986,92.3,50.006,50.006,1.062,8599.778,8600.84,128765.913,0.671,9,990,1162.2,67.147,719.306,703.978,1057.493,297.617,1355.11,9.452,8598.375,1.303,8599.678,128706.915,200,259.244,303.622,20.499,0.021,5.205,4.353,6799.944,391.74,0.948,4234.4,15.5,1693.8,0,0,18.232,28.806,19.444,197.4,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,2152.2,1693.978,786.453,1084.07,25.725,5.226,9.44569528057625,0.118077499243604,11.1116666666667,0.80004,31.073
2013,15/04/2013,105,0,15-Apr,9,none,out,-1,0,2007,0.000,105,0,0,318,-1,21,2039,0,0,0,0,0,0,17020.948,6808.38,80.086,0,0,60.645,60.645,1.303,8598.375,8599.678,128706.915,0.67,0,0,494.4,0.001,206.123,288.277,0,219.032,219.032,9.67,8696.257,8.289,8704.546,131748.075,0,0,11.316,0.438,0,0.191,0.054,3352.055,392.667,0,0.5,0,0.2,0,0,21.942,31.348,21.742,178.6,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,494.4,288.277,206.124,425.156,0.629,0.191,0,0,0,,0
2014,15/07/2014,196,2013,15-Apr,10,sugar,alive,0,456,2013,15/4/2013,105,0,0,318,2014,21,2039,7951.39,7131.95,6185.87,191.16,3801.17,17655.2,0,0,0,21.558,177,129.89,129.89,8.289,8696.257,8704.546,131748.075,0.672,17,1870,709.2,8.431,1010.226,481.566,1240.32,361.965,1602.285,19.981,8552.616,2.02,8554.636,127728.506,200,356.108,390.47,15.264,0.017,17.951,3.558,7429.397,395.443,0.963,4720.8,17.3,1888.3,0,0,17.96,28.94,18.948,86.2,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,2579.2,2351.566,1018.657,1380.622,33.232,17.968,8.1290510238709,0.119304618092287,8.23965517241379,0.9558,38.012
2015,15/08/2015,227,2014,15-Apr,10,sugar,alive,1,396,2013,15/7/2014,105,0,0,318,2015,21,2039,6120.53,5340.01,4691.21,142.191,2788.88,14293.2,19019.593,7607.837,84.966,21.225,102.6,88.15,88.15,2.02,8552.616,8554.636,127728.506,0.664,15,1650,417.2,17.064,726.011,247.577,1052.141,316.221,1368.361,9.037,8551.588,0.819,8552.406,127972.689,200,262.401,305.761,14.08,0.063,5.303,3.164,6299.48,397.889,0.94,4027.5,14.8,1611,0,0,17.894,29.752,20.482,83.4,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,2067.2,1897.577,743.075,1059.296,19.446,5.366,7.49329276229634,0.103913367890491,6.771,0.710955,27.889
2016,14/09/2016,258,2015,15-Apr,10,sugar,alive,2,396,2013,15/8/2015,105,0,0,318,2016,21,2039,6666.53,5902.8,5101.81,155.492,2919.14,15647.3,15572.565,6229.026,71.316,20.192,101.7,43.915,43.915,0.819,8551.588,8552.406,127972.689,0.666,12,1320,538,10.299,420.146,442.024,1109.283,296.782,1406.066,2.463,8546.417,1.265,8547.683,127850.385,200,262.976,311.491,18.408,0.002,6.959,3.935,6864.192,400.366,0.947,4198.4,15.4,1679.4,0,0,19.103,29.867,19.185,43.6,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,1858,1762.024,430.445,727.227,25.369,6.961,8.82462440920214,0.110586558525702,8.78485875706215,0.77746,29.191
2017,14/10/2017,287,2016,15-Apr,10,sugar,alive,3,395,2013,14/9/2016,105,0,0,318,2017,21,2039,6448.84,5694.46,4894.64,148.886,2800.71,15542,16868.815,6747.526,74.349,20.238,99.5,65.406,65.406,1.265,8546.417,8547.683,127850.385,0.665,11,1210,860,52.416,604.767,530.451,1121.27,298.241,1419.511,4.209,8537.454,1.269,8538.723,127742.14,200,270.843,313.415,19.533,0.014,2.683,4.11,6895.776,402.887,0.957,4485.1,16.4,1794,0,0,18.783,30.109,18.59,107.8,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,2070,1740.451,657.183,955.424,22.23,2.697,8.55444939271488,0.104885414766071,8.96903614457831,0.74443,28.007
2018,14/11/2018,318,2017,15-Apr,10,sugar,alive,4,396,2013,14/10/2017,105,0,0,318,2018,21,2039,6048.71,5332.98,4560.57,138.969,2712.31,14881.4,17023.039,6809.215,82.406,21.106,95.9,58.712,58.712,1.269,8537.454,8538.723,127742.14,0.662,12,1320,742.1,116.378,654.264,437.339,1022.038,275.08,1297.117,8.869,8532.802,1.073,8533.875,127670.748,200,259.711,307.091,25.021,0.057,4.28,4.973,6689.912,405.446,0.928,3763.3,13.8,1505.3,0,0,18.275,29.723,18.447,130.4,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,2062.1,1757.339,770.642,1045.722,29.358,4.337,7.90792214820248,0.107136827286976,7.85135593220339,0.694845,27.123
2019,15/04/2019,105,0,15-Apr,10,none,out,-1,0,2013,0.000,105,0,0,318,-1,21,2039,0,0,0,0,0,0,15848.016,6339.207,82.192,0,0,53.054,53.054,1.073,8532.802,8533.875,127670.748,0.661,0,0,1111,143.833,613.026,453.299,0,252.119,252.119,28.611,8622.839,14.468,8637.307,129856.738,0,0,24.89,1.244,0.088,1.374,0.137,3772.47,406.447,0,0.3,0,0.1,0,0,22.704,31.656,17.334,92.8,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,1111,453.299,756.859,1008.978,2.706,1.462,0,0,0,,0
2020,14/07/2020,196,2019,15-Apr,11,sugar,alive,0,456,2019,15/4/2019,105,0,0,318,2020,21,2039,6995.22,6232.98,5430.04,167.347,3295.66,15651.7,0,0,0,21.323,181.5,155.076,155.076,14.468,8622.839,8637.307,129856.738,0.662,16,1760,1041.6,113.366,1246.248,460.23,1164.034,365.12,1529.154,21.254,8471.923,1.965,8473.888,126505.354,200,357.636,387.592,22.529,0.327,18.09,4.954,6371.316,409.458,0.952,4341.4,15.9,1736.6,0,0,17.927,29.324,17.481,327.8,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,2801.6,2220.23,1359.614,1724.734,40.946,18.417,7.53737225422592,0.109437636758626,7.57226244343891,0.836735,32.957
2021,14/08/2021,226,2020,15-Apr,11,sugar,alive,1,396,2019,14/7/2020,105,0,0,318,2021,21,2039,5812.17,5099.37,4367.77,132.488,2306.63,14443.9,16994.163,6797.666,82.651,18.514,97.2,67.909,67.909,1.965,8471.923,8473.888,126505.354,0.653,10,1100,1081.2,70.677,903.54,534.271,932.116,279.872,1211.987,14.057,8468.923,1.119,8470.042,126598.315,200,251.399,296.927,18.798,0.075,8.753,4.068,5839.34,412.114,0.927,3733.1,13.7,1493.2,0,0,18.484,29.171,17.224,132.4,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,2181.2,1634.271,974.217,1254.089,27.626,8.828,8.10685620683473,0.109314703870586,8.54761290322581,0.66244,23.066
1960,14/04/1960,105,0,15-Apr,0,none,out,-1,0,-1,0.000,105,0,0,318,-1,21,2039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,778.8,0,483.366,295.434,0,204.631,204.631,22.612,9505.123,33.527,9538.65,141811.2,0,0,35.94,3.757,0,1.649,0.596,1011.193,350,0.001,0.9,0,0.4,0,0,22.318,30.437,19.329,210.1,Burdekin,AyrDPI,Mulg,1960,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,778.8,295.434,483.366,687.997,5.406,1.649,0,0,0,,0
