year,today,day,SowYear,SowDate,cropCycle,currentCrop,sugarStatus,ratoon_no,sugarDAS,sugarPlantYear,sugarPlantDate,sugarPlantingDAY,sugarPlantDelay,sugarHarvDelay,sugarLastHarvDAY,sugarHarvYear,realDelayForKill,totCycle,biomass,green_biomass,cane_wt,canefw,sucrose_wt,residue_wt,burntDM,burntOrgC,burntOrgN,ccs,totalNGCane,totalInitTAW,totalInitPAW,totalInitInorgN,totalInitOrgN,totalInitSoilN,totalInitSoilC,meanInitOC2,irrigNum,totalIrrig,totalRain,totalDrain,totalRunoff,totalEffRain,totalTransp,totalEvap,totalEvapTr,totalSediment,totalSoilOrgN,totalSoilInorgN,totalSoilN,totalSoilC,totalFert,totalNUptake,totalNit,totalDeNit,totalNO3Leach,totalNO3Runoff,totalN2O,totalCO2,CO2,surfaceom_cover,surfaceom_wt,surfaceom_n,surfaceom_c,surfaceom_no3,surfaceom_nh4,meanTMin,meanTMax,meanRadn,maxRain,Region,WStation,Soil,StartYear,IrrigSys,Fallow,DryOff,Fert,FertAmt,IrrigAlloc,IrrigAmt,IrrigFreq,NRunOffModel,Planting,Tillage,totalWater,totalWaterEff,totalWaterLoss,totalWaterLossWithEvap,totalNLoss,totalNPol,GPWUI,CWUE,GPWUI_450,NUE,sucroseTH
1965,16/10/1965,289,1964,15-Apr,1,sugar,alive,3,395,1961,16/9/1964,105,0,2,320,1965,19,2041,6239.75,5602.06,4741.07,146.344,2756.33,14986.8,15187.93,6075.172,77.178,20.267,111,46.351,46.351,1.012,9412.835,9413.848,142844.943,0.859,12,1320,832.9,70.607,684.711,475.27,1064.169,322.737,1386.906,7.624,9381.624,1.341,9382.965,143297.053,200,269.371,325.671,33.899,0.001,4.623,6.785,5508.259,350,0.916,3543.8,13,1417.5,0,0,17.495,29.121,19.954,107.4,Burdekin,AyrDPI,Mulg,1961,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,2152.9,1795.27,755.318,1078.055,38.523,4.624,8.15164292836175,0.105518326404241,8.26802259887006,0.73172,27.563
1966,20/11/1966,324,1965,15-Apr,1,sugar,alive,4,400,1961,16/10/1965,105,0,6,320,1966,15,2041,6340.83,5620.4,4773.41,146.215,2879.61,15674.2,15751.066,6300.427,78.929,21.324,102.4,57.028,57.028,1.341,9381.624,9382.965,143297.053,0.851,14,1540,469.4,28.605,603.14,401.364,1028.533,318.157,1346.69,4.822,9353.586,1.342,9354.928,144062.16,200,265.669,328.012,36.622,0.001,6.739,7.353,5559.545,350,0.923,3656.9,13.4,1462.8,0,0,18.204,29.068,19.841,102.9,Burdekin,AyrDPI,Mulg,1961,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,2009.4,1941.364,631.745,949.902,43.362,6.74,7.53156028441858,0.108573613823523,7.34748743718593,0.731075,28.796
1967,15/04/1967,105,0,15-Apr,1,none,out,-1,0,1961,0.000,105,0,6,324,-1,15,2045,0,0,0,0,0,0,16431.467,6572.587,82.091,0,0,87.995,87.995,1.342,9353.586,9354.928,144062.16,0.842,0,0,493.9,0.001,265.717,228.183,0,195.824,195.824,12.56,9438.881,17.601,9456.482,147082.248,0,0,20.224,0.668,0,0.733,0.075,2966.088,350,0,0.6,0,0.2,0,0,21.476,31.313,21.477,154.9,Burdekin,AyrDPI,Mulg,1961,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,493.9,228.183,265.718,461.542,1.401,0.733,0,0,0,,0
1968,14/07/1968,196,1967,15-Apr,2,sugar,alive,0,456,1967,15/4/1967,105,0,0,318,1968,21,2039,7547.8,6765.94,5849.31,180.568,3481.89,16984.9,0,0,0,20.818,162.1,120.354,120.354,17.601,9438.881,9456.482,147082.248,0.842,14,1540,1672.1,215.152,1524.597,682.655,1162.975,358.89,1521.864,25.533,9302.293,2.1,9304.394,144574.702,200,341.517,376.518,31.03,0.002,17.331,6.532,5767.633,350,0.961,4629.1,17,1851.6,0,0,17.786,28.252,19.122,187.9,Burdekin,AyrDPI,Mulg,1961,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,3212.1,2222.655,1739.749,2098.639,48.363,17.333,8.12397785531268,0.118649235411311,9.0737688442211,0.90284,34.819
1969,14/08/1969,226,1968,15-Apr,2,sugar,alive,1,396,1967,14/7/1968,105,0,0,318,1969,21,2039,5437.83,4746.87,4081.73,123.432,2257.29,13561,18371.871,7348.748,90.285,19.594,104.8,70.842,70.842,2.1,9302.293,9304.394,144574.702,0.826,15,1650,219.9,8.951,590.667,185.424,977.503,318.196,1295.699,6.512,9284.495,1.042,9285.537,145079.762,200,270.935,312.326,17.278,0,5.883,3.805,5562.182,350,0.924,3683.1,13.5,1473.2,0,0,17.324,29.16,19.914,46.5,Burdekin,AyrDPI,Mulg,1961,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,1869.9,1835.424,599.618,917.814,23.161,5.883,6.72498561640253,0.0952628658353522,5.87771428571429,0.61716,22.573
1970,14/09/1970,257,1969,15-Apr,2,sugar,alive,2,396,1967,14/8/1969,105,0,0,318,1970,21,2039,6231.22,5534.08,4706.95,143.544,2699.4,15242.8,14657.444,5862.978,77.549,20.231,105.1,45.426,45.426,1.042,9284.495,9285.537,145079.762,0.823,13,1430,670.4,43.387,634.203,378.167,1102.655,306.741,1409.396,5.479,9262.813,1.199,9264.012,145554.815,200,266.229,319.424,27.683,0,7.651,5.748,5740.61,350,0.933,3863.9,14.2,1545.6,0,0,17.523,29.383,20.581,133.6,Burdekin,AyrDPI,Mulg,1961,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,2100.4,1808.167,677.59,984.331,35.334,7.651,7.93864725990465,0.101847883774326,7.63531914893617,0.71772,26.994
1971,14/10/1971,287,1970,15-Apr,2,sugar,alive,3,395,1967,14/9/1970,105,0,0,318,1971,21,2039,6471.15,5764.36,4914.96,150.544,2792.24,15561.9,16240.667,6496.266,80.231,19.914,101.3,58.841,58.841,1.199,9262.813,9264.012,145554.815,0.817,8,880,1222.9,27.318,696.271,758.394,1081.633,300.66,1382.293,8.096,9240.442,1.232,9241.674,146240.627,200,272.536,321.316,26.475,0.001,5.324,5.408,5768.66,350,0.943,4087.3,15,1634.9,0,0,17.746,28.818,19.76,220,Burdekin,AyrDPI,Mulg,1961,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,2102.9,1638.394,723.589,1024.249,31.8,5.325,9.18851021182939,0.10890889268773,11.3190977443609,0.75272,27.922
1972,13/11/1972,318,1971,15-Apr,2,sugar,alive,4,396,1967,14/10/1971,105,0,0,318,1972,21,2039,6238.31,5576.16,4702.26,144.68,2846.03,15360.5,16701.848,6680.739,85.914,21.296,89.4,55.861,55.861,1.232,9240.442,9241.674,146240.627,0.81,12,1320,1329.1,285.999,1002.602,569.227,1069.017,298.482,1367.499,5.725,9235.126,1.293,9236.419,146444.816,200,246.054,315.893,36.529,0.187,4.972,7.111,6196.061,350,0.922,3650.9,13.4,1460.4,0,0,16.944,28.986,20.231,206.2,Burdekin,AyrDPI,Mulg,1961,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,2649.1,1889.227,1288.601,1587.083,41.688,5.159,7.65815860137506,0.105798980474574,8.17401129943503,0.7234,28.46
1973,15/04/1973,105,0,15-Apr,2,none,out,-1,0,1967,0.000,105,0,0,318,-1,21,2039,0,0,0,0,0,0,16159.756,6463.902,78.226,0,0,48.863,48.863,1.293,9235.126,9236.419,146444.816,0.804,0,0,912.7,54.679,442.487,452.113,0,275.645,275.645,21.003,9331.024,5.837,9336.861,149703.824,0,0,9.982,0.743,0.005,0.38,0.053,2729.103,350,0,0.4,0,0.1,0,0,21.686,30.85,20.736,108.5,Burdekin,AyrDPI,Mulg,1961,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,912.7,452.113,497.166,772.811,1.128,0.385,0,0,0,,0
1974,15/07/1974,196,1973,15-Apr,3,sugar,alive,0,456,1973,15/4/1973,105,0,0,318,1974,21,2039,7125.85,6356.8,5554.92,170.943,3085.08,15709.3,0,0,0,19.298,151,188.751,188.751,5.837,9331.024,9336.861,149703.824,0.805,10,1100,2113.6,451.019,1427.726,889.308,1094.05,368.044,1462.094,23.858,9204.999,1.927,9206.926,145996.512,200,324.253,363.664,26.299,0.012,16.354,5.638,6890.256,350,0.962,4686.7,17.2,1874.7,0,0,17.929,28.237,17.62,152.9,Burdekin,AyrDPI,Mulg,1961,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,3213.6,1989.308,1878.745,2246.789,42.665,16.366,8.59308865193324,0.116916559400422,11.0285806451613,0.854715,30.851
1975,15/08/1975,227,1974,15-Apr,3,sugar,alive,1,396,1973,15/7/1974,105,0,0,318,1975,21,2039,6353.93,5615.98,4792.17,146.245,2645.58,15617.6,17336.577,6934.63,89.501,19.351,106.4,61.512,61.512,1.927,9204.999,9206.926,145996.512,0.793,12,1320,723.8,9.483,663.42,521.811,1034.289,323.351,1357.64,9.582,9181.265,1.654,9182.919,145321.291,200,277.654,314.221,13.988,0,7.332,3.184,6675.73,350,0.942,4079.7,15,1631.9,0,0,17.665,28.665,19.674,65,Burdekin,AyrDPI,Mulg,1961,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,2043.8,1841.811,672.903,996.254,21.32,7.332,7.94028268915757,0.107720014142188,8.26242937853107,0.731225,26.456
1976,14/09/1976,258,1975,15-Apr,3,sugar,alive,2,396,1973,15/8/1975,105,0,0,318,1976,21,2039,6519.36,5842.3,5005.97,154.355,2877.23,15134,16742.665,6697.067,81.08,20.028,91.6,74.771,74.771,1.654,9181.265,9182.919,145321.291,0.79,9,990,1963.5,280.724,1331.806,905.524,1033.862,319.398,1353.26,17.29,9168.401,1.332,9169.733,144826.799,200,241.494,309.11,35.863,0.013,16.316,7.056,6893.957,350,0.924,3687,13.5,1474.8,0,0,17.532,28.198,19.227,179.8,Burdekin,AyrDPI,Mulg,1961,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,2953.5,1895.524,1612.53,1931.928,52.192,16.329,8.14313087040839,0.114061599397012,10.7190972222222,0.771775,28.772
1977,14/10/1977,287,1976,15-Apr,3,sugar,alive,3,395,1973,14/9/1976,105,0,0,318,1977,21,2039,6498.54,5809.5,4961.96,152.378,2696.73,15365.8,15997.791,6399.116,69.736,18.868,100.3,62.482,62.482,1.332,9168.401,9169.733,144826.799,0.785,9,990,1378.2,86.952,973.67,637.086,1015.215,297.96,1313.175,12.254,9151.715,1.245,9152.96,144136.264,200,271.287,317.165,22.693,0.004,3.919,4.721,7270.764,350,0.94,4017.1,14.7,1606.9,0,0,17.938,28.404,19.747,170.6,Burdekin,AyrDPI,Mulg,1961,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,2368.2,1627.086,1060.622,1358.582,26.616,3.923,9.3650858037006,0.116037847202391,10.5818055555556,0.76189,26.967
1978,14/11/1978,318,1977,15-Apr,3,sugar,alive,4,396,1973,14/10/1977,105,0,0,318,1978,21,2039,6875.09,6147.88,5215.4,160.386,3107.43,16596.9,16475.542,6590.216,81.435,20.931,99.1,56.886,56.886,1.245,9151.715,9152.96,144136.264,0.78,10,1100,1000.1,14.549,720.461,650.477,1060.286,287.222,1347.508,5.53,9139.34,1.641,9140.981,143208.768,200,266.849,319.347,23.797,0.001,7.562,4.916,7719.749,350,0.934,3887.8,14.3,1555.1,0,0,18.195,28.503,20.521,150.6,Burdekin,AyrDPI,Mulg,1961,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,2100.1,1750.477,735.01,1022.232,31.36,7.563,9.16241687265814,0.119024154216524,10.3474838709677,0.80193,31.074
1979,19/04/1979,109,0,15-Apr,3,none,out,-1,0,1973,0.000,109,4,0,322,-1,18,2039,0,0,0,0,0,0,17411.945,6964.779,81.934,0,0,74.469,74.469,1.641,9139.34,9140.981,143208.768,0.775,0,0,1313.5,127.783,822.638,463.625,0,247.478,247.478,38.41,9226.724,16.239,9242.963,145288.167,0,0,25.46,2.299,0.026,2.111,0.21,4377.412,350,0,0.5,0,0.2,0,0,21.979,30.478,19.448,350.7,Burdekin,AyrDPI,Mulg,1961,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,1313.5,463.625,950.421,1197.899,4.436,2.137,0,0,0,,0
1980,18/07/1980,200,1979,15-Apr,4,sugar,alive,0,456,1979,19/4/1979,109,4,0,322,1980,17,2039,7503.72,6663.62,5831.7,179.13,3468.51,16720.2,0,0,0,20.917,196.4,190.071,190.071,16.239,9226.724,9242.963,145288.167,0.775,14,1540,884.3,53.387,948.362,531.54,1171.458,372.858,1544.316,18.076,9046.167,2.216,9048.383,141573.288,200,394.097,422.586,24.038,0.017,14.593,5.297,6997.073,350,0.97,4993.1,18.3,1997.3,0,0,17.794,28.5,19.664,86.4,Burdekin,AyrDPI,Mulg,1961,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,2424.3,2071.54,1001.749,1374.607,38.648,14.61,8.64719001322687,0.115993099857801,9.00150753768844,0.89565,34.685
1981,18/08/1981,230,1980,15-Apr,4,sugar,alive,1,396,1979,18/7/1980,109,4,0,322,1981,17,2039,6352.01,5626.02,4784.49,146.101,2570.36,15675.2,18456.344,7382.539,94.655,18.739,106.2,68.306,68.306,2.216,9046.167,9048.383,141573.288,0.762,11,1210,1122.8,183.902,844.262,588.25,1014.179,289.258,1303.437,11.761,9037.029,1.313,9038.342,141633.408,200,268.88,309.074,14.619,0.009,7.798,3.281,6293.562,350,0.926,3722.9,13.6,1489.2,0,0,17.711,28.113,19.149,104.8,Burdekin,AyrDPI,Mulg,1961,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,2332.8,1798.25,1028.164,1317.422,22.426,7.807,8.12462115946059,0.112089038442211,8.80126506024096,0.730505,25.704
1982,18/09/1982,261,1981,15-Apr,4,sugar,alive,2,396,1979,18/8/1981,109,4,0,322,1982,17,2039,6110.45,5392.82,4652.39,141.503,2686.63,14580.6,16488.342,6595.338,81.203,20.453,101.1,69.507,69.507,1.313,9037.029,9038.342,141633.408,0.762,12,1320,592.4,34.437,556.06,449.305,1050.201,291.817,1342.018,4.992,9018.905,0.952,9019.857,141678.612,200,270.683,318.295,25.442,0.009,4.215,5.1,6424.482,350,0.951,4316.4,15.8,1726.6,0,0,17.492,29.026,19.782,47.4,Burdekin,AyrDPI,Mulg,1961,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,1912.4,1769.305,590.497,882.314,29.666,4.224,7.99766009817414,0.105440463540727,7.9945197740113,0.707515,26.866
1983,18/10/1983,291,1982,15-Apr,4,sugar,alive,3,395,1979,18/9/1982,109,4,0,322,1983,17,2039,6104.31,5359.06,4652.99,140.921,2579.78,14513.2,16062.494,6424.999,82.975,19.617,98.3,49.393,49.393,0.952,9018.905,9019.857,141678.612,0.758,12,1320,637.7,109.262,574.449,421.417,977.52,295.201,1272.72,4.126,9008.931,1.231,9010.162,141706.313,200,264.243,309.95,23.941,0.01,5.549,4.943,6504.705,350,0.959,4552.8,16.7,1821.1,0,0,18.328,28.931,20.105,95.4,Burdekin,AyrDPI,Mulg,1961,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,1957.7,1741.417,683.711,978.912,29.5,5.559,8.09231792270318,0.110724275567289,7.9616384180791,0.704605,25.798
1984,17/11/1984,322,1983,15-Apr,4,sugar,alive,4,396,1979,18/10/1983,109,4,0,322,1984,17,2039,6467.95,5750.22,4874.54,149.622,2947.65,15934.1,16206.112,6482.445,82.878,21.332,100.8,50.663,50.663,1.231,9008.931,9010.162,141706.313,0.753,12,1320,648.7,89.096,515.302,504.855,1042.248,318.5,1360.748,4.198,8989.901,1.214,8991.115,141599.188,200,265.119,322.176,34.196,0.021,3.058,6.806,6601.821,350,0.911,3460.4,12.7,1384.2,0,0,17.924,28.788,19.569,75.6,Burdekin,AyrDPI,Mulg,1961,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,1968.7,1824.855,604.398,922.898,37.275,3.079,8.19911719013292,0.109955700835129,8.45322033898305,0.74811,29.477
1985,15/04/1985,105,0,15-Apr,4,none,out,-1,0,1979,0.000,105,0,0,322,-1,17,2039,0,0,0,0,0,0,16485.365,6594.145,82.652,0,0,54.218,54.218,1.214,8989.901,8991.115,141599.188,0.748,0,0,588.9,0.226,237.333,351.567,0,254.633,254.633,11.243,9079.456,13.621,9093.077,144314.144,0,0,18.881,1.034,0,0.827,0.1,3370.43,350,0,0.4,0,0.2,0,0,21.977,31.383,20.654,111.4,Burdekin,AyrDPI,Mulg,1961,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,588.9,351.567,237.559,492.192,1.861,0.827,0,0,0,,0
1986,15/07/1986,196,1985,15-Apr,5,sugar,alive,0,456,1985,15/4/1985,105,0,0,318,1986,21,2039,6910.37,6108.42,5337.41,163.211,3062.83,15729.6,0,0,0,20.182,166,150.927,150.927,13.621,9079.456,9093.077,144314.144,0.749,14,1540,777.1,23.61,849.782,548.665,1149.436,378.924,1528.36,18.663,8935.935,2.25,8938.185,140472.454,200,354.86,382.697,20.898,0.014,16.186,4.697,7041.888,350,0.964,4746.9,17.4,1898.8,0,0,17.312,28.527,18.417,117.8,Burdekin,AyrDPI,Mulg,1961,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,2317.1,2088.665,873.392,1252.316,37.098,16.2,7.81413007830361,0.10678832212306,8.20155778894472,0.816055,30.628
1987,15/08/1987,227,1986,15-Apr,5,sugar,alive,1,396,1985,15/7/1986,105,0,0,318,1987,21,2039,5879.67,5188.88,4427.87,134.843,2567.57,14517.9,17405.027,6962.01,96.37,20.521,108.4,66.276,66.276,2.25,8935.935,8938.185,140472.454,0.736,14,1540,497.8,17.742,617.515,432.701,1022.507,378.888,1401.394,8.572,8910.461,1.26,8911.721,139979.184,200,273.195,320.37,25.848,0.011,3.808,5.55,6427.032,350,0.922,3651.1,13.4,1460.4,0,0,18.256,29.363,19.045,44,Burdekin,AyrDPI,Mulg,1961,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,2037.8,1972.701,635.257,1014.145,29.667,3.819,6.83545048134512,0.0962206203251905,6.77603015075377,0.674215,25.676
1988,14/09/1988,258,1987,15-Apr,5,sugar,alive,2,396,1985,15/8/1987,105,0,0,318,1988,21,2039,6448.29,5728.07,4864.32,148.304,2794.44,15839.7,15443.698,6177.479,80.744,20.276,96.7,67.426,67.426,1.26,8910.461,8911.721,139979.184,0.733,12,1320,972.6,46.109,869.751,475.245,1093.131,283.31,1376.44,8.858,8898.583,1.211,8899.794,139665.544,200,263.641,312.702,25.443,0.02,3.913,5.161,6661.268,350,0.948,4223,15.5,1689.2,0,0,18.304,29.273,19.691,254,Burdekin,AyrDPI,Mulg,1961,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,2292.6,1795.245,915.86,1199.17,29.376,3.933,8.26093374441929,0.107744616547034,8.37875706214689,0.74152,27.944
1989,14/10/1989,287,1988,15-Apr,5,sugar,alive,3,395,1985,14/9/1988,105,0,0,318,1989,21,2039,6574.81,5873.46,5040.11,154.811,2764.9,15347,17053.288,6821.315,83.899,19.068,95.7,67.728,67.728,1.211,8898.583,8899.794,139665.544,0.73,8,880,1381.8,92.044,810.557,804.969,1069.124,295.096,1364.22,6.792,8890.846,1.222,8892.067,139473.245,200,262.04,311.37,25.174,0.025,3.931,4.937,6798.182,350,0.944,4129.5,15.1,1651.8,0,0,17.968,28.729,19.436,134.8,Burdekin,AyrDPI,Mulg,1961,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,2261.8,1684.969,902.601,1197.697,29.13,3.956,9.18776547224311,0.113479497441762,11.6399248120301,0.774055,27.649
1990,14/11/1990,318,1989,15-Apr,5,sugar,alive,4,396,1985,14/10/1989,105,0,0,318,1990,21,2039,6457.41,5802.89,4948.47,153.153,2951.7,15089.4,16555.055,6622.023,80.631,20.806,98.7,62.707,62.707,1.222,8890.846,8892.067,139473.245,0.726,10,1100,1278.8,100.917,919.493,590.022,1067.126,301.567,1368.693,11.415,8885.345,1.302,8886.647,139131.023,200,258.24,304.02,24.351,0.018,4.729,5.041,6778.507,350.967,0.915,3521.2,12.9,1408.5,0,0,17.621,28.801,20.391,103,Burdekin,AyrDPI,Mulg,1961,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,2378.8,1690.022,1020.41,1321.977,29.098,4.747,9.06218972297402,0.111897262570934,9.88083870967742,0.765765,29.517
1991,15/04/1991,105,0,15-Apr,5,none,out,-1,0,1985,0.000,105,0,0,318,-1,21,2039,0,0,0,0,0,0,15819.021,6327.61,77.368,0,0,52.404,52.404,1.302,8885.345,8886.647,139131.023,0.723,0,0,1629.3,194.885,1135.551,432.279,0,212.034,212.034,53.689,8980.325,9.547,8989.872,142026.314,0,0,12.045,0.49,0.135,0.483,0.042,3219.731,351.612,0,0.4,0,0.1,0,0,21.649,30.595,18.903,204.4,Burdekin,AyrDPI,Mulg,1961,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,1629.3,432.279,1330.436,1542.47,1.108,0.618,0,0,0,,0
1992,14/07/1992,196,1991,15-Apr,6,sugar,alive,0,456,1991,15/4/1991,105,0,0,318,1992,21,2039,7729.95,6917.56,6018.8,185.795,3733.61,17111.5,0,0,0,21.817,172.8,139.234,139.234,9.547,8980.325,8989.872,142026.314,0.725,17,1870,687,15.915,985.243,464.46,1257.76,367.964,1625.724,18.941,8841.351,2.083,8843.434,137352.701,200,352.504,383.036,17.512,0.016,15.748,3.99,8078.098,353.56,0.959,4566.9,16.7,1826.8,0,0,17.261,28.993,19.887,122.8,Burdekin,AyrDPI,Mulg,1961,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,2557,2334.46,1001.158,1369.122,33.276,15.764,7.95879989376558,0.114284466490007,8.00840517241379,0.928975,37.336
1993,14/08/1993,226,1992,15-Apr,6,sugar,alive,1,396,1991,14/7/1992,105,0,0,318,1993,21,2039,6497.68,5739.83,4948.67,151.417,2951.92,15490.1,18426.69,7370.676,86.757,21.079,105.4,69.353,69.353,2.083,8841.351,8843.434,137352.701,0.714,14,1540,482.2,0.023,657.15,364.84,1058.61,324.187,1382.796,9.084,8831.103,0.924,8832.028,136598.418,200,269.315,309.34,13.805,0,6.818,3.148,7130.907,355.287,0.928,3765.6,13.8,1506.2,0,0,17.695,28.946,20.046,72,Burdekin,AyrDPI,Mulg,1961,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,2022.2,1904.84,657.173,981.36,20.623,6.818,7.94906658826988,0.109500606018531,7.60889447236181,0.757085,29.519
1994,14/09/1994,257,1993,15-Apr,6,sugar,alive,2,396,1991,14/8/1993,105,0,0,318,1994,21,2039,6419.18,5668.33,4932.05,150.528,2930.92,14871.3,16367.38,6546.952,75.207,21.049,103.2,51.586,51.586,0.924,8831.103,8832.028,136598.418,0.714,13,1430,409.4,0.969,440.015,339.578,1056.878,344.909,1401.787,4.405,8823.828,0.972,8824.8,135699.444,200,269.693,307.167,16.482,0.001,2.733,3.619,7435.516,357.048,0.954,4397.6,16.1,1759.1,0,0,17.914,29.028,20.251,46.8,Burdekin,AyrDPI,Mulg,1961,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,1839.4,1769.578,440.984,785.893,19.216,2.734,8.50643486752209,0.107382933355781,8.0068085106383,0.75264,29.309
1995,14/10/1995,287,1994,15-Apr,6,sugar,alive,3,395,1991,14/9/1994,105,0,0,318,1995,21,2039,7085.24,6321.02,5459.23,167.496,3252.89,16260.1,16378.634,6551.454,78.575,20.988,107.5,48.216,48.216,0.972,8823.828,8824.8,135699.444,0.712,13,1430,510.2,7.029,507.964,397.226,1116.39,298.443,1414.833,4.036,8811.426,1.152,8812.577,134541.299,200,272.956,322.262,19.905,0.004,6.492,4.177,8070.945,358.843,0.954,4384.8,16.1,1753.9,0,0,18.845,29.291,20.66,55.2,Burdekin,AyrDPI,Mulg,1961,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,1940.2,1827.226,514.993,813.436,26.401,6.496,9.1666821728675,0.118385703471717,8.90936170212766,0.83748,32.529
1996,13/11/1996,318,1995,15-Apr,6,sugar,alive,4,396,1991,14/10/1995,105,0,0,318,1996,21,2039,6894.74,6134.75,5308.3,162.817,3357.49,15864.4,17548.148,7019.259,77.013,22.464,103.9,58.591,58.591,1.152,8811.426,8812.577,134541.299,0.709,14,1540,547.9,99.887,593.065,384.886,1100.189,305.967,1406.156,4.421,8800.505,1.111,8801.616,133414.096,200,272.43,323.507,24.025,0.072,3.002,4.833,8279.446,360.666,0.946,4161.5,15.3,1664.6,0,0,19.503,29.755,20.901,107,Burdekin,AyrDPI,Mulg,1961,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,2087.9,1924.886,692.952,998.919,27.099,3.074,8.45852689457973,0.115788717610279,8.18175879396985,0.814085,33.575
1997,15/04/1997,105,0,15-Apr,6,none,out,-1,0,1991,0.000,105,0,0,318,-1,21,2039,0,0,0,0,0,0,17022.008,6808.802,77.367,0,0,47.384,47.384,1.111,8800.505,8801.616,133414.096,0.706,0,0,812.5,12.453,437.951,373.322,0,248.293,248.293,20.688,8906.788,4.852,8911.64,136706.94,0,0,6.731,0.24,0.032,0.301,0.023,3235.144,361.388,0,0.6,0,0.2,0,0,23.067,31.083,22.078,116.8,Burdekin,AyrDPI,Mulg,1961,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,812.5,373.322,450.404,698.697,0.573,0.333,0,0,0,,0
1998,15/07/1998,196,1997,15-Apr,7,sugar,alive,0,456,1997,15/4/1997,105,0,0,318,1998,21,2039,8836.96,7917.55,6947.24,214.772,3996.51,18897.2,0,0,0,19.988,184.2,161.187,161.187,4.852,8906.788,8911.64,136706.94,0.708,14,1540,1035.5,43.729,1069.372,594.892,1195.245,344.63,1539.876,19.194,8755.248,2.76,8758.008,130881.104,200,370.248,406.538,13.547,0.101,13.352,3.211,9611.555,363.555,0.972,5132.4,18.8,2053,0,0,19.202,28.19,18.842,189.6,Burdekin,AyrDPI,Mulg,1961,Furrow,BareFallow,35,Surf1,200,999,110,SWBased_900_60_30_15_60,P2R,15AprV1R4,T4,2575.5,2134.892,1113.101,1457.731,27,13.453,10.0600873486809,0.139473568001579,10.7925628140704,1.07386,39.965
