year,today,day,SowYear,SowDate,cropCycle,currentCrop,sugarStatus,ratoon_no,sugarDAS,sugarPlantYear,sugarPlantDate,sugarPlantingDAY,sugarPlantDelay,sugarHarvDelay,sugarLastHarvDAY,sugarHarvYear,realDelayForKill,totCycle,biomass,green_biomass,cane_wt,canefw,sucrose_wt,residue_wt,burntDM,burntOrgC,burntOrgN,ccs,totalInitTAW,totalInitPAW,totalInitInorgN,totalInitOrgN,totalInitSoilN,totalInitSoilC,meanInitOC2,irrigNum,totalIrrig,totalRain,totalDrain,totalRunoff,totalEffRain,totalTransp,totalEvap,totalEvapTr,totalSediment,totalSoilOrgN,totalSoilInorgN,totalSoilN,totalSoilC,totalFert,totalNUptake,totalNit,totalDeNit,totalNO3Leach,totalNO3Runoff,totalN2O,totalCO2,CO2,surfaceom_cover,surfaceom_wt,surfaceom_n,surfaceom_c,surfaceom_no3,surfaceom_nh4,meanTMin,meanTMax,meanRadn,maxRain,Region,WStation,Soil,StartYear,IrrigSys,Fallow,DryOff,Fert,FertAmt,IrrigAmt,IrrigFreq,MillMudAmt,NRunOffModel,Planting,Tillage,totalWater,totalWaterEff,totalWaterLoss,totalWaterLossWithEvap,totalNLoss,totalNPol,GPWUI,CWUE,GPWUI_450,NUE,sucroseTH,IrrigAlloc
1966,17/10/1966,290,1965,15-Apr,2,sugar,alive,3,395,1962,17/9/1965,108,3,0,321,1966,18,2039,6757.48,6028.64,5266.34,162.24,3150.57,,0,0,0,20.986,71.975,71.975,1.136,9685.306,9686.442,151649.711,0.933,22,3080,392.1,248.063,1931.138,263.288,1199.28,110.643,1309.923,1.336,9738.985,1.261,9740.246,153367.685,200,269.419,407.642,29.205,0.002,6.535,5.991,11779.515,350,0.909,3426.8,12.8,1370.7,0,0,17.835,28.885,19.842,102.9,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,140,LowFreq,0,P2R,15AprV1R4,T1,3472.1,3343.288,2179.201,2289.844,35.742,6.537,4.85270787320745,0.123854608247966,4.59603399433428,0.8112,31.506,999
1967,17/11/1967,321,1966,15-Apr,2,sugar,alive,4,396,1962,17/10/1966,108,3,0,321,1967,18,2039,6766.53,6062,5285.47,163.624,3149.73,,0,0,0,20.777,54.951,54.951,1.261,9738.985,9740.246,153367.685,0.944,20,2800,821.8,368.205,1923.357,398.247,1180.341,146.236,1326.577,2.033,9759.645,1.482,9761.127,154688.321,200,288.868,431.856,38.648,0.003,5.065,7.671,11798.027,350,0.883,3060.1,11.4,1224,0,0,18.232,28.911,20.213,154.9,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,140,LowFreq,0,P2R,15AprV1R4,T1,3621.8,3198.247,2291.562,2437.798,43.716,5.068,5.11605263758553,0.123343009866747,5.03458461538462,0.81812,31.497,999
1968,14/04/1968,105,0,15-Apr,2,none,out,-1,0,1962,0.000,105,0,0,321,-1,18,2039,0,0,0,0,0,,0,0,0,0,58.613,58.613,1.482,9759.645,9761.127,154688.321,0.95,0,0,1341.7,509.926,690.395,361.9,0,13.647,13.647,0,9893.923,6.013,9899.936,157887.281,0,0,60.031,1.13,0.018,0.622,0.161,5570.915,350,0.998,9142.6,40.4,3657,0,0,22.359,31.06,21.425,187.9,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,140,LowFreq,0,P2R,15AprV1R4,T1,1341.7,361.9,1200.321,1213.968,1.77,0.64,0,0,0,,0,999
1969,14/07/1969,195,1968,15-Apr,3,sugar,alive,0,456,1968,14/4/1968,105,0,0,318,1969,21,2039,8289.81,7458.11,6460.28,200.242,3633.86,,0,0,0,19.421,186.345,186.345,6.013,9893.923,9899.936,157887.281,0.959,24,3360,302.7,257.727,1717.574,243.138,1487.883,297.145,1785.028,3.842,9699.373,2.071,9701.444,154956.34,200,428.013,510.553,45.452,0.007,13.017,8.821,10849.984,350,0.858,2791.9,10.2,1116.8,0,0,17.239,28.858,19.267,46.5,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,140,LowFreq,0,P2R,15AprV1R4,T1,3662.7,3603.138,1975.301,2272.446,58.476,13.024,5.5574335482016,0.112178632492039,5.25569553805774,1.00121,36.339,999
1970,14/08/1970,226,1969,15-Apr,3,sugar,alive,1,396,1968,14/7/1969,105,0,0,318,1970,21,2039,6672.21,5970.21,5206.27,160.684,2985.14,,0,0,0,19.951,88.715,88.715,2.071,9699.373,9701.444,154956.34,0.939,19,2660,667.3,185.258,1742.056,401.578,1273.766,89.47,1363.236,0.867,9771.235,1.859,9773.094,156155.928,200,271.101,418.252,22.635,0.003,7.543,4.872,12829.852,350,0.877,2996.1,11.5,1198.4,0,0,17.457,29.272,20.242,133.6,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,140,LowFreq,0,P2R,15AprV1R4,T1,3327.3,3061.578,1927.314,2016.784,30.181,7.546,5.24840458090566,0.117869539830227,5.16668810289389,0.80342,29.851,999
1971,14/09/1971,257,1970,15-Apr,3,sugar,alive,2,396,1968,14/8/1970,105,0,0,318,1971,21,2039,6830.96,6203.23,5347.8,166.394,3193.72,,0,0,0,20.708,125.465,125.465,1.859,9771.235,9773.094,156155.928,0.956,18,2520,1226,288.864,2102.71,708.42,1217.448,154.885,1372.333,3.074,9779.915,2.412,9782.327,156958.277,200,295.515,428.785,22.178,0.004,19.957,4.797,12123.575,350,0.842,2632.3,9.7,1052.9,0,0,17.442,28.692,19.601,220,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,140,LowFreq,0,P2R,15AprV1R4,T1,3746,3228.42,2391.574,2546.459,42.139,19.961,5.15403819825178,0.121248997145737,5.60249158249158,0.83197,31.937,999
1972,13/10/1972,287,1971,15-Apr,3,sugar,alive,3,395,1968,14/9/1971,105,0,0,318,1972,21,2039,6823.26,6202.57,5317.42,165.396,3213.92,,0,0,0,21.001,107.558,107.558,2.412,9779.915,9782.327,156958.277,0.959,20,2800,1328.3,538.734,2211.354,435.242,1264.92,151.659,1416.579,2.299,9805.027,1.302,9806.329,157859.396,200,285.5,422.982,29.496,0.008,11.062,5.908,11980.279,350,0.87,2909.2,10.8,1163.7,0,0,16.804,28.821,20.091,206.2,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,140,LowFreq,0,P2R,15AprV1R4,T1,4128.3,3235.242,2750.088,2901.747,40.566,11.07,5.11232235486557,0.116757342866159,5.08910769230769,0.82698,32.139,999
1973,17/11/1973,321,1972,15-Apr,3,sugar,alive,4,400,1968,13/10/1972,105,0,4,318,1973,17,2039,6997.6,6277.99,5418.11,167.593,3217.34,,0,0,0,20.713,69.191,69.191,1.302,9805.027,9806.329,157859.396,0.964,20,2800,1238.1,481.16,2126.317,654.184,1201.686,155.798,1357.484,2.549,9823.889,2.552,9826.44,158435.909,200,299.845,438.601,32.111,0.007,6.355,6.384,12870.992,350,0.803,2317.3,8.6,926.9,0,0,18.843,29.254,19.804,108.5,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,140,LowFreq,0,P2R,15AprV1R4,T1,4038.1,3454.184,2607.477,2763.275,38.473,6.362,4.85188397607076,0.123458545367754,5.15670769230769,0.837965,32.173,999
1974,15/04/1974,105,0,15-Apr,3,none,out,-1,0,1968,0.000,105,0,4,322,-1,17,2043,0,0,0,0,0,,0,0,0,0,142.33,142.33,2.552,9823.889,9826.44,158435.909,0.969,0,0,1721.8,905.456,741.204,284.787,0,9.023,9.023,0,9956.671,4.695,9961.366,161648.521,0,0,44.123,1.312,0.075,0.606,0.135,5234.649,350,0.999,10586.5,43.8,4234.6,0,0,22.293,30.139,17.364,152.9,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,140,LowFreq,0,P2R,15AprV1R4,T1,1721.8,284.787,1646.66,1655.683,1.993,0.681,0,0,0,,0,999
1975,15/07/1975,196,1974,15-Apr,4,sugar,alive,0,456,1974,15/4/1974,105,0,0,318,1975,21,2039,8646.83,7708.13,6759.56,208.488,3589.48,,0,0,0,18.277,208.448,208.448,4.695,9956.671,9961.366,161648.521,0.977,20,2800,763.6,311.6,1690.77,530.033,1443.391,259.679,1703.07,3.285,9804.759,1.893,9806.652,158104.405,200,404.635,475.983,30.069,0.019,13.138,5.901,12180.757,350,0.914,3508.4,12.9,1403.4,0,0,17.001,28.293,19.228,65,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,140,LowFreq,0,P2R,15AprV1R4,T1,3563.6,3330.033,2002.37,2262.049,43.226,13.157,6.26083885655187,0.122418925822192,6.41501538461538,1.04244,35.895,999
1976,14/08/1976,227,1975,15-Apr,4,sugar,alive,1,396,1974,15/7/1975,105,0,0,318,1976,21,2039,5884.37,5283.53,4569.96,141.323,2649.86,,0,0,0,20.163,66.607,66.607,1.893,9804.759,9806.652,158104.405,0.963,16,2240,1989.1,940.289,2254.182,662.865,985.04,33.93,1018.97,0.091,9898.283,1.416,9899.699,158560.959,200,221.022,363.474,41.841,0.023,3.628,8.337,12947.981,350,0.964,4738.1,19.3,1895.2,0,0,17.81,28.163,18.823,179.8,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,140,LowFreq,0,P2R,15AprV1R4,T1,4229.1,2902.865,3194.471,3228.401,45.492,3.651,4.86839725581451,0.138692012522449,5.25364312267658,0.706615,26.499,999
1977,14/09/1977,257,1976,15-Apr,4,sugar,alive,2,396,1974,14/8/1976,105,0,0,318,1977,21,2039,7034.06,6355.47,5492.22,170.049,3085.42,,0,0,0,19.418,82.266,82.266,1.416,9898.283,9899.699,158560.959,0.983,18,2520,1380,391.821,2228.339,538.664,1156.157,129.357,1285.515,2.605,9891.801,1.321,9893.121,157920.673,200,315.229,445.004,27.437,0.015,8.527,5.781,13532.36,350,0.899,3270,12,1308,0,0,17.722,28.369,19.544,170.6,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,140,LowFreq,0,P2R,15AprV1R4,T1,3900,3058.664,2620.16,2749.517,35.979,8.542,5.55958418446747,0.132280836863047,5.72555555555556,0.850245,30.854,999
1978,14/10/1978,287,1977,15-Apr,4,sugar,alive,3,395,1974,14/9/1977,105,0,0,318,1978,21,2039,7398.87,6668.01,5831.4,180.787,3518.59,,0,0,0,21.039,76.591,76.591,1.321,9891.801,9893.121,157920.673,0.986,19,2660,953.7,296.945,1966.746,530.505,1228.104,123.94,1352.044,1.498,9917.058,1.385,9918.443,157412.393,200,299.813,434.571,27.98,0.013,7.713,5.794,14251.325,350,0.884,3078.8,11.4,1231.5,0,0,17.755,28.363,20.718,150.6,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,140,LowFreq,0,P2R,15AprV1R4,T1,3613.7,3190.505,2263.691,2387.631,35.706,7.726,5.66640704214537,0.133713843632308,5.81308681672026,0.903935,35.186,999
