year,today,day,SowYear,SowDate,cropCycle,currentCrop,sugarStatus,ratoon_no,sugarDAS,sugarPlantYear,sugarPlantDate,sugarPlantingDAY,sugarPlantDelay,sugarHarvDelay,sugarLastHarvDAY,sugarHarvYear,realDelayForKill,totCycle,biomass,green_biomass,cane_wt,canefw,sucrose_wt,residue_wt,burntDM,burntOrgC,burntOrgN,ccs,totalInitTAW,totalInitPAW,totalInitInorgN,totalInitOrgN,totalInitSoilN,totalInitSoilC,meanInitOC2,irrigNum,totalIrrig,totalRain,totalDrain,totalRunoff,totalEffRain,totalTransp,totalEvap,totalEvapTr,totalSediment,totalSoilOrgN,totalSoilInorgN,totalSoilN,totalSoilC,totalFert,totalNUptake,totalNit,totalDeNit,totalNO3Leach,totalNO3Runoff,totalN2O,totalCO2,CO2,surfaceom_cover,surfaceom_wt,surfaceom_n,surfaceom_c,surfaceom_no3,surfaceom_nh4,meanTMin,meanTMax,meanRadn,maxRain,Region,WStation,Soil,StartYear,IrrigSys,Fallow,DryOff,Fert,FertAmt,IrrigAmt,IrrigFreq,MillMudAmt,NRunOffModel,Planting,Tillage,totalWater,totalWaterEff,totalWaterLoss,totalWaterLossWithEvap,totalNLoss,totalNPol,GPWUI,CWUE,GPWUI_450,NUE,sucroseTH,IrrigAlloc
1956,14/04/1956,105,0,15-Apr,0,none,out,-1,0,-1,0.000,105,0,0,318,-1,21,2039,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.89,0,0,908.8,24.993,440.807,459.959,0,277.705,277.705,20.633,9506.471,28.495,9534.966,141792.379,0,0,34.65,7.699,0.206,1.19,1.16,1030.221,350,0,0.5,0,0.2,0,0,22.406,30.649,17.187,67.8,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T4,908.8,459.959,465.8,743.505,9.095,1.396,0,0,0,,0,999
1957,14/07/1957,195,1956,15-Apr,1,sugar,alive,0,456,1956,14/4/1956,105,0,0,318,1957,21,2039,7886.94,7112.85,6101.93,189.319,3249.89,,0,0,0,18.214,194.845,194.845,28.495,9506.471,9534.966,141792.379,0.884,19,2090,1202.9,194.053,1500.202,695.864,1300.458,416.071,1716.529,32.458,9421.742,0.821,9422.563,141374.395,200,291.736,324.806,40.198,0.595,16.012,8.472,3468.069,350,0.972,5097.6,18.7,2039,0,0,16.955,27.951,18.212,77.7,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T4,3292.9,2785.864,1694.255,2110.326,56.805,16.607,6.79570144127639,0.110291757377825,7.45350393700787,0.946595,32.499,999
1958,14/08/1958,226,1957,15-Apr,1,sugar,alive,1,396,1956,14/7/1957,105,0,0,318,1958,21,2039,6095.35,5375.79,4633.07,141.22,2464.06,,19505.502,7802.201,89.932,18.561,76.962,76.962,0.821,9421.742,9422.563,141374.395,0.868,18,1980,1020.9,205.507,1407.135,497.613,1079.36,324.998,1404.358,12.627,9430.459,0.897,9431.357,142407.593,200,244.71,292.933,17.689,0.001,4.573,3.764,5384.733,350,0.936,3932.4,14.4,1573,0,0,17.772,29.136,19.572,136.1,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T4,3000.9,2477.613,1612.642,1937.64,22.263,4.574,5.6998409356102,0.100558404623323,5.81152263374486,0.7061,24.641,999
1959,14/09/1959,257,1958,15-Apr,1,sugar,alive,2,396,1956,14/8/1958,105,0,0,318,1959,21,2039,7127.36,6388.4,5476.32,168.614,3020.65,,15771.966,6308.786,66.986,19.135,60.861,60.861,0.897,9430.459,9431.357,142407.593,0.865,19,2090,875.3,262.28,1192.046,478.437,1214.188,288.575,1502.763,10.284,9424.839,0.963,9425.802,143457.407,200,253.395,304.722,25.59,0.001,7.316,5.181,5563.911,350,0.952,4343.3,15.9,1737.3,0,0,16.929,28.362,19.643,162.8,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T4,2965.3,2568.437,1454.326,1742.901,32.907,7.317,6.56484858300982,0.112202656040906,6.63834645669291,0.84307,30.207,999
1960,13/10/1960,287,1959,15-Apr,1,sugar,alive,3,395,1956,14/9/1959,105,0,0,318,1960,21,2039,7308.09,6551.21,5692.72,175.607,3246.48,,17725.648,7090.26,77.019,19.839,69.072,69.072,0.963,9424.839,9425.802,143457.407,0.858,20,2200,1112.7,270.921,1578.791,492.923,1184.843,287.082,1471.925,17.668,9412.591,1.359,9413.949,144536.382,200,260.436,320.012,30.508,0.001,7.554,5.916,6014.869,350,0.958,4517,16.6,1806.8,0,0,17.803,28.647,20.438,210.1,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T4,3312.7,2692.923,1849.712,2136.794,38.063,7.555,6.52105537365903,0.119304312380047,6.62667924528302,0.878035,32.465,999
1961,13/11/1961,317,1960,15-Apr,1,sugar,alive,4,396,1956,13/10/1960,105,0,0,318,1961,21,2039,7307.51,6563.51,5652.33,175.153,3517.14,,17570.105,7028.042,77.306,21.799,60.135,60.135,1.359,9412.591,9413.949,144536.382,0.85,22,2420,499,147.336,1116.375,301.51,1327.964,314.115,1642.078,11.111,9388.577,2.031,9390.608,145389.291,200,269.638,330.731,34.996,0.001,7.047,6.753,6297.566,350,0.93,3800.5,13.9,1520.2,0,0,16.991,29.222,21.178,63.2,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T4,2919,2721.51,1263.711,1577.826,42.044,7.048,6.43587567196152,0.10666545681752,6.10289198606272,0.875765,35.171,999
1962,15/04/1962,105,0,15-Apr,1,none,out,-1,0,1956,0.000,105,0,0,318,-1,21,2039,0,0,0,0,0,,17299.453,6919.78,76.505,0,73.347,73.347,2.031,9388.577,9390.608,145389.291,0.842,0,0,875.8,76.557,394.113,462.263,0,314.864,314.864,18.674,9474.693,22.352,9497.046,148111.464,0,0,29.885,2.391,0.001,1.365,0.218,4060.383,350,0,0.4,0,0.1,0,0,21.944,31.478,21.317,102.1,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T4,875.8,462.263,470.67,785.534,3.757,1.366,0,0,0,,0,999
1963,15/07/1963,196,1962,15-Apr,2,sugar,alive,0,456,1962,15/4/1962,105,0,0,318,1963,21,2039,7059.23,6260.58,5480.98,168.185,3117.05,,0,0,0,19.896,163.613,163.613,22.352,9474.693,9497.046,148111.464,0.841,19,2090,1147.9,221.647,1521.065,665.355,1229.898,367.692,1597.59,24.796,9311.083,1.752,9312.835,145846.224,200,361.148,401.562,40.163,0.001,19.342,8.353,5394.651,350,0.965,4784.1,17.5,1913.6,0,0,16.968,28.851,18.604,91.9,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T4,3237.9,2755.355,1742.712,2110.404,59.506,19.343,6.10393216119157,0.105274194255097,6.62145669291339,0.840925,31.17,999
1964,14/08/1964,227,1963,15-Apr,2,sugar,alive,1,396,1962,15/7/1963,105,0,0,318,1964,21,2039,6314.98,5546.97,4797.14,145.89,2576.43,,17481.539,6992.615,90.772,18.822,61.212,61.212,1.752,9311.083,9312.835,145846.224,0.824,19,2090,612.7,7.901,1213.262,466.075,1157.748,322.694,1480.442,15.333,9288.873,1.257,9290.13,146308.337,200,269.191,319.972,23.555,0,8.435,5.052,5703.997,350,0.94,4025.3,14.8,1610.1,0,0,17.172,29.171,19.499,92.7,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T4,2702.7,2556.075,1221.163,1543.857,31.99,8.435,5.70757900296353,0.0985448940248926,5.74370078740157,0.72945,25.764,999
1965,14/09/1965,257,1964,15-Apr,2,sugar,alive,2,396,1962,14/8/1964,105,0,0,318,1965,21,2039,6881.31,6210.64,5238.75,162.027,2947.42,,16323.132,6529.252,77.986,19.475,62.309,62.309,1.257,9288.873,9290.13,146308.337,0.82,20,2200,831.2,208.484,1248.867,449.348,1230.057,332.301,1562.357,10.923,9266.958,1.07,9268.029,147078.56,200,259.212,320.618,35.769,0.001,7.707,7.052,5651.526,350,0.93,3792.2,13.9,1516.9,0,0,17.287,29.163,19.689,107.4,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T4,3031.2,2649.348,1457.351,1789.652,43.477,7.708,6.11573111573112,0.103706771243704,6.11422641509434,0.810135,29.474,999
1966,14/10/1966,287,1965,15-Apr,2,sugar,alive,3,395,1962,14/9/1965,105,0,0,318,1966,21,2039,6946.62,6188.21,5318.91,163.19,3014.29,,17185.145,6874.057,79.074,19.819,73.802,73.802,1.07,9266.958,9268.029,147078.56,0.812,22,2420,392.1,162.691,1171.992,278.609,1200.222,290.267,1490.489,8.47,9256.677,1.193,9257.87,148133.536,200,255.202,316.692,32.565,0.001,7.903,6.311,5824.924,350,0.957,4492,16.5,1796.8,0,0,17.785,28.871,19.833,102.9,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T4,2812.1,2698.609,1334.683,1624.95,40.469,7.904,6.04718949651469,0.109487557439203,5.68606271777003,0.81595,30.143,999
1967,14/11/1967,318,1966,15-Apr,2,sugar,alive,4,396,1962,14/10/1966,105,0,0,318,1967,21,2039,7205.85,6449.91,5543.76,171.08,3220.23,,17653.787,7061.515,77.446,20.252,60.729,60.729,1.193,9256.677,9257.87,148133.536,0.805,20,2200,821.8,196.381,1279.555,415.158,1229.955,309.514,1539.469,10.546,9245.86,1.415,9247.275,149104.004,200,255.977,320.166,34.756,0.001,6.922,6.942,6078.584,350,0.941,4051.4,14.9,1620.5,0,0,18.229,28.885,20.191,154.9,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T4,3021.8,2615.158,1475.936,1785.45,41.679,6.923,6.54186095065767,0.111129227025682,6.45584905660377,0.8554,32.202,999
1968,14/04/1968,105,0,15-Apr,2,none,out,-1,0,1962,0.000,105,0,0,318,-1,21,2039,0,0,0,0,0,,17571.415,7028.567,75.121,0,67.124,67.124,1.415,9245.86,9247.275,149104.004,0.799,0,0,1341.7,140.49,843.93,456.474,0,277.814,277.814,39.906,9342.999,8.894,9351.893,152615.587,0,0,12.822,0.511,0.003,0.67,0.046,3198.122,350,0,0.5,0,0.2,0,0,22.329,31.086,21.557,187.9,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T4,1341.7,456.474,984.42,1262.234,1.184,0.673,0,0,0,,0,999
1969,14/07/1969,195,1968,15-Apr,3,sugar,alive,0,456,1968,14/4/1968,105,0,0,318,1969,21,2039,7561.32,6806.2,5842.55,180.83,3359.85,,0,0,0,19.954,146.591,146.591,8.894,9342.999,9351.893,152615.587,0.8,24,2640,302.7,38.071,1240.227,253.524,1321.182,410.388,1731.57,24.964,9199.563,1.959,9201.522,149656.255,200,344.055,385.284,29.096,0.001,15.73,6.238,6295.182,350,0.949,4239.9,15.5,1695.9,0,0,17.239,28.858,19.267,46.5,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T4,2942.7,2893.524,1278.298,1688.686,44.827,15.731,6.24947296099842,0.104431238702449,5.85210355987055,0.90415,33.599,999
1970,14/08/1970,226,1969,15-Apr,3,sugar,alive,1,396,1968,14/7/1969,105,0,0,318,1970,21,2039,6727.99,5998.1,5074.01,155.545,2886.97,,18213.378,7285.352,90.077,19.929,79.424,79.424,1.959,9199.563,9201.522,149656.255,0.785,19,2090,667.3,23.582,1170.462,410.076,1210.789,317.865,1528.654,11.503,9181.725,1.336,9183.062,150081.718,200,273.382,317.183,18.371,0.001,6.548,3.913,6051.355,350,0.931,3811.3,14,1524.5,0,0,17.457,29.272,20.242,133.6,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T4,2757.3,2500.076,1194.044,1511.909,24.92,6.549,6.22161086302976,0.101752914655638,6.1238188976378,0.777725,28.87,999
1971,14/09/1971,257,1970,15-Apr,3,sugar,alive,2,396,1968,14/8/1970,105,0,0,318,1971,21,2039,7291.38,6580.02,5640.24,174.445,3235.35,,17298.44,6919.376,75.778,19.912,114.028,114.028,1.336,9181.725,9183.062,150081.718,0.782,18,1980,1226,180.228,1458.854,723.273,1270.668,304.703,1575.371,12.501,9174.771,1.296,9176.066,150921.854,200,249.956,310.413,29.029,0.002,13.401,5.743,6118.885,350,0.941,4036.5,14.8,1614.6,0,0,17.442,28.692,19.601,220,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T4,3206,2703.273,1639.082,1943.785,42.432,13.403,6.4531033306662,0.110732646468673,7.17880658436214,0.872225,32.353,999
1972,13/10/1972,287,1971,15-Apr,3,sugar,alive,3,395,1968,14/9/1971,105,0,0,318,1972,21,2039,7051.23,6372.83,5436.08,168.267,3181.08,,17465.756,6986.303,72.844,20.353,105.575,105.575,1.296,9174.771,9176.066,150921.854,0.776,20,2200,1328.3,384.565,1594.372,451.296,1283.953,303.94,1587.893,11.313,9173.958,1.216,9175.173,151865.721,200,250.102,308.283,28.651,0.004,8.653,5.578,6179.663,350,0.937,3954,14.5,1581.6,0,0,16.804,28.821,20.091,206.2,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T4,3528.3,2651.296,1978.937,2282.877,37.308,8.657,6.34659426936864,0.105968727111965,6.34969811320755,0.841335,31.811,999
1973,17/11/1973,321,1972,15-Apr,3,sugar,alive,4,400,1968,13/10/1972,105,0,4,318,1973,17,2039,7407.8,6627.68,5651.93,174.151,3181.8,,17089.679,6835.871,74.083,19.573,67.045,67.045,1.216,9173.958,9175.173,151865.721,0.771,20,2200,1238.1,314.63,1496.039,669.002,1251.775,299.92,1551.695,10.703,9164.197,1.713,9165.911,152496.577,200,259.824,321.156,31.318,0.003,7.901,6.201,6689.528,350,0.932,3843,14.1,1537.2,0,0,18.843,29.254,19.804,108.5,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T4,3438.1,2869.002,1810.669,2110.589,39.222,7.904,6.07008987794362,0.11223275192612,6.5717358490566,0.870755,31.818,999
1974,15/04/1974,105,0,15-Apr,3,none,out,-1,0,1968,0.000,105,0,4,322,-1,17,2043,0,0,0,0,0,,18191.417,7276.566,73.997,0,142.781,142.781,1.713,9164.197,9165.911,152496.577,0.765,0,0,1721.8,342.896,991.611,507.532,0,363.701,363.701,47.076,9261.757,9.742,9271.499,156072.048,0,0,17.987,1.407,0.015,0.998,0.097,3360.18,350,0,0.2,0,0.1,0,0,22.293,30.139,17.364,152.9,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T4,1721.8,507.532,1334.507,1698.208,2.42,1.013,0,0,0,,0,999
1975,15/07/1975,196,1974,15-Apr,4,sugar,alive,0,456,1974,15/4/1974,105,0,0,318,1975,21,2039,8130.15,7244.6,6294.58,193.851,3433.63,,0,0,0,18.887,166.373,166.373,9.742,9261.757,9271.499,156072.048,0.767,20,2200,763.6,96.58,1266.454,547.815,1330.3,369.787,1700.087,24.397,9133.552,1.869,9135.421,152823.414,200,335.129,370.372,24.94,0.004,16.217,5.342,6705.153,350,0.973,5150.3,18.9,2060.1,0,0,17.001,28.293,19.228,65,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T4,2963.6,2747.815,1363.034,1732.821,41.161,16.221,7.0547325784305,0.114024164645692,7.3151320754717,0.969255,34.336,999
1976,14/08/1976,227,1975,15-Apr,4,sugar,alive,1,396,1974,15/7/1975,105,0,0,318,1976,21,2039,6732.25,6033.62,5179.62,159.977,2883.44,,19980.095,7992.039,93.408,19.27,66.852,66.852,1.869,9133.552,9135.421,152823.414,0.753,16,1760,1989.1,443.897,1857.073,757.412,1091.714,351.787,1443.501,27.7,9135.085,1.22,9136.305,153055.665,200,243.517,301.127,28.437,0.007,7.246,5.71,6419.326,350,0.912,3467,12.7,1386.8,0,0,17.81,28.163,18.823,179.8,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T4,3749.1,2517.412,2300.97,2652.757,35.69,7.253,6.35481995001216,0.110825693920545,7.23877828054299,0.799885,28.834,999
1977,14/09/1977,257,1976,15-Apr,4,sugar,alive,2,396,1974,14/8/1976,105,0,0,318,1977,21,2039,7084.12,6369.08,5456.38,168.119,2918.71,,16144.384,6457.754,66.979,18.454,71.481,71.481,1.22,9135.085,9136.305,153055.665,0.753,18,1980,1380,216.187,1701.613,557.458,1143.433,296.101,1439.535,18.062,9127.885,1.209,9129.095,153266.354,200,259.246,309.985,23.039,0.004,7.643,4.651,6638.279,350,0.951,4299.5,15.8,1719.8,0,0,17.722,28.369,19.544,170.6,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T4,3360,2537.458,1917.8,2213.901,30.686,7.647,6.6254889736106,0.116787018030128,6.91847736625514,0.840595,29.187,999
1978,14/10/1978,287,1977,15-Apr,4,sugar,alive,3,395,1974,14/9/1977,105,0,0,318,1978,21,2039,7442.74,6690.09,5805.77,179.306,3443.2,,17490.294,6996.118,75.974,20.72,74.147,74.147,1.209,9127.885,9129.095,153266.354,0.748,19,2090,953.7,200.628,1330.135,524.425,1211.331,298.024,1509.355,15.228,9125.652,1.26,9126.912,153472.882,200,255.611,313.918,28.099,0.006,7.579,5.469,7066.177,350,0.953,4365.7,16,1746.3,0,0,17.755,28.363,20.718,150.6,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T4,3043.7,2614.425,1530.763,1828.787,35.684,7.585,6.85833405050824,0.118796439538743,7.05929133858268,0.89653,34.432,999
1979,14/11/1979,318,1978,15-Apr,4,sugar,alive,4,396,1974,14/10/1978,105,0,0,318,1979,21,2039,7064.7,6317.84,5433.05,167.845,3187.93,,17625.081,7050.032,73.102,20.462,77.73,77.73,1.26,9125.652,9126.912,153472.882,0.744,19,2090,1489.5,316.419,1786.658,574.892,1154.849,333.084,1487.932,15.572,9122.898,1.535,9124.433,153466.437,200,243.64,313.337,39.015,0.009,7.602,7.496,7199.533,350,0.922,3647.8,13.4,1459.1,0,0,18.32,28.53,19.539,350.7,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T4,3579.5,2664.892,2103.077,2436.161,46.626,7.611,6.29837907127193,0.112804214171078,6.60807086614173,0.839225,31.879,999
1980,14/04/1980,105,0,15-Apr,4,none,out,-1,0,1974,0.000,105,0,0,318,-1,21,2039,0,0,0,0,0,,16969.649,6787.86,71.792,0,66.221,66.221,1.535,9122.898,9124.433,153466.437,0.74,0,0,636.1,18.676,305.069,328.242,0,231.744,231.744,14.332,9222.233,8.18,9230.414,156278.308,0,0,11.12,0.393,0.003,0.355,0.039,3910.179,350,0,0.6,0,0.2,0,0,22.487,31.511,22.411,86.4,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T4,636.1,328.242,323.745,555.489,0.751,0.358,0,0,0,,0,999
1981,14/07/1981,195,1980,15-Apr,5,sugar,alive,0,456,1980,14/4/1980,105,0,0,318,1981,21,2039,8063.08,7263.06,6284.79,194.789,3435.41,,0,0,0,18.793,146.833,146.833,8.18,9222.233,9230.414,156278.308,0.742,19,2090,1226.2,278.38,1486.411,673.522,1258.456,363.27,1621.725,26.865,9090.124,1.779,9091.903,151718.724,200,337.653,373.805,23.25,0.011,16.993,4.994,7940.721,350,0.966,4820.4,17.7,1928.2,0,0,17.555,28.055,18.773,104.8,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T4,3316.2,2763.522,1764.791,2128.061,40.254,17.004,7.04857786549193,0.120112226178914,7.66885826771653,0.973945,34.354,999
1982,14/08/1982,226,1981,15-Apr,5,sugar,alive,1,396,1980,14/7/1981,105,0,0,318,1982,21,2039,6929.38,6197.84,5318.51,163.666,3096,,19212.85,7685.139,91.368,20.367,76.517,76.517,1.779,9090.124,9091.903,151718.724,0.73,19,2090,604.4,65.424,1095.84,433.014,1220.978,319.638,1540.615,12.1,9075.011,1.244,9076.255,150161.614,200,270.032,316.478,20.915,0.006,5.199,4.411,8198.909,350,0.94,4028.1,14.8,1611.2,0,0,17.532,28.965,19.448,47.4,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T4,2694.4,2523.014,1161.264,1480.902,26.12,5.205,6.48692397267712,0.106234198680397,6.44354330708662,0.81833,30.96,999
1983,14/09/1983,257,1982,15-Apr,5,sugar,alive,2,396,1980,14/8/1982,105,0,0,318,1983,21,2039,7115.07,6361.47,5510.96,169.539,3027.43,,17116.363,6846.545,73.073,19.064,69.038,69.038,1.244,9075.011,9076.255,150161.614,0.729,20,2200,637.3,238.839,1097.467,378.189,1187.78,304.786,1492.566,8.024,9070.755,1.226,9071.981,148773.978,200,260.38,312.25,22.819,0.011,6.67,4.661,8404.327,350,0.951,4314.4,15.8,1725.8,0,0,17.915,28.646,19.857,95.4,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T4,2837.3,2578.189,1336.306,1641.092,29.5,6.681,6.57589494020803,0.113588946820442,6.39769811320755,0.847695,30.274,999
1984,13/10/1984,287,1983,15-Apr,5,sugar,alive,3,395,1980,14/9/1983,105,0,0,318,1984,21,2039,7441,6702.86,5718.14,176.956,3332.41,,17302.155,6920.863,72.025,20.263,77.466,77.466,1.226,9070.755,9071.981,148773.978,0.725,22,2420,624.6,193.312,1280.565,464.367,1262.699,300.15,1562.85,13.066,9045.251,2.356,9047.607,147394.875,200,276.138,335.733,28.328,0.013,8.153,5.583,8616.985,350,0.932,3849,14.1,1539.6,0,0,17.81,28.719,19.464,75.6,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T4,3044.6,2884.367,1473.877,1774.027,36.494,8.166,6.13500293131907,0.113226477269092,6.16571428571429,0.88478,33.324,999
1985,13/11/1985,317,1984,15-Apr,5,sugar,alive,4,396,1980,13/10/1984,105,0,0,318,1985,21,2039,7668.65,6947.81,5897.43,183.351,3361.03,,17915.982,7166.393,75.684,19.647,85.339,85.339,2.356,9045.251,9047.607,147394.875,0.721,21,2310,872.5,151.482,1401.281,560.479,1300.996,309.353,1610.349,11.115,9007.687,2.172,9009.859,147043.373,200,280.855,352.583,38.659,0.037,9.277,7.427,7749.951,350,0.921,3633.2,13.3,1453.3,0,0,17.761,28.762,19.57,111.4,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T4,3182.5,2870.479,1552.763,1862.116,47.973,9.314,6.38747052321233,0.113857927691451,6.64315217391304,0.916755,33.61,999
1986,15/04/1986,105,0,15-Apr,5,none,out,-1,0,1980,0.000,105,0,0,318,-1,21,2039,0,0,0,0,0,,18143.667,7257.467,78.661,0,104.728,104.728,2.172,9007.687,9009.859,147043.373,0.717,0,0,420.5,56.427,128.469,280.127,0,207.585,207.585,4.829,9103.648,20.552,9124.2,149280.921,0,0,23.833,0.421,0.018,0.254,0.067,4900.047,350,0,0.7,0,0.3,0,0,22.125,31.888,20.927,117.8,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T4,420.5,280.127,184.896,392.481,0.693,0.272,0,0,0,,0,999
1987,15/07/1987,196,1986,15-Apr,6,sugar,alive,0,456,1986,15/4/1986,105,0,0,318,1987,21,2039,7817.86,6988.25,6070.41,187.302,3693.54,,0,0,0,21.355,132.748,132.748,20.552,9103.648,9124.2,149280.921,0.718,23,2530,585.4,40.368,1376.991,483.116,1346.933,397.692,1744.625,26.651,8920.858,2.082,8922.94,145651.65,200,381.302,425.945,37.851,0.017,20.61,8.012,6951.511,350,0.964,4765.2,17.5,1906.1,0,0,18.179,29.194,18.291,44,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T4,3115.4,3013.116,1417.359,1815.051,58.478,20.627,6.21622267446723,0.107359461202264,6.28530201342282,0.93651,36.935,999
1988,14/08/1988,227,1987,15-Apr,6,sugar,alive,1,396,1986,15/7/1987,105,0,0,318,1988,21,2039,6855.32,6080.66,5176.7,158.12,2839.22,,18903.68,7561.472,89.962,19.186,86.164,86.164,2.082,8920.858,8922.94,145651.65,0.705,19,2090,974.5,70.256,1491.73,420.382,1194.932,317.047,1511.98,14.054,8911.983,1.093,8913.076,145704.928,200,264.23,313.665,21.131,0.018,6.566,4.463,6517.907,350,0.951,4311.6,15.8,1724.6,0,0,17.994,29.174,19.627,254,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T4,3064.5,2510.382,1561.986,1879.033,27.715,6.584,6.29864299536883,0.104578102884959,6.2251968503937,0.7906,28.392,999
1989,14/09/1989,257,1988,15-Apr,6,sugar,alive,2,396,1986,14/8/1988,105,0,0,318,1989,21,2039,6856.95,6108.63,5282.87,161.982,2886,,17933.189,7173.275,81.466,19.015,76.699,76.699,1.093,8911.983,8913.076,145704.928,0.705,16,1760,1393,309.148,1414.41,736.5,1150.206,288.232,1438.437,12.515,8920.928,0.845,8921.774,146184.7,200,243.969,296.753,27.765,0.041,5.026,5.471,6447.965,350,0.957,4508.9,16.5,1803.6,0,0,17.953,28.513,19.014,134.8,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T4,3153,2496.5,1723.558,2011.79,32.832,5.067,6.48836370919287,0.112609728476117,7.32950226244344,0.80991,28.86,999
1990,14/10/1990,287,1989,15-Apr,6,sugar,alive,3,395,1986,14/9/1989,105,0,0,318,1990,21,2039,6867.14,6223.41,5329.73,165.355,3098.16,,17212.28,6884.911,74.806,20.146,67.705,67.705,0.845,8920.928,8921.774,146184.7,0.702,19,2090,1277.8,385.385,1499.142,530.377,1175.768,307.519,1483.287,11.337,8926.416,1.272,8927.689,146344.248,200,238.88,302.51,31.917,0.05,7.634,6.118,6707.813,350.839,0.93,3790.9,13.9,1516.4,0,0,17.407,28.757,20.276,103,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T4,3367.8,2620.377,1884.527,2192.046,39.601,7.684,6.31035152575374,0.111478763044509,6.51003937007874,0.826775,30.982,999
