year,today,day,SowYear,SowDate,cropCycle,currentCrop,sugarStatus,ratoon_no,sugarDAS,sugarPlantYear,sugarPlantDate,sugarPlantingDAY,sugarPlantDelay,sugarHarvDelay,sugarLastHarvDAY,sugarHarvYear,realDelayForKill,totCycle,biomass,green_biomass,cane_wt,canefw,sucrose_wt,residue_wt,burntDM,burntOrgC,burntOrgN,ccs,totalNGCane,totalInitTAW,totalInitPAW,totalInitInorgN,totalInitOrgN,totalInitSoilN,totalInitSoilC,meanInitOC2,irrigNum,totalIrrig,totalRain,totalDrain,totalRunoff,totalEffRain,totalTransp,totalEvap,totalEvapTr,totalSediment,totalSoilOrgN,totalSoilInorgN,totalSoilN,totalSoilC,totalFert,totalNUptake,totalNit,totalDeNit,totalNO3Leach,totalNO3Runoff,totalN2O,totalCO2,CO2,surfaceom_cover,surfaceom_wt,surfaceom_n,surfaceom_c,surfaceom_no3,surfaceom_nh4,meanTMin,meanTMax,meanRadn,maxRain,Region,WStation,Soil,StartYear,IrrigSys,Fallow,DryOff,Fert,FertAmt,IrrigAmt,IrrigFreq,MillMudAmt,NRunOffModel,Planting,Tillage,totalWater,totalWaterEff,totalWaterLoss,totalWaterLossWithEvap,totalNLoss,totalNPol,GPWUI,CWUE,GPWUI_450,NUE,sucroseTH,IrrigAlloc
1968,14/09/1968,258,1967,15-Apr,2,sugar,alive,2,396,1965,15/8/1967,105,0,0,318,1968,21,2039,7195.61,6429.13,5595.23,172.054,3141.92,16003.8,16707.762,6683.105,69.667,19.561,94.6,79.858,79.858,1.179,9301.324,9302.503,145288.268,0.82,19,2090,1458.4,396.834,1683.771,523.192,1190.618,292.79,1483.408,23.851,9292.276,1.144,9293.42,145939.763,200,262.413,318.528,29.651,0.005,2.402,5.754,6397.764,350,0.957,4499.7,16.5,1799.9,0,0,17.894,28.57,20.086,187.9,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,3548.4,2613.192,2080.605,2373.395,32.058,2.407,6.58405505603875,0.115985622296765,6.77377952755906,0.86027,31.419,999
1969,14/10/1969,287,1968,15-Apr,2,sugar,alive,3,395,1965,14/9/1968,105,0,0,318,1969,21,2039,7060.33,6301.08,5430.57,166.806,3124.29,16297.6,17427.975,6971.189,74.481,20.138,98.6,64.246,64.246,1.144,9292.276,9293.42,145939.763,0.813,23,2530,202.9,263.485,860.81,165.059,1310.733,298.064,1608.797,5.099,9275.325,1.428,9276.753,146272.76,200,267.375,329.504,35.258,0.004,2.149,6.744,6857.111,350,0.953,4367,16,1746.8,0,0,17.557,29.56,20.698,46.5,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,2732.9,2695.059,1124.295,1422.359,37.411,2.153,6.18932646743541,0.103683684144115,5.59751677852349,0.83403,31.243,999
1970,14/11/1970,318,1969,15-Apr,2,sugar,alive,4,396,1965,14/10/1969,105,0,0,318,1970,21,2039,7473,6696.66,5686.15,175.388,3421.5,17868.5,17564.837,7025.937,75.588,21.095,101.5,64.053,64.053,1.428,9275.325,9276.753,146272.76,0.806,21,2310,761.7,282.741,1131.278,461.722,1344.692,295.699,1640.391,9.401,9250.988,2.152,9253.14,146319.939,200,271.342,337.019,39.594,0.006,3.065,7.455,7277.952,350,0.933,3854.6,14.1,1541.8,0,0,18.289,29.657,20.574,133.6,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,3071.7,2771.722,1414.019,1709.718,42.665,3.071,6.32776302962563,0.106918411525057,6.35463768115942,0.87694,34.215,999
1971,15/04/1971,105,0,15-Apr,2,none,out,-1,0,1965,0.000,105,0,0,318,-1,21,2039,0,0,0,0,0,0,18464.663,7385.866,78.534,0,0,81.343,81.343,2.152,9250.988,9253.14,146319.939,0.798,0,0,891.5,70.033,425.324,440.953,0,323.288,323.288,20.137,9350.93,12.571,9363.502,149274.271,0,0,18.401,1.012,0.004,1.125,0.085,4121.907,350,0,0.1,0,0,0,0,21.951,31.08,20.37,220,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,891.5,440.953,495.357,818.645,2.141,1.129,0,0,0,,0,999
1972,14/07/1972,196,1971,15-Apr,3,sugar,alive,0,456,1971,15/4/1971,105,0,0,318,1972,21,2039,7635.27,6878.85,5899.34,182.392,3188.38,17359.2,0,0,0,18.602,159.2,154.198,154.198,12.571,9350.93,9363.502,149274.271,0.8,20,2200,1556.2,255.019,1866.043,676.221,1310.505,389.956,1700.461,31.533,9205.07,1.862,9206.932,145524.072,200,344.161,384.254,32.427,0.005,18.373,6.832,7055.358,350,0.964,4754.9,17.4,1902,0,0,16.519,28.374,18.892,206.2,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,3756.2,2876.221,2121.062,2511.018,50.805,18.378,6.34137641022717,0.10726032528826,6.88271698113208,0.91196,31.884,999
1973,14/08/1973,226,1972,15-Apr,3,sugar,alive,1,396,1971,14/7/1972,105,0,0,318,1973,21,2039,6906.14,6138.82,5286.27,162.201,2722.44,16198.6,18797.03,7518.811,95.192,17.745,96.7,88.875,88.875,1.862,9205.07,9206.932,145524.072,0.784,19,2090,1040.8,402.053,1208.959,529.069,1204.217,309.749,1513.967,10.458,9197.088,1.672,9198.76,144843.167,200,255.14,316.59,33.258,0.01,1.954,6.551,7358.72,350,0.924,3689.2,13.5,1475.7,0,0,17.642,28.812,19.734,108.5,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,3130.8,2619.069,1611.012,1920.761,35.222,1.964,6.19307853286798,0.107136417108167,6.38586614173228,0.811005,27.224,999
1974,14/09/1974,257,1973,15-Apr,3,sugar,alive,2,396,1971,14/8/1973,105,0,0,318,1974,21,2039,6278.92,5654.63,4779.25,147.378,2560.12,14996.7,16904.625,6761.85,68.699,18.467,83.6,94.697,94.697,1.672,9197.088,9198.76,144843.167,0.782,15,1650,2022,713.255,1643.864,726.888,1033.35,310.321,1343.671,23.003,9194.772,1.396,9196.168,144304.052,200,237.438,308.984,42.585,0.027,3.427,8.136,7264.335,350,0.909,3428.8,12.6,1371.5,0,0,17.679,28.244,18.189,152.9,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,3672,2376.888,2357.119,2667.44,46.039,3.454,6.20046043397922,0.109683099508734,7.018,0.73689,25.601,999
1975,14/10/1975,287,1974,15-Apr,3,sugar,alive,3,395,1971,14/9/1974,105,0,0,318,1975,21,2039,7612.22,6841.43,5828.93,179.923,3315.38,17832.9,15661.664,6264.666,67.111,19.765,116,65.907,65.907,1.396,9194.772,9196.168,144304.052,0.778,20,2200,780.5,208.217,1161.963,521.018,1274.915,312.073,1586.988,10.747,9150.509,1.681,9152.19,143729.61,200,289.81,350.49,36.635,0.014,3.104,7.066,7526.295,350,0.947,4202.1,15.4,1680.8,0,0,18.147,28.754,19.953,65,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,2980.5,2721.018,1370.18,1682.253,39.753,3.118,6.61234141045741,0.113373888145342,6.78954716981132,0.899615,33.154,999
1976,13/11/1976,318,1975,15-Apr,3,sugar,alive,4,396,1971,14/10/1975,105,0,0,318,1976,21,2039,7289.69,6567.22,5659.06,176.042,3492.96,16306.2,18729.755,7491.903,79.143,21.505,91.3,89.239,89.239,1.681,9150.509,9152.19,143729.61,0.771,18,1980,1934.3,685.479,1680.966,744.209,1228.538,321.912,1550.45,11.99,9133.168,2.266,9135.434,143707.26,200,245.016,330.884,50.932,0.439,9.587,9.322,7280.292,350,0.887,3108.6,11.4,1243.4,0,0,17.87,28.574,19.684,179.8,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,3914.3,2724.209,2366.445,2688.357,60.958,10.026,6.46213267777913,0.113542519913573,7.24452674897119,0.88021,34.93,999
1977,15/04/1977,105,0,15-Apr,3,none,out,-1,0,1971,0.000,105,0,0,318,-1,21,2039,0,0,0,0,0,0,16502.596,6601.039,68.725,0,0,86.644,86.644,2.266,9133.168,9135.434,143707.26,0.765,0,0,1139.4,102.428,704.656,399.973,0,257.883,257.883,32.836,9225.075,14.838,9239.913,146057.926,0,0,21.645,1.443,0.032,1.508,0.119,4504.149,350,0,0.1,0,0,0,0,22.735,31.161,20.49,170.6,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,1139.4,399.973,807.084,1064.967,2.983,1.54,0,0,0,,0,999
1978,15/07/1978,196,1977,15-Apr,4,sugar,alive,0,456,1977,15/4/1977,105,0,0,318,1978,21,2039,8479.93,7627.9,6617.4,205.203,3613.77,18625.3,0,0,0,18.761,180.1,161.078,161.078,14.838,9225.075,9239.913,146057.926,0.766,20,2200,1025.3,83.779,1507.811,553.051,1314.267,380.781,1695.047,29.056,9062.648,2.046,9064.694,142845.144,200,372.071,406.166,24.874,0.019,18.583,5.424,6671.066,350,0.969,4959.6,18.2,1983.9,0,0,17.081,27.79,19.578,150.6,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,3225.3,2753.051,1591.59,1972.371,43.476,18.602,7.45365777822496,0.121060359978219,7.74350943396227,1.026015,36.138,999
1979,15/08/1979,227,1978,15-Apr,4,sugar,alive,1,396,1977,15/7/1978,105,0,0,318,1979,21,2039,6583.07,5921.02,5079.83,156.953,2753.07,15032.4,20047.179,8018.871,95.365,18.675,90,99.741,99.741,2.046,9062.648,9064.694,142845.144,0.753,18,1980,1586.7,406.924,1740.185,669.844,1087.662,334.462,1422.125,19,9061.802,1.475,9063.277,143051.444,200,240.724,309.242,39.849,0.055,4.087,7.643,6609.551,350,0.909,3417.8,12.5,1367.1,0,0,17.732,28.057,18.794,350.7,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,3566.7,2649.844,2147.109,2481.571,43.991,4.142,5.92310339778493,0.110365122615804,6.45897119341564,0.784765,27.531,999
1980,14/09/1980,258,1979,15-Apr,4,sugar,alive,2,396,1977,15/8/1979,105,0,0,318,1980,21,2039,7299.79,6536.92,5677.49,175.044,3326.4,16223,15682.685,6273.074,63.496,20.474,100.4,97.207,97.207,1.475,9061.802,9063.277,143051.444,0.752,20,2200,778.5,275.566,1214.06,437.855,1205.816,311.463,1517.279,13.336,9048.77,1.171,9049.941,143131.813,200,263.621,321.31,31.151,0.048,2.452,6.046,6852.973,350,0.948,4209.9,15.4,1684,0,0,18.321,28.783,20.553,86.4,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,2978.5,2637.855,1489.626,1801.089,33.651,2.5,6.63584617046805,0.115367048512502,6.60543396226415,0.87522,33.264,999
1981,14/10/1981,287,1980,15-Apr,4,sugar,alive,3,395,1977,14/9/1980,105,0,0,318,1981,21,2039,6835.94,6101.37,5287.34,162.534,3016.37,15486,17367.981,6947.192,71.252,19.927,92.3,68.802,68.802,1.171,9048.77,9049.941,143131.813,0.747,18,1980,1125.6,399.825,1286.551,537.93,1139.848,284.622,1424.47,12.378,9046.873,1.365,9048.237,143360,200,253.82,313.254,32.161,0.047,2.566,6.171,6889.379,350,0.949,4251.1,15.6,1700.4,0,0,17.855,28.507,19.328,104.8,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,3105.6,2517.93,1686.376,1970.998,34.774,2.613,6.45506427899108,0.114101385076555,6.68864197530864,0.81267,30.164,999
1982,14/11/1982,318,1981,15-Apr,4,sugar,alive,4,396,1977,14/10/1981,105,0,0,318,1982,21,2039,7273.4,6573.29,5611.62,174.37,3377.23,16617.7,16776.535,6710.614,72.018,20.923,94.3,63.557,63.557,1.365,9046.873,9048.237,143360,0.743,22,2420,594.4,218.226,1159.561,427.765,1299.646,332.759,1632.405,12.001,9020.629,1.618,9022.246,142977.978,200,252.436,335.989,57.359,0.154,1.994,10.852,7292.587,350,0.925,3700.8,13.6,1480.3,0,0,17.665,29.241,20.364,47.4,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,3014.4,2847.765,1377.787,1710.546,59.507,2.148,6.12304737223753,0.106817854637789,6.07560975609756,0.87185,33.772,999
1983,18/04/1983,108,0,15-Apr,4,none,out,-1,0,1977,0.000,108,3,0,321,-1,19,2039,0,0,0,0,0,0,17270.725,6908.291,74.003,0,0,67.764,67.764,1.618,9020.629,9022.246,142977.978,0.737,0,0,364.4,0.604,101.282,262.994,0,179.449,179.449,4.691,9121.797,6.892,9128.688,145780.914,0,0,8.719,0.304,0.001,0.139,0.033,3986.353,350,0,0.1,0,0,0,0,22.105,31.473,22.354,73,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,364.4,262.994,101.886,281.335,0.444,0.14,0,0,0,,0,999
1984,17/07/1984,199,1983,15-Apr,5,sugar,alive,0,456,1983,18/4/1983,108,3,0,321,1984,18,2039,7833.81,7010.25,6032.18,186.06,3565.61,18016.4,0,0,0,20.671,164.8,150.831,150.831,6.892,9121.797,9128.688,145780.914,0.739,22,2420,771.9,107.541,1484.256,516.488,1286.917,384.418,1671.335,29.829,8974.177,1.977,8976.154,141820.676,200,350.676,393.835,24.253,0.046,16.211,5.19,7295.833,350,0.964,4767.3,17.5,1906.9,0,0,17.649,28.237,18.184,95.4,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,3191.9,2936.488,1591.797,1976.215,40.51,16.257,6.33614031455262,0.111324180969106,6.48292682926829,0.9303,35.656,999
1985,17/08/1985,229,1984,15-Apr,5,sugar,alive,1,396,1983,17/7/1984,108,3,0,321,1985,18,2039,6714.36,6007.33,5190.23,159.816,2925.54,15241.3,19366.151,7746.461,94.394,19.616,94.8,79.6,79.6,1.977,8974.177,8976.154,141820.676,0.728,18,1980,859.7,246.05,1108.614,581.62,1159.893,336.222,1496.115,11.567,8964.714,1.134,8965.849,141597.66,200,249.918,311.941,38.149,0.1,2.636,7.432,6749.314,350,0.937,3957.5,14.5,1583,0,0,17.354,28.395,19.214,111.4,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,2839.7,2561.62,1354.664,1690.886,40.885,2.736,6.23886446857848,0.106820665523706,6.57679012345679,0.79908,29.255,999
1986,17/09/1986,260,1985,15-Apr,5,sugar,alive,2,396,1983,17/8/1985,108,3,0,321,1986,18,2039,6857.63,6139.81,5242.28,161.286,2983.8,16153.5,16319.006,6527.602,68.66,19.855,95.2,68.521,68.521,1.134,8964.714,8965.849,141597.66,0.728,20,2200,745.7,208.057,1209.086,474.354,1200.457,311.031,1511.488,9.457,8946.892,1.451,8948.343,141121.315,200,255.981,326.033,41.087,0.089,2.898,7.79,7304.326,350,0.927,3747.3,13.7,1498.9,0,0,18.107,29.036,18.861,117.8,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,2945.7,2674.354,1417.143,1728.174,44.074,2.987,6.03083959715131,0.106706768429521,6.0862641509434,0.80643,29.838,999
1987,17/10/1987,290,1986,15-Apr,5,sugar,alive,3,395,1983,17/9/1986,108,3,0,321,1987,18,2039,6807.04,6075.94,5266.74,161.99,3032.31,15402.9,16915.724,6766.29,70.064,20.125,92.6,85.591,85.591,1.451,8946.892,8948.343,141121.315,0.723,22,2420,411.3,291.519,945.073,316.113,1264.557,352.841,1617.397,7.819,8932.31,1.364,8933.675,140739.355,200,248.745,323.087,48.762,0.145,1.956,9.365,7312.474,350,0.944,4126.7,15.1,1650.7,0,0,18.472,29.811,19.953,44,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,2831.3,2736.113,1236.592,1589.433,50.863,2.101,5.9204426132985,0.100154754831374,5.64425087108014,0.80995,30.323,999
1988,16/11/1988,321,1987,15-Apr,5,sugar,alive,4,396,1983,17/10/1987,108,3,0,321,1988,18,2039,7049.64,6283.94,5419.18,167.2,3130.97,16304.6,16600.172,6640.069,69.834,20.133,96.4,62.902,62.902,1.364,8932.31,8933.675,140739.355,0.718,21,2310,981.3,237.953,1474.073,395.735,1234.34,334.072,1568.412,19.73,8913.623,1.932,8915.555,140070.938,200,253.772,329.87,46.186,0.197,2.917,8.785,7546.957,350,0.923,3668.5,13.4,1467.4,0,0,18.75,29.606,19.987,254,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,3291.3,2705.735,1712.026,2046.098,49.3,3.114,6.17946694705875,0.106604642147599,6.05797101449275,0.836,31.31,999
1989,15/04/1989,105,0,15-Apr,5,none,out,-1,0,1983,0.000,105,0,0,321,-1,18,2039,0,0,0,0,0,0,16977.171,6790.868,72.062,0,0,73.764,73.764,1.932,8913.623,8915.555,140070.938,0.713,0,0,1075.1,89.302,532.215,515.521,0,320.787,320.787,25.024,9013.835,5.956,9019.791,142769.445,0,0,11.954,1.013,0.102,1.139,0.072,3952.606,350,0,0.1,0,0,0,0,21.811,31.067,20.611,134.8,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,1075.1,515.521,621.517,942.304,2.254,1.241,0,0,0,,0,999
1990,15/07/1990,196,1989,15-Apr,6,sugar,alive,0,456,1989,15/4/1989,105,0,0,318,1990,21,2039,7448.18,6675.34,5764.56,178.154,3388.18,16836.2,0,0,0,20.492,154.5,206.56,206.56,5.956,9013.835,9019.791,142769.445,0.715,19,2090,1562.6,419.408,1682.578,703.841,1220.36,443.705,1664.065,29.106,8876.052,2.017,8878.069,138349.134,200,329.727,376.907,27.796,0.188,19.817,5.888,7483.965,350.462,0.962,4657.8,17.1,1863.1,0,0,17.385,28.018,18.506,103,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,3652.6,2793.841,2101.986,2545.691,47.801,20.005,6.37666925211564,0.10705951991058,7.01393700787402,0.89077,33.882,999
1991,15/08/1991,227,1990,15-Apr,6,sugar,alive,1,396,1989,15/7/1990,105,0,0,318,1991,21,2039,6762.02,6089.93,5229.69,161.562,2716.9,15323.3,18269.932,7307.972,90.789,17.784,96.6,93.11,93.11,2.017,8876.052,8878.069,138349.134,0.704,19,2090,1680.4,574.608,1737.688,362.514,1181.464,292.845,1474.308,23.721,8876.489,1.337,8877.826,137662.651,200,249.853,302.068,26.414,0.173,3.714,5.23,7188.663,352.128,0.92,3609.6,13.2,1443.8,0,0,16.827,28.484,19.182,204.4,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,3770.4,2452.514,2312.296,2605.141,30.301,3.887,6.58760765483908,0.109584971389967,6.36070866141732,0.80781,27.169,999
1992,14/09/1992,258,1991,15-Apr,6,sugar,alive,2,396,1989,15/8/1991,105,0,0,318,1992,21,2039,7741.71,6945.45,6086.9,188.045,3671.45,16548.1,16092.979,6437.192,65.749,21.115,102.1,76.906,76.906,1.337,8876.489,8877.826,137662.651,0.706,21,2310,643.5,262.092,1040.954,351.242,1351.476,294.826,1646.302,8.088,8863.675,1.375,8865.05,136751.501,200,269.962,322.051,25.936,0.158,1.918,5.08,8007.65,353.823,0.952,4350,15.9,1740,0,0,17.978,29.375,20.6,122.8,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,2953.5,2661.242,1303.046,1597.872,28.012,2.076,7.06606163588279,0.114222663885484,6.81322463768116,0.940225,36.714,999
1993,14/10/1993,287,1992,15-Apr,6,sugar,alive,3,395,1989,14/9/1992,105,0,0,318,1993,21,2039,7494.24,6706.92,5858.89,180.758,3675.99,16353.5,17763.334,7105.334,71.691,22.114,97.4,81.058,81.058,1.375,8863.675,8865.05,136751.501,0.702,22,2420,531.1,227.786,1142.552,353.087,1284.642,305.723,1590.364,9.749,8858.153,1.497,8859.65,135853.579,200,265.506,323.442,28.38,0.152,2.49,5.431,8472.558,355.556,0.944,4111.7,15.1,1644.7,0,0,17.951,29.038,20.484,72,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,2951.1,2773.087,1370.338,1676.061,31.022,2.642,6.51829531493242,0.113658256851891,6.29818815331011,0.90379,36.76,999
1994,14/11/1994,318,1993,15-Apr,6,sugar,alive,4,396,1989,14/10/1993,105,0,0,318,1994,21,2039,7608.13,6826.29,6018.35,186.25,3714.06,15897.8,17395.398,6958.159,70.465,21.628,98,71.456,71.456,1.497,8858.153,8859.65,135853.579,0.699,22,2420,365.6,138.122,1015.072,272.141,1331.331,311.627,1642.958,9.721,8846.301,1.547,8847.848,134760.501,200,264.112,325.131,33.899,0.129,5.484,6.614,8586.241,357.322,0.954,4400.2,16.1,1760.1,0,0,18.061,29.441,20.865,46.8,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,2785.6,2692.141,1153.194,1464.821,39.512,5.613,6.91828548356123,0.113362605739161,6.48954703832753,0.93125,37.141,999
1995,15/04/1995,105,0,15-Apr,6,none,out,-1,0,1989,0.000,105,0,0,318,-1,21,2039,0,0,0,0,0,0,17253.261,6901.304,73.408,0,0,60.905,60.905,1.547,8846.301,8847.848,134760.501,0.696,0,0,352.3,0.005,95.908,256.392,0,196.122,196.122,4.441,8954.448,5.801,8960.248,137858.189,0,0,6.386,0.072,0,0.039,0.015,3991.977,358.015,0,0.1,0,0.1,0,0,22.668,31.676,22.661,55.2,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,352.3,256.392,95.913,292.035,0.111,0.039,0,0,0,,0,999
1996,14/07/1996,196,1995,15-Apr,7,sugar,alive,0,456,1995,15/4/1995,105,0,0,318,1996,21,2039,8653.12,7695.56,6810.54,209.893,4139.79,18425.9,0,0,0,21.36,197.9,121.172,121.172,5.801,8954.448,8960.248,137858.189,0.698,22,2420,667.7,9.446,1412.158,407.544,1356.138,367.436,1723.574,23.942,8781.914,2.512,8784.426,131425.527,200,391.068,428.85,14.211,0.015,14.009,3.429,10203.402,360.105,0.972,5121.8,18.8,2048.7,0,0,18.934,29.127,19.288,107,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,3087.7,2827.544,1421.604,1789.04,28.235,14.024,7.42315592613236,0.121777771073363,7.31334494773519,1.049465,41.398,999
1997,14/08/1997,226,1996,15-Apr,7,sugar,alive,1,396,1995,14/7/1996,105,0,0,318,1997,21,2039,8000.4,7182.64,6295.59,194.597,3653.86,17048.1,20015.538,8006.217,87.713,20.195,104.3,63.697,63.697,2.512,8781.914,8784.426,131425.527,0.69,19,2090,936,377.233,1101.588,449.792,1213.183,310.371,1523.554,6.36,8771.281,1.094,8772.376,131461.406,200,268.415,326.196,28.55,2.078,1.659,5.57,7252.767,361.957,0.956,4462.9,16.4,1785.1,0,0,18.617,28.449,20.38,116.8,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,3026,2539.792,1478.821,1789.192,32.287,3.737,7.66192664596156,0.127725699253194,7.66129921259843,0.972985,36.539,999
1998,14/09/1998,257,1997,15-Apr,7,sugar,alive,2,396,1995,14/8/1997,105,0,0,318,1998,21,2039,7303.13,6501.51,5764.14,177.446,3421,15389.9,18284.312,7313.726,72.687,20.813,105.1,87.324,87.324,1.094,8771.281,8772.376,131461.406,0.692,19,2090,988.6,303.314,1348.859,503.489,1069.298,308.814,1378.113,14.177,8763.724,1.592,8765.316,131279.729,200,269.816,327.973,26.901,0.43,2.025,5.271,7950.226,363.843,0.929,3773.1,13.8,1509.2,0,0,20.231,28.713,19.364,189.6,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,3078.6,2593.489,1652.173,1960.987,29.356,2.455,6.84198005081186,0.128760123444159,6.98606299212598,0.88723,34.21,999
1999,14/10/1999,287,1998,15-Apr,7,sugar,alive,3,395,1995,14/9/1998,105,0,0,318,1999,21,2039,6900.82,6200.59,5438.49,168.475,3347.69,14623.3,16288.489,6515.395,62.312,21.541,85,135.638,135.638,1.592,8763.724,8765.316,131279.729,0.689,20,2200,1114.4,820.86,1158.135,564.177,1071.847,324.407,1396.254,6.344,8756.114,1.583,8757.697,131068.37,200,225.419,324.553,56.457,6.9,6.709,10.34,7400.837,365.763,0.913,3494.1,12.8,1397.7,0,0,19.63,28.738,19.443,112,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,3314.4,2764.177,1978.995,2303.402,70.066,13.609,6.09494254528563,0.120662143134415,6.35754716981132,0.842375,33.477,999
2000,23/11/2000,328,1999,15-Apr,7,sugar,alive,4,406,1995,14/10/1999,105,0,10,318,2000,14,2039,7940.94,7139.98,6281.22,194.827,3741.68,16597.2,15399.832,6159.934,59.471,20.722,99.2,74.789,74.789,1.583,8756.114,8757.697,131068.37,0.686,18,1980,1679.8,361.719,1702.042,779.627,1184.198,327.705,1511.903,25.913,8744.148,1.864,8746.011,130952.562,200,259.699,325.021,37.254,0.374,3.498,7.077,7426.08,367.764,0.947,4191.7,15.4,1676.7,0,0,19.105,28.464,19.618,136,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,3659.8,2759.627,2063.761,2391.466,41.126,3.872,7.05990338549376,0.128862102925915,8.01757201646091,0.974135,37.417,999
2001,15/04/2001,105,0,15-Apr,7,none,out,-1,0,1995,0.000,105,0,10,328,-1,14,2049,0,0,0,0,0,0,17670.508,7068.203,70.673,0,0,158.926,158.926,1.864,8744.148,8746.011,130952.562,0.682,0,0,332.9,74.543,51.301,254.835,0,235.035,235.035,2.156,8840.552,11.547,8852.099,133774.139,0,0,14.387,0.31,0.077,0.05,0.041,4297.458,368.485,0,0.1,0,0,0,0,21.794,30.767,20.73,39.4,Burdekin,AyrDPI,Mulg,1959,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,332.9,254.835,125.844,360.879,0.437,0.127,0,0,0,,0,999
