year,today,day,SowYear,SowDate,cropCycle,currentCrop,sugarStatus,ratoon_no,sugarDAS,sugarPlantYear,sugarPlantDate,sugarPlantingDAY,sugarPlantDelay,sugarHarvDelay,sugarLastHarvDAY,sugarHarvYear,realDelayForKill,totCycle,biomass,green_biomass,cane_wt,canefw,sucrose_wt,residue_wt,burntDM,burntOrgC,burntOrgN,ccs,totalNGCane,totalInitTAW,totalInitPAW,totalInitInorgN,totalInitOrgN,totalInitSoilN,totalInitSoilC,meanInitOC2,irrigNum,totalIrrig,totalRain,totalDrain,totalRunoff,totalEffRain,totalTransp,totalEvap,totalEvapTr,totalSediment,totalSoilOrgN,totalSoilInorgN,totalSoilN,totalSoilC,totalFert,totalNUptake,totalNit,totalDeNit,totalNO3Leach,totalNO3Runoff,totalN2O,totalCO2,CO2,surfaceom_cover,surfaceom_wt,surfaceom_n,surfaceom_c,surfaceom_no3,surfaceom_nh4,meanTMin,meanTMax,meanRadn,maxRain,Region,WStation,Soil,StartYear,IrrigSys,Fallow,DryOff,Fert,FertAmt,IrrigAmt,IrrigFreq,MillMudAmt,NRunOffModel,Planting,Tillage,totalWater,totalWaterEff,totalWaterLoss,totalWaterLossWithEvap,totalNLoss,totalNPol,GPWUI,CWUE,GPWUI_450,NUE,sucroseTH,IrrigAlloc
1956,14/04/1956,105,0,15-Apr,0,none,out,-1,0,-1,0.000,105,0,0,318,-1,21,2039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,908.8,24.993,440.807,459.959,0,277.705,277.705,20.633,9506.478,28.49,9534.968,141792.453,0,0,34.644,7.699,0.206,1.19,1.16,1030.319,350,0,0.1,0,0,0,0,22.406,30.649,17.187,67.8,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,908.8,459.959,465.8,743.505,9.095,1.396,0,0,0,,0,999
1957,14/07/1957,195,1956,15-Apr,1,sugar,alive,0,456,1956,14/4/1956,105,0,0,318,1957,21,2039,7886.93,7112.84,6101.93,189.319,3249.78,17850,0,0,0,18.214,128.4,194.845,194.845,28.49,9506.478,9534.968,141792.453,0.884,19,2090,1202.9,190.646,1503.594,692.957,1300.457,416.088,1716.544,32.631,9421.644,0.821,9422.465,141372.963,200,292.136,324.905,39.575,0.581,16.346,8.358,3469.407,350,0.972,5097.6,18.7,2039,0,0,16.955,27.951,18.212,77.7,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,3292.9,2782.957,1694.24,2110.328,56.502,16.927,6.80280004326334,0.110290793594571,7.45350393700787,0.946595,32.498,999
1958,14/08/1958,226,1957,15-Apr,1,sugar,alive,1,396,1956,14/7/1957,105,0,0,318,1958,21,2039,6156.73,5448.6,4747.92,145.24,2611.9,14088.1,19505.492,7802.196,90.065,19.219,79.7,76.962,76.962,0.821,9421.644,9422.465,141372.963,0.868,18,1980,1020.9,397.687,1163.084,487.515,1136.08,318.138,1454.219,7.681,9434.833,0.958,9435.791,142354.376,200,233.232,291.718,28.084,0.001,1.609,5.569,5466.328,350,0.935,3912.2,14.4,1564.9,0,0,17.772,29.136,19.572,136.1,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,3000.9,2467.515,1560.771,1878.909,29.694,1.61,5.88608377254039,0.0998749156763871,5.97695473251029,0.7262,26.119,999
1959,14/09/1959,257,1958,15-Apr,1,sugar,alive,2,396,1956,14/8/1958,105,0,0,318,1959,21,2039,7090.78,6360.12,5462.81,168.306,3044.82,16279.8,15300.309,6120.125,61.51,19.352,89.4,62.871,62.871,0.958,9434.833,9435.791,142354.376,0.865,19,2090,875.3,327.858,1130.557,476.002,1211.114,289.325,1500.438,10.076,9426.149,1.141,9427.29,143272.366,200,252.542,309.615,32.845,0.001,2.32,6.392,5642.953,350,0.951,4314.1,15.8,1725.6,0,0,16.929,28.362,19.643,162.8,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,2965.3,2566.002,1458.415,1747.74,35.166,2.321,6.55907516829683,0.112171245996169,6.62622047244095,0.84153,30.448,999
1960,13/10/1960,287,1959,15-Apr,1,sugar,alive,3,395,1956,14/9/1959,105,0,0,318,1960,21,2039,7257.33,6506.31,5658.51,174.582,3240.36,15988.2,17504.778,7001.912,75.154,19.93,90.5,69.317,69.317,1.141,9426.149,9427.29,143272.366,0.858,20,2200,1112.7,333.57,1521.445,489.222,1178.38,288.332,1466.712,17.565,9412.012,1.42,9413.432,144277.334,200,258.913,323.827,38.06,0.002,2.768,7.212,6038.426,350,0.957,4484.1,16.4,1793.6,0,0,17.803,28.647,20.438,210.1,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,3312.7,2689.222,1855.015,2143.347,40.83,2.77,6.49191476196461,0.119029502724461,6.588,0.87291,32.404,999
1961,13/11/1961,317,1960,15-Apr,1,sugar,alive,4,396,1956,13/10/1960,105,0,0,318,1961,21,2039,7280.34,6538.8,5640.91,174.826,3527.51,16394.3,17401.441,6960.576,76.007,21.918,98.5,60.291,60.291,1.42,9412.012,9413.432,144277.334,0.85,22,2420,499,208.443,1057.119,292.029,1325.489,314.707,1640.197,11.024,9389.207,2.021,9391.228,144991.432,200,264.795,332.27,42.596,0.002,2.516,8.035,6389.393,350,0.929,3788.4,13.9,1515.4,0,0,16.991,29.222,21.178,63.2,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,2919,2712.029,1265.562,1580.269,45.114,2.518,6.44631749881731,0.106588415903699,6.09149825783972,0.87413,35.275,999
1962,15/04/1962,105,0,15-Apr,1,none,out,-1,0,1956,0.000,105,0,0,318,-1,21,2039,0,0,0,0,0,0,17155.355,6862.142,75.248,0,0,73.533,73.533,2.021,9389.207,9391.228,144991.432,0.842,0,0,875.8,93.516,371.686,476.291,0,320.437,320.437,17.521,9477.083,20.52,9497.603,147706.874,0,0,27.803,2.274,0.001,1.176,0.191,4116.033,350,0,0.1,0,0,0,0,21.944,31.478,21.317,102.1,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,875.8,476.291,465.202,785.639,3.451,1.177,0,0,0,,0,999
1963,15/07/1963,196,1962,15-Apr,2,sugar,alive,0,456,1962,15/4/1962,105,0,0,318,1963,21,2039,7057.56,6258.92,5479.78,168.145,3116.37,15777.8,0,0,0,19.897,176.1,163.695,163.695,20.52,9477.083,9497.603,147706.874,0.841,19,2090,1147.9,218.013,1524.518,666.097,1229.575,368.338,1597.913,24.971,9313.564,1.756,9315.32,145167.257,200,360.247,401.426,39.023,0.002,19.552,8.142,5677.893,350,0.964,4762,17.4,1904.8,0,0,16.968,28.851,18.604,91.9,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,3237.9,2756.097,1742.531,2110.869,58.577,19.554,6.10083752494923,0.105227881618086,6.61988188976378,0.840725,31.164,999
1964,14/08/1964,227,1963,15-Apr,2,sugar,alive,1,396,1962,15/7/1963,105,0,0,318,1964,21,2039,6627.66,5852.17,5099.33,155.921,2707.24,15283.3,17458.792,6983.517,90.684,18.456,103.5,61.152,61.152,1.756,9313.564,9315.32,145167.257,0.824,19,2090,612.7,180.2,964.839,476.607,1238.571,318.095,1556.666,8.473,9294.378,1.291,9295.668,145400.867,200,254.496,320.574,41.183,0.002,3.237,8.071,5998.339,350,0.94,4011.4,14.7,1604.6,0,0,17.172,29.171,19.499,92.7,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,2702.7,2566.607,1145.039,1463.134,44.422,3.239,6.07498537953025,0.100163426194187,6.13862204724409,0.779605,27.072,999
1965,14/09/1965,257,1964,15-Apr,2,sugar,alive,2,396,1962,14/8/1964,105,0,0,318,1965,21,2039,6882.6,6214.03,5247.65,162.351,2984.21,16349.5,16400.486,6560.195,71.21,19.709,94.2,62.147,62.147,1.291,9294.378,9295.668,145400.867,0.819,20,2200,831.2,269,1188.089,441.13,1230.737,331.71,1562.447,10.52,9271.996,1.161,9273.157,145806.285,200,257.842,324.18,41.605,0.003,2.6,8.011,6099.309,350,0.93,3796.5,13.9,1518.6,0,0,17.287,29.163,19.689,107.4,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,3031.2,2641.13,1457.089,1788.799,44.208,2.603,6.1470279766615,0.103908164564942,6.12645283018868,0.811755,29.842,999
1966,14/10/1966,287,1965,15-Apr,2,sugar,alive,3,395,1962,14/9/1965,105,0,0,318,1966,21,2039,6910.38,6160.88,5299.11,162.699,3033.18,16112.7,17124.094,6849.638,75.87,20.031,90.5,73.811,73.811,1.161,9271.996,9273.157,145806.285,0.812,22,2420,392.1,227.966,1109.881,275.632,1195.557,291.636,1487.193,8.367,9259.869,1.305,9261.174,146350.914,200,254.064,321.849,40.45,0.004,2.616,7.683,6340.844,350,0.955,4436,16.3,1774.4,0,0,17.785,28.871,19.833,102.9,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,2812.1,2695.632,1337.847,1629.483,43.07,2.62,6.03565323456614,0.109400057692579,5.66895470383275,0.813495,30.332,999
1967,14/11/1967,318,1966,15-Apr,2,sugar,alive,4,396,1962,14/10/1966,105,0,0,318,1967,21,2039,7109.48,6366.86,5490.82,169.602,3215.47,16186.6,17466.355,6986.542,75.897,20.42,91.7,60.872,60.872,1.305,9259.869,9261.174,146350.914,0.805,20,2200,821.8,283.002,1200.729,429.871,1218.228,313.282,1531.51,10.618,9247.581,1.543,9249.123,146610.237,200,249.926,325.141,46.312,0.006,2.192,9.012,6728.83,350,0.937,3949,14.5,1579.6,0,0,18.229,28.885,20.191,154.9,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,3021.8,2629.871,1483.731,1797.013,48.51,2.198,6.44906156994012,0.11074168630959,6.40007547169811,0.84801,32.155,999
1968,14/04/1968,105,0,15-Apr,2,none,out,-1,0,1962,0.000,105,0,0,318,-1,21,2039,0,0,0,0,0,0,17115.283,6846.114,72.116,0,0,67.431,67.431,1.543,9247.581,9249.123,146610.237,0.798,0,0,1341.7,158.776,825.666,456.586,0,278.071,278.071,38.756,9345.158,8.572,9353.73,149783.434,0,0,12.393,0.527,0.007,0.586,0.045,3547.421,350,0,0.1,0,0,0,0,22.329,31.086,21.557,187.9,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,1341.7,456.586,984.442,1262.513,1.12,0.593,0,0,0,,0,999
1969,14/07/1969,195,1968,15-Apr,3,sugar,alive,0,456,1968,14/4/1968,105,0,0,318,1969,21,2039,7560.06,6804.97,5841.62,180.8,3359.6,17184.4,0,0,0,19.956,166.4,146.618,146.618,8.572,9345.158,9353.73,149783.434,0.799,24,2640,302.7,37.492,1241.469,251.308,1320.908,410.111,1731.02,25.034,9197.766,2.022,9199.788,145704.74,200,348.01,389.494,28.928,0.002,15.643,6.206,7427.521,350,0.947,4207.2,15.4,1682.9,0,0,17.239,28.858,19.267,46.5,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,2942.7,2891.308,1278.961,1689.072,44.573,15.645,6.25322518389601,0.104447088999549,5.85113268608414,0.904,33.596,999
1970,14/08/1970,226,1969,15-Apr,3,sugar,alive,1,396,1968,14/7/1969,105,0,0,318,1970,21,2039,6985.75,6237.19,5360.03,164.832,3083.26,16257.1,18182.852,7273.141,90.191,20.108,104.9,79.339,79.339,2.022,9197.766,9199.788,145704.74,0.785,19,2090,667.3,173.541,942.46,411.02,1289.56,311.111,1600.671,7.098,9179.999,1.424,9181.424,144995.707,200,265.182,323.325,32.232,0.006,2.107,6.372,7274.869,350,0.933,3871.1,14.2,1548.4,0,0,17.457,29.272,20.242,133.6,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,2757.3,2501.02,1116.001,1427.112,34.345,2.113,6.59059103885615,0.102976814098587,6.48944881889764,0.82416,30.833,999
1971,14/09/1971,257,1970,15-Apr,3,sugar,alive,2,396,1968,14/8/1970,105,0,0,318,1971,21,2039,7222.52,6519.43,5598.3,173.219,3229.05,16242.2,17109,6843.6,70.627,20.029,93.2,119.967,119.967,1.424,9179.999,9181.424,144995.707,0.781,18,1980,1226,247.519,1403.498,719.32,1262.104,306.208,1568.312,12.324,9167.04,1.46,9168.5,144472.883,200,254.717,318.538,35.003,0.009,7.674,6.698,7507.426,350,0.938,3970.8,14.6,1588.3,0,0,17.442,28.692,19.601,220,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,3206,2699.32,1651.017,1957.225,42.686,7.683,6.41713468577271,0.110449323859028,7.12835390946502,0.866095,32.291,999
1972,13/10/1972,287,1971,15-Apr,3,sugar,alive,3,395,1968,14/9/1971,105,0,0,318,1972,21,2039,7014.03,6342.25,5412.61,167.649,3170.05,16014.2,17181.063,6872.427,71.307,20.358,91.8,106.637,106.637,1.46,9167.04,9168.5,144472.883,0.775,20,2200,1328.3,450.272,1534.716,445.894,1276.762,306.118,1582.88,11.282,9154.911,1.722,9156.633,143960.618,200,255.964,321.797,38.649,0.016,3.467,7.302,7582.586,350,0.935,3900.9,14.3,1560.4,0,0,16.804,28.821,20.091,206.2,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,3528.3,2645.894,1984.988,2291.106,42.132,3.483,6.3361948740199,0.105913903770343,6.32637735849057,0.838245,31.701,999
1973,17/11/1973,321,1972,15-Apr,3,sugar,alive,4,400,1968,13/10/1972,105,0,4,318,1973,17,2039,7456.36,6676.65,5677.53,175.026,3194.03,17788.3,16927.857,6771.143,73.602,19.546,110.2,67.07,67.07,1.722,9154.911,9156.633,143960.618,0.77,20,2200,1238.1,377.972,1431.166,662.147,1256.303,299.897,1556.199,10.564,9120.593,2.135,9122.728,143704.9,200,280.385,348.373,40.448,0.032,2.723,7.705,7532.425,350,0.933,3868,14.2,1547.2,0,0,18.843,29.254,19.804,108.5,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,3438.1,2862.147,1809.138,2109.035,43.203,2.755,6.11519953377657,0.112470191794237,6.60475471698113,0.87513,31.94,999
1974,15/04/1974,105,0,15-Apr,3,none,out,-1,0,1968,0.000,105,0,4,322,-1,17,2043,0,0,0,0,0,0,18407.792,7363.117,76.067,0,0,139.833,139.833,2.135,9120.593,9122.728,143704.9,0.764,0,0,1721.8,383.851,947.965,519.292,0,363.425,363.425,44.704,9225.031,9.041,9234.072,147001.233,0,0,16.869,1.343,0.042,0.807,0.09,3766.121,350,0,0,0,0,0,0,22.293,30.139,17.364,152.9,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,1721.8,519.292,1331.816,1695.241,2.192,0.849,0,0,0,,0,999
1975,15/07/1975,196,1974,15-Apr,4,sugar,alive,0,456,1974,15/4/1974,105,0,0,318,1975,21,2039,8128.79,7243.19,6293.62,193.818,3433.1,18351.7,0,0,0,18.887,174.1,166.391,166.391,9.041,9225.031,9234.072,147001.233,0.766,20,2200,763.6,94.923,1269.386,545.974,1330.04,368.822,1698.862,24.554,9064.738,2.146,9066.884,143271.474,200,366.493,402.753,24.775,0.01,16.29,5.342,7204.663,350,0.972,5104.2,18.7,2041.7,0,0,17.001,28.293,19.228,65,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,2963.6,2745.974,1364.309,1733.131,41.075,16.3,7.05826056619618,0.114086959388108,7.31388679245283,0.96909,34.331,999
1976,14/08/1976,227,1975,15-Apr,4,sugar,alive,1,396,1974,15/7/1975,105,0,0,318,1976,21,2039,6607.2,5922.81,5086.55,157.128,2853.58,15206.5,19937.461,7974.983,96.209,19.438,86,66.821,66.821,2.146,9064.738,9066.884,143271.474,0.753,16,1760,1989.1,603.146,1720.261,753.867,1075.811,344.232,1420.043,22.675,9061.971,1.345,9063.316,143484.007,200,234.192,307.986,48.123,0.13,2.61,9.335,6402.654,350,0.906,3374,12.4,1349.6,0,0,17.81,28.163,18.823,179.8,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,3749.1,2513.867,2323.407,2667.639,50.863,2.74,6.25045000391827,0.110650170452585,7.10986425339367,0.78564,28.536,999
1977,14/09/1977,257,1976,15-Apr,4,sugar,alive,2,396,1974,14/8/1976,105,0,0,318,1977,21,2039,7074.29,6361.69,5451.56,168.013,2921.66,16227.2,15793.421,6317.368,65.052,18.489,94.5,72.472,72.472,1.345,9061.971,9063.316,143484.007,0.753,18,1980,1380,277.223,1641.916,552.708,1141.816,297.46,1439.277,18.118,9048.689,1.287,9049.976,143664.271,200,262.165,317.75,30.26,0.03,2.823,5.892,6597.658,350,0.95,4275,15.7,1710,0,0,17.722,28.369,19.544,170.6,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,3360,2532.708,1919.139,2216.599,33.113,2.853,6.63372958904066,0.116734304793309,6.91411522633745,0.840065,29.217,999
1978,14/10/1978,287,1977,15-Apr,4,sugar,alive,3,395,1974,14/9/1977,105,0,0,318,1978,21,2039,7382.62,6636.09,5763.44,178.031,3443.11,16191.8,17426.911,6970.766,75.649,20.888,92.9,74.056,74.056,1.287,9048.689,9049.976,143664.271,0.748,19,2090,953.7,264.731,1271.591,520.796,1203.59,299.531,1503.121,15.23,9042.801,1.342,9044.143,143947.456,200,255.547,319.686,36.233,0.033,2.665,6.888,6941.148,350,0.951,4316.9,15.8,1726.7,0,0,17.755,28.363,20.718,150.6,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,3043.7,2610.796,1536.322,1835.853,38.931,2.698,6.81903143715557,0.118440897306338,7.00909448818898,0.890155,34.431,999
1979,14/11/1979,318,1978,15-Apr,4,sugar,alive,4,396,1974,14/10/1978,105,0,0,318,1979,21,2039,6967.86,6232.63,5367.01,165.922,3175.94,16008.5,17432.385,6972.954,72.128,20.644,85.2,78.314,78.314,1.342,9042.801,9044.143,143947.456,0.744,19,2090,1489.5,397.786,1715.346,566.671,1140.651,337.694,1478.345,15.594,9035.585,1.669,9037.254,144095.124,200,241.947,319.831,48.829,0.053,2.83,9.21,6949.428,350,0.917,3552.8,13,1421.1,0,0,18.32,28.53,19.539,350.7,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,3579.5,2656.671,2113.132,2450.826,51.712,2.883,6.2454854214165,0.112234965451231,6.53236220472441,0.82961,31.759,999
1980,14/04/1980,105,0,15-Apr,4,none,out,-1,0,1974,0.000,105,0,0,318,-1,21,2039,0,0,0,0,0,0,16627.06,6650.823,70.049,0,0,66.338,66.338,1.669,9035.585,9037.254,144095.124,0.739,0,0,636.1,42.169,282.116,341.199,0,231.158,231.158,13.145,9136.049,7.548,9143.597,147003.69,0,0,10.197,0.418,0.02,0.305,0.038,3816.463,350,0,0.1,0,0,0,0,22.487,31.511,22.411,86.4,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,636.1,341.199,324.285,555.443,0.743,0.325,0,0,0,,0,999
1981,14/07/1981,195,1980,15-Apr,5,sugar,alive,0,456,1980,14/4/1980,105,0,0,318,1981,21,2039,8062.38,7262.34,6284.27,194.772,3434.9,17781.1,0,0,0,18.792,169.9,146.995,146.995,7.548,9136.049,9143.597,147003.69,0.741,19,2090,1226.2,274.613,1490.574,669.115,1258.307,363.211,1621.518,27.076,8986.315,1.89,8988.205,143327.574,200,354.973,391.575,22.742,0.036,17.151,4.926,7069.654,350,0.965,4788.8,17.5,1915.5,0,0,17.555,28.055,18.773,104.8,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,3316.2,2759.115,1765.187,2128.398,39.929,17.187,7.05922007600263,0.120117075481123,7.66818897637795,0.97386,34.349,999
1982,14/08/1982,226,1981,15-Apr,5,sugar,alive,1,396,1980,14/7/1981,105,0,0,318,1982,21,2039,6915.03,6203.79,5346.16,164.912,3173.77,15688.7,19184.393,7673.757,92.752,20.772,100.5,76.491,76.491,1.89,8986.315,8988.205,143327.574,0.73,19,2090,604.4,215.118,933.595,429.458,1233.572,317.6,1551.173,9.489,8971.693,1.221,8972.915,143186.429,200,259.828,318.634,35.129,0.064,1.801,6.929,6787.498,350,0.935,3896.1,14.3,1558.4,0,0,17.532,28.965,19.448,47.4,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,2694.4,2519.458,1148.713,1466.313,36.994,1.865,6.5455347935945,0.106314382728426,6.49259842519685,0.82456,31.738,999
1983,14/09/1983,257,1982,15-Apr,5,sugar,alive,2,396,1980,14/8/1982,105,0,0,318,1983,21,2039,7050.71,6305.26,5473.13,168.441,3048.49,15775.8,16647.036,6658.816,68.874,19.361,95.6,71.006,71.006,1.221,8971.693,8972.915,143186.429,0.729,20,2200,637.3,304.031,1039.628,373.544,1179.778,306.584,1486.362,8.004,8968.048,1.151,8969.199,143313.954,200,255.67,312.985,30.255,0.059,2.109,5.923,6824.687,350,0.949,4249.2,15.6,1699.7,0,0,17.915,28.646,19.857,95.4,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,2837.3,2573.544,1343.659,1650.243,32.423,2.168,6.54509889863939,0.113324344944233,6.3562641509434,0.842205,30.485,999
1984,13/10/1984,287,1983,15-Apr,5,sugar,alive,3,395,1980,14/9/1983,105,0,0,318,1984,21,2039,7332.42,6603.96,5652.24,174.962,3331.44,16801.9,17021.265,6808.506,70.157,20.52,91.3,78.285,78.285,1.151,8968.048,8969.199,143313.954,0.725,22,2420,624.6,259.572,1224.526,458.125,1248.626,303.089,1551.715,13.207,8961.458,1.703,8963.16,143301.068,200,253.43,319.069,36.601,0.065,3.068,6.953,7168.068,350,0.929,3781.8,13.9,1512.7,0,0,17.81,28.719,19.464,75.6,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,3044.6,2878.125,1484.098,1787.187,39.734,3.133,6.07902714440825,0.112753952884389,6.09623693379791,0.87481,33.314,999
1985,13/11/1985,317,1984,15-Apr,5,sugar,alive,4,396,1980,13/10/1984,105,0,0,318,1985,21,2039,7457.25,6751.44,5782.2,179.833,3366.26,16750.5,17496.095,6998.439,72.424,20.124,89.2,87.072,87.072,1.703,8961.458,8963.16,143301.068,0.72,21,2310,872.5,217.45,1347.381,552.771,1276.892,313.943,1590.835,11.283,8950.714,1.879,8952.593,143200.878,200,250.29,324.163,44.546,0.078,4.36,8.442,7368.738,350,0.916,3530.4,12.9,1412.2,0,0,17.761,28.762,19.57,111.4,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,3182.5,2862.771,1564.831,1878.774,48.984,4.438,6.2817808340241,0.113043150295285,6.5156884057971,0.899165,33.663,999
1986,15/04/1986,105,0,15-Apr,5,none,out,-1,0,1980,0.000,105,0,0,318,-1,21,2039,0,0,0,0,0,0,17238.781,6895.512,71.775,0,0,113.905,113.905,1.879,8950.714,8952.593,143200.878,0.716,0,0,420.5,90.816,102.086,299.597,0,207.633,207.633,3.554,9043.06,17.067,9060.127,145609.76,0,0,21.019,0.51,0.072,0.181,0.064,4607.363,350,0,0.1,0,0,0,0,22.125,31.888,20.927,117.8,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,420.5,299.597,192.902,400.535,0.763,0.253,0,0,0,,0,999
1987,15/07/1987,196,1986,15-Apr,6,sugar,alive,0,456,1986,15/4/1986,105,0,0,318,1987,21,2039,7819.07,6989.31,6071.53,187.336,3693.84,17475.4,0,0,0,21.353,177.5,133.871,133.871,17.067,9043.06,9060.127,145609.76,0.717,23,2530,585.4,37.698,1380.81,480.463,1347.271,397.297,1744.567,26.832,8878.766,2.039,8880.805,141472.646,200,362.156,405.668,35.119,0.029,20.437,7.478,7448.167,350,0.965,4795.2,17.6,1918.1,0,0,18.179,29.194,18.291,44,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,3115.4,3010.463,1418.508,1815.805,55.585,20.466,6.22283017595632,0.107382519559295,6.28644295302013,0.93668,36.938,999
1988,14/08/1988,227,1987,15-Apr,6,sugar,alive,1,396,1986,15/7/1987,105,0,0,318,1988,21,2039,7032.65,6255.5,5370.67,164.588,3040.56,16619.7,18929.937,7571.974,89.709,19.823,92.2,86.196,86.196,2.039,8878.766,8880.805,141472.646,0.704,19,2090,974.5,227.33,1293.811,409.139,1242.137,310.242,1552.38,10.491,8873.532,1.138,8874.67,141121.485,200,251.002,311.588,34.665,0.115,1.962,6.81,6960.075,350,0.951,4309.9,15.8,1724,0,0,17.994,29.174,19.627,254,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,3064.5,2499.139,1521.141,1831.383,36.742,2.077,6.58578814543729,0.106023009830067,6.47984251968504,0.82294,30.406,999
1989,14/09/1989,257,1988,15-Apr,6,sugar,alive,2,396,1986,14/8/1988,105,0,0,318,1989,21,2039,6817.22,6079.41,5266.69,161.656,2931.36,15505.2,17790.183,7116.074,74.14,19.404,83.4,77.175,77.175,1.138,8873.532,8874.67,141121.485,0.704,16,1760,1393,364.265,1363.831,734.683,1144.53,289.889,1434.419,12.211,8878.597,0.945,8879.542,141089.11,200,245.387,302.496,31.354,0.123,2.011,6.054,6966.113,350,0.955,4433.1,16.2,1773.2,0,0,17.953,28.513,19.014,134.8,Burdekin,AyrDPI,Mulg,1956,Furrow,BareFallow,35,Surf1,200,110,LowFreq,0,P2R,15AprV1R4,T5,3153,2494.683,1728.096,2017.985,33.488,2.134,6.4800217101732,0.11269789371167,7.31475113122172,0.80828,29.314,999
